E9PAV3, 0.08749739, 0.47467840, 0.51327656, 0.45989067, 0.15309157, 0.28760398, 0.29409312,-0.15821022, 0.02401183, 0.62938112, 0.26260263, 0.64283941, 0.04954125,-0.09998102, 0.09001711, 0.50630834, 0.43651356, 1.01308752, 0.16071952, 0.81847003
O00154,-0.920059396, 0.557690013,-0.466455889, 0.039181533,-0.384661582,-0.946600982,-0.397771576,-1.400005530,-0.368805253,-1.047042734,-0.476985672, 0.371028308,-0.769259982, 0.004032713, 0.255864539,-0.424110245,-0.080353623,-0.238796761, 0.273251926,-0.340677962
O00264, 0.26801502,-0.14568682, 0.69375276,-0.56700259,-0.28393919, 0.30711815,-0.55296530, 0.32835698,-0.31190567, 0.24064792,-0.18974911, 0.07297331,-0.65489057,-0.60815797,-0.49786411,-0.78471851,-0.95925567,-0.25412883,-0.14877788, 0.71606595
O00264, 1.5386707, 0.9517041, 1.6668038,-0.8394637, 0.7409325, 1.2939615, 1.3797347, 1.1923254, 0.6316873, 1.3354884, 1.2457724, 0.2259336, 1.2747272, 0.4408048, 0.5220757, 0.5395540, 1.3310961, 1.1391353, 1.0640364, 0.3649232
O00299, 1.2170655, 0.8200127, 1.1934767, 1.0396511, 0.9636707, 1.1983483, 1.0546110, 1.3855993, 0.5303962, 0.4425219,-0.1274722, 0.7830706, 0.9056585, 1.3510422, 0.8226951, 0.7132693, 0.9364639, 1.1532305,-0.1907631, 0.4526079
O00410, 1.11833486, 1.15656038, 1.01575248, 1.14021442, 1.03935411, 0.86488188, 1.09243620,-0.06605946, 1.15016958, 0.63683386, 0.62572443, 1.16823538, 0.69706101, 1.15153379, 0.83371718, 0.85119553, 0.77534575, 0.81827441, 0.67415534, 1.05596588
O00422,0.9259380,0.4277882,0.6852165,0.8038566,0.3734474,0.7868657,1.3070564,1.3517257,0.3781426,1.1360982,0.9434254,0.5208705,1.1071990,0.8903740,0.9318813,0.9493596,1.1539671,1.0023808,0.8020111,0.5290914
O00567, 0.57018068,-0.51521454, 0.30398191,-0.35032167, 0.01324313, 0.33686003,-0.37905842, 0.25779245,-0.08012487,-0.32445686, 0.21805631,-0.11825296, 0.14472956, 0.04218322,-0.17218904,-0.12009105, 0.28025150, 0.13794136, 0.31761195, 0.37048600
O00571,-0.287467337, 0.300635779, 0.176333546, 0.694054297, 0.062052660, 0.309362050, 0.355348848,-0.149786484, 0.460859257, 0.467592655,-0.116246694, 0.155613128,-0.210380350, 0.981224484, 0.411891275, 0.304980157,-0.103539601, 0.036746689,-0.471338783,-0.009580881
O14579, 0.118781952,-0.054702310, 0.111143539,-0.212871574,-0.335781061,-0.004295298,-0.046458552,-0.009073105,-0.199990722, 0.146743480,-0.160962770,-0.075271101,-1.061649302,-0.729296703,-0.464161391,-0.726463070,-0.334682497,-0.146068499, 0.272623823,-0.482724134
O14579,-0.34834683,-0.37495600,-0.36429906,-0.28730720, 0.27556382,-1.07243381,-0.19261711,-0.17718018,-0.27442635,-0.17658830,-0.33703078, 0.02999065,-0.15480071,-0.18808363,-0.22411434,-0.20663599,-0.15871946,-0.15292494,-0.31388050, 0.31072665
O14737,0.3401116,0.2521039,0.3858578,0.3474685,0.5247316,0.3999085,0.3637722,0.4211474,0.4737365,0.3711055,0.6265554,0.3105351,0.1298984,0.5111298,0.3051359,0.7049806,0.4062382,0.4334509,0.8448528,0.6524984
O14745, 0.80064682, 1.01846452, 0.30300914, 0.90519139, 0.85648383, 0.78294408, 0.88571529, 0.95021854, 1.00622196, 1.01375500, 0.13236591, 0.43865852, 0.96787725, 0.89019605, 1.12079469, 0.78840539, 0.99769397, 1.00060384,-0.07884632,-1.41739828
O14818, 0.80793733, 0.50458806,-0.01046399,-0.21329029,-0.06306753, 0.32578727,-0.37263098, 0.53829598, 0.32488348,-0.37946488, 0.29619531, 0.74305124,-0.74422426,-0.21889256,-1.06894646, 0.09409906, 0.23784321,-0.41625189,-0.48415930,-0.05015794
O14979, 0.12908979, 0.49219023, 0.04163691, 0.45339861, 0.24240464,-0.07633069, 0.21743588, 0.17839490, 0.50659930, 0.54550223, 0.31355115, 1.01281032, 0.31758605, 0.56918728, 0.16408545, 0.33696226, 0.24085486, 0.47618002, 0.75447295, 0.26847924
O14980,0.5417635,0.2661953,0.7023820,0.4246647,0.4747763,0.4751840,0.4827338,0.4927996,0.4375456,0.5810333,0.5699239,0.5057624,0.5257844,0.5846780,0.5333101,0.5647900,0.5989022,0.5276602,0.5028787,0.6110070
O15143,-0.16529005,-1.12994097,-0.24810834, 0.03156851,-0.16685088,-0.23761123, 0.12053202, 0.86763022, 0.64049277,-0.12933355,-0.14044297,-0.14078175,-0.18606415, 0.13859653, 0.08998035, 0.10745870,-0.11146472,-0.18418838,-0.20896982, 0.16492546
O15347, 0.29354775,-0.18411291,-0.40943600, 0.22134455,-0.86962368,-0.20090505,-0.25800672, 0.34861506, 0.43562287,-0.64100995,-0.60037305,-0.36931770,-0.34930684, 0.02259274, 0.64841027, 0.22381427,-0.52874930,-0.04269461,-0.87282875,-0.24706927
O15355,0.26960172,0.01021922,0.33105501,0.64830444,0.38154643,0.21929338,0.25065967,0.47131350,0.38149655,0.29283839,0.25234753,0.16516249,0.08206397,0.34814609,0.31775700,0.27477330,0.31977579,0.22567750,0.02325062,0.22371519
O15371,-0.327623843, 0.526699085,-0.003181776,-0.069975386, 0.167051639,-0.393473572, 0.151963605, 0.032107793, 0.452884651,-0.109116874,-0.827800243,-0.356346099,-0.579681746, 0.558503982,-0.282062690,-0.391547202, 0.737286397, 0.148780825,-0.110942060,-0.558872581
