E9PAV3, 0.389587977,-0.058619119, 0.398871739, 0.148269884, 0.304154248,-0.358802891, 0.551712718,-0.078674566, 0.079493293,-0.636125925, 0.316400512, 0.106095885,-0.257435101,-0.020880641, 0.580875446, 0.631304567,-0.081626524, 0.051011567, 0.075720868,-0.044974100,-0.460866120,-0.151750215,-0.407660015,-0.198909507,-0.404758997, 0.182082860,-0.113940024, 0.254694050,-0.104107726,-0.292726213,-0.126636672, 0.005596835, 0.515359651,-0.212943979,-0.226564657,-0.077541805,-0.276520967,-0.089115370, 0.363871953,-0.083527144, 0.685867957,-0.017032404, 0.534342424, 0.469320289,-0.307855574,-0.071483001, 0.281909494,-0.070344706,-0.076573245,-0.218793916,-0.038829889, 0.002139598, 0.147019154,-0.102895480, 0.078099608,-0.173189415,-0.039552980, 0.213883580,-0.101240879, 0.028176793, 0.076318251, 0.333311346, 0.207973691, 0.322382268,-0.405850007, 0.101012776,-0.110830408, 0.287653288, 0.250634868,-0.342876095, 0.106004820,-0.138080624, 0.131396582,-0.263100589, 0.066899181,-0.068955929, 0.070535423, 0.182681847, 0.237895065,-0.036223912, 0.262622856,-0.074541812,-0.156443314,-0.224185263,-0.066068869, 0.010236946, 0.242581316,-0.253087058, 0.382006509, 0.171333951,-0.351576131,-0.093743140, 0.186907302, 0.125509044, 0.419185854,-0.066446217, 0.033394596,-0.080397279, 0.308032546, 0.003238187, 0.042526141,-0.007115978, 0.096450273,-0.072478622,-0.105022285,-0.098248443, 0.059419446, 0.093910541,-0.023430018,-0.434076335, 0.033968606
O00154,-0.080068259, 0.015103366, 0.324440391,-0.018996293, 0.015198106,-0.006180560, 0.068748840, 0.230710117,-0.145079921,-0.211634321,-0.179477821,-0.181965457,-0.129703416,-0.071491547,-0.110600463, 0.093630648, 0.322874568, 0.086644120,-0.245282739,-0.050161318, 0.054773549, 0.183180081,-0.036735670, 0.178608651, 0.164277932, 0.157103363,-0.106383553,-0.087517274,-0.077541274,-0.226335884,-0.068074603,-0.089020595,-0.049683159,-0.228289854,-0.274263684, 0.018969789, 0.128161104,-0.098944198, 0.079373018, 0.019360287,-0.076251197, 0.069897669,-0.262388584, 0.168891624, 0.300926952,-0.232202807,-0.318331522, 0.181532988,-0.074839416,-0.235198978, 0.037415082,-0.253218028,-0.314955175, 0.380949268, 0.048575422,-0.315028468,-0.167091723, 0.042427735, 0.142357608,-0.140054360, 0.168783054, 0.189036263, 0.262592685,-0.186313592,-0.199246191, 0.102518227, 0.031856585, 0.312825143,-0.200257943, 0.305398595, 0.114132844,-0.316439357, 0.195232269, 0.225049092, 0.108302067, 0.203081179, 0.307874489, 0.188866140, 0.050710589,-0.015938818,-0.012627775,-0.163808866, 0.358158104, 0.106517154, 0.105334610, 0.094208397,-0.080915344,-0.204665597,-0.003941505, 0.177925219, 0.234001365,-0.031356357, 0.011996995, 0.024109642, 0.032502924, 0.116852619, 0.190663033, 0.037661815, 0.042522093, 0.041923487, 0.048697271,-0.037146810, 0.047654611,-0.200396395, 0.100238610, 0.206052143, 0.070030342, 0.190471971, 0.168673347, 0.179426373,-0.000717404
O00264,-0.364487494,-0.290243187, 0.153103467,-0.378833722,-0.207448317, 0.199577140,-0.225389650,-0.252870077,-0.448621214,-0.718521997,-0.085782404,-0.258040740, 0.251901981, 0.271191613,-0.434923671, 0.253669896, 0.270000288,-0.339526526, 0.247307877,-0.422832898, 0.201973523, 0.035557975, 0.210234994, 0.206998486,-0.355603654,-0.224738490, 0.220726489,-0.074488641, 0.469566524, 0.052734545, 0.049369452,-0.100077899, 0.257036325,-0.383383943,-0.068148211,-0.250499043, 0.491634376, 0.055060258,-0.030634845,-0.244364600, 0.227893788,-0.014679683,-0.244256437, 0.036123292, 0.164367806, 0.000409566,-0.234241388, 0.092413675, 0.100537089, 0.185949935, 0.004577809,-0.737738745, 0.049654242, 0.045044457,-0.059868366, 0.222239772, 0.023771055,-0.381375101,-0.067273005,-0.346863495,-0.536935695,-0.251947280, 0.257990153,-0.470349871, 0.115940010,-0.133476242,-0.019561820, 0.156135411, 0.072375874,-0.115326853, 0.027843611, 0.118500591, 0.205260996, 0.177976737, 0.191655181,-0.097879655, 0.194451937,-0.215599787,-0.216442623, 0.155748972, 0.159060014, 0.045333123, 0.048008335, 0.046327568,-0.446112080, 0.203109240, 0.123988649, 0.502698608,-0.350612936,-0.317568029,-0.315595156,-0.014791046, 0.083389487,-0.207656443, 0.128398750, 0.183695349,-0.375638684, 0.124418077, 0.129278356,-0.411146605, 0.090903641, 0.115909034, 0.129802409,-0.355956323, 0.119588716,-0.304848096,-0.029037357,-0.365609364, 0.172408691, 0.174485103, 0.036678439
O00299, 0.227249388, 0.081532995, 0.111207146,-0.215524393,-0.225907199,-0.095797252,-0.483503401,-0.055014000,-0.050063267,-0.335541326,-0.540325885, 0.102158505,-0.001847713,-0.204061605,-0.484804462,-0.330858601, 0.218751509,-0.110196388, 0.105865797,-0.418415488,-0.242395619,-0.072977239,-0.606550915,-0.412981650,-0.018447502,-0.484308079,-0.496450038, 0.084387477,-0.030785928,-0.239732491,-0.685084477, 0.028313261,-0.177038091,-0.356937797, 0.076673265,-0.285700377,-0.172214498,-0.391024285,-0.446199081, 0.003815905,-0.405883912,-0.290242105,-0.216592251,-0.628239030,-0.320904160,-0.241009237,-0.435154550, 0.008972550,-0.084887110,-0.002046973, 0.033269384,-0.125167554,-0.284057521,-0.103637638, 0.073408797,-0.136798784,-0.365700074, 0.095252263,-0.294995591,-0.309008931,-0.583841831,-0.312843702,-0.112621354,-0.178164597, 0.056482908,-0.426303464,-0.497631653,-0.197878122,-0.349317979,-0.119908936, 0.021965959,-0.095787203,-0.229250425,-0.263273032,-0.091752655,-0.265015690,-0.219430246,-0.412019646, 0.069892731,-0.185974381,-0.027656128,-0.403835361,-0.081890042,-0.387769357,-0.230096335,-0.568339229, 0.007807869,-0.108973023,-0.042587660,-0.169894258, 0.259762165,-0.327226806,-0.023100955, 0.031542054,-0.430775746,-0.610469770,-0.320393095,-0.102333720,-0.537119799,-0.348304799,-0.246811097,-0.200052253,-0.262271736,-0.122710230, 0.045442725,-0.008296856, 0.123054529,-0.301679632, 0.076445506,-0.556113123,-0.378078757
O00410,-0.119035113, 0.024520781, 0.252496876, 0.516401947,-0.213263050,-0.055804557, 0.534233060, 0.165470432, 0.227133005,-0.196099270, 0.178339793, 0.073496829,-0.307791871,-0.143327457,-0.129207863, 0.032437962,-0.070192347,-0.081932853, 0.054105677, 0.157928890, 0.077745400, 0.272350501,-0.121794934, 0.147296956,-0.079465881, 0.356856143,-0.013990069, 0.028048941, 0.169980767, 0.276300448, 0.309297825,-0.312077328, 0.016786575, 0.147105363, 0.297944891, 0.121244741, 0.406820428, 0.692611570, 0.636268945, 0.179704580, 0.054198352, 0.044301823, 0.223944043, 0.776439178, 0.145349187, 0.253991496,-0.124723643,-0.218400394,-0.356637757,-0.265196792, 0.460901883, 0.678300079, 0.140494707,-0.256054750,-0.004400557,-0.257464381,-0.184539950, 0.336212921,-0.221446764,-0.242847789, 0.304499992,-0.362181852, 0.539348385, 0.218985974,-0.172367844, 0.242851305, 0.040844732,-0.014212884, 0.438580225, 0.294992053,-0.363703978, 0.509558074,-0.211079584, 0.599089083,-0.297215637,-0.051957811, 0.395634577,-0.136193550, 0.095220358, 0.195998675, 0.319572771,-0.259910193, 0.258337472,-0.086069005, 0.044080703, 0.144598187,-0.047523236, 0.154790701,-0.038045265, 0.326034348, 0.364899919,-0.133223790, 0.371683151,-0.003815430, 0.346241418, 0.167613255, 0.400576960, 0.259741584,-0.192012021, 0.411732136,-0.313783701,-0.273768863, 0.019018886,-0.205367556,-0.379580272,-0.174852596, 0.558604185, 0.011087938,-0.071295880,-0.335964573, 0.446722576
O00422, 0.492022254,-0.172461927, 0.040536197, 0.066028415,-0.310005260,-0.259928555,-0.237482809,-0.019122962,-0.270423970,-0.019522166,-0.273694803, 0.017533616,-0.203680096,-0.397347514, 0.383347568, 0.032548771,-0.349244145, 0.399381937, 0.027737916,-0.056495875,-0.176527439,-0.082980813,-0.006362550,-0.172511097,-0.285363485, 0.164848918, 0.039498280, 0.083423323,-0.054943318, 0.378678007,-0.069697224, 0.194267829,-0.052274502, 0.437282489, 0.256113483, 0.254183850,-0.202497748,-0.034535003,-0.343522543, 0.018872135,-0.313340882,-0.194527880, 0.205627959,-0.136556035, 0.260177325,-0.228188253,-0.399084248,-0.068761423,-0.260591336, 0.018337620, 0.022902895, 0.233750326,-0.147499602,-0.152109387,-0.050406508,-0.030683020, 0.054974845, 0.047265746,-0.070604561,-0.157424181,-0.223857326, 0.481497519, 0.056833317, 0.223753521,-0.524371460, 0.096530993,-0.335470982,-0.473871623,-0.318024319,-0.322664419,-0.118857169, 0.053446478,-0.279488958, 0.025608630, 0.000364661, 0.235206669,-0.059678912, 0.073571111, 0.183564716, 0.107945556,-0.460408117,-0.157708635,-0.155033422,-0.167957773,-0.196161558,-0.272163622, 0.054908041,-0.129943874,-0.527533527,-0.068140016, 0.153349085,-0.260409370,-0.541181889, 0.245555113,-0.389789070,-0.265385374,-0.333568935,-0.030278196,-0.071853416,-0.097791225,-0.091017441,-0.033106718,-0.397104787,-0.443201289, 0.201080217,-0.110023996,-0.073617058,-0.150262541,-0.025655073, 0.087059799,-0.038552418
O00567,-0.308116724,-0.177380405,-0.234813646, 0.007271338,-0.191572974,-0.034772491,-0.209514307,-0.074935309,-0.127120107,-0.092505977,-0.087067237, 0.128365641,-0.137104034,-0.152461185,-0.148237892,-0.115015742,-0.152119354, 0.106408941,-0.163615088, 0.034655973,-0.111675826, 0.029879007, 0.038991440, 0.010390493,-0.106529323,-0.143330808,-0.116398772,-0.005077200, 0.001263000,-0.052713358, 0.018367417, 0.010535641, 0.168264524,-0.024590519,-0.149018304, 0.009464202,-0.058772708, 0.081785969,-0.061566325,-0.304842528,-0.030002949, 0.109722069,-0.056389870,-0.048721220,-0.078743954,-0.039512394,-0.039354562, 0.106944587, 0.015246018, 0.021589575, 0.026154851,-0.124802900,-0.072108190,-0.075789884,-0.093456271,-0.067756626,-0.107896292, 0.176514786, 0.075430436, 0.021951552,-0.143567581, 0.035658831, 0.013976334,-0.000819748, 0.006780014,-0.228896345,-0.021917333,-0.029951825,-0.199452094,-0.051542147,-0.090851467,-0.050174049,-0.050727638,-0.078011898,-0.087858159,-0.044598114, 0.034545101,-0.038483798, 0.180310606, 0.038324283, 0.041635325, 0.007185011, 0.009860224,-0.052142328,-0.177629681,-0.250027450, 0.073047572,-0.038335112,-0.035228368, 0.153364354, 0.042793343, 0.055433355, 0.051506015, 0.063618663,-0.191073863, 0.108356098, 0.130693205,-0.048922076,-0.213698478, 0.137686570, 0.027805215,-0.124315401,-0.003795806,-0.059100757,-0.071521134,-0.017241121, 0.207256423,-0.058608277, 0.048279077, 0.219720682, 0.104828240
O00571,-0.332424224,-0.402459731, 0.473629926, 0.507743399, 0.270519484,-0.010366004,-0.498633967,-0.466665548,-0.135557108, 0.220465976,-0.019315738,-0.018789648,-0.155255870, 0.386228304, 0.024835981,-0.055815606,-0.050034685,-0.138464213, 0.072500658, 0.086451542,-0.251452242, 0.180870670, 0.205616067, 0.476380510, 0.446306671,-0.263769322, 0.323921963,-0.164866776,-0.259350235, 0.079049048, 0.123301320,-0.370222609,-0.140350311, 0.400288584, 0.025301456,-0.084599927, 0.154920509, 0.303990924, 0.295727955, 0.256459029,-0.060807377, 0.039965515, 0.056171005, 0.001828629, 0.223991569,-0.034854528,-0.490305692, 0.063656087,-0.127370284,-0.357763583, 0.530765136,-0.142190663, 0.087036313, 0.187618918, 0.283873728,-0.277175962, 0.351478719,-0.164333349,-0.058163467, 0.034309482,-0.469463824,-0.195609084, 0.054573181,-0.088812893, 0.054130946, 0.326765659,-0.085021504,-0.413275558,-0.116478337, 0.048161280,-0.084558533, 0.041397716,-0.130498251,-0.645400328, 0.595862615, 0.062182896, 0.344832003,-0.350361411, 0.411130882,-0.229512181, 0.389511058, 0.140655742, 0.545058578, 0.065059811, 0.137176090,-0.254732985, 0.023188495,-0.140318510, 0.116092782, 0.059367089, 0.004247698, 0.441209111, 0.050697893,-0.843523126, 0.080007030,-0.123688255,-0.244846603,-0.497996174,-0.242703980, 0.450793631,-0.143026585,-0.285130318,-0.479512222, 0.402564678,-0.482914244,-0.418665941, 0.244108938, 0.250662941, 0.719706163, 0.082876345, 0.075386426
O14579,-0.152245659,-0.118514631, 0.084355092,-0.360465534,-0.006710969,-0.104342077,-0.100904744,-0.019461903,-0.132944043,-0.019157047,-0.039004886, 0.275378175,-0.560878489,-0.018646581,-0.084276329,-0.261395426,-0.277974665,-0.198879559,-0.192836064,-0.566656789,-0.277033796, 0.040668814,-0.151652621,-0.115094793, 0.057505613,-0.011287948,-0.214611371, 0.235556156, 0.093437179, 0.069963162,-0.224191337,-0.345392946, 0.047656922,-0.263625925, 0.019956504,-0.145959276, 0.161339324, 0.065070322,-0.006818251, 0.247678447,-0.100430698,-0.415011737,-0.151052615, 0.191184764,-0.097621764, 0.176141675, 0.082637399,-0.184081282,-0.105553010,-0.010173563,-0.106755525, 0.335281815, 0.324967607, 0.073169256, 0.187736350, 0.081561282, 0.054052642,-0.048662371, 0.187216819,-0.519465914,-0.025430525,-0.033894311, 0.146060400, 0.150411272,-0.501355461,-0.071300183,-0.103873420,-0.426413712,-0.384540495,-0.089197186,-0.457298327, 0.210861959,-0.257370858,-0.284655118,-0.089986009, 0.326595110,-0.506833418, 0.252060138, 0.083360202, 0.225491972,-0.319911274, 0.445367604,-0.028865946, 0.456481623, 0.072956539, 0.214895237, 0.205644625, 0.005652595,-0.180251076, 0.076299702,-0.150440158, 0.201170075,-0.313178216,-0.496579944, 0.069307978, 0.223472958, 0.165191777, 0.109944699, 0.378468776,-0.279327755, 0.239903099,-0.064728523,-0.583406028, 0.222708888, 0.095009176,-0.249452809,-0.369407243,-0.122188677, 0.137161582, 0.122068862,-0.330570416
O14737,-0.51032204, 0.08974900,-0.09538670,-0.65154974,-0.07844721,-0.24240869, 0.18805459, 0.37483474, 0.09934420, 0.04688482, 0.08900058,-0.03742360,-0.19208297,-0.23280668, 0.44597635, 0.24335179, 0.14781698,-0.05640613,-0.07341671, 0.29198958, 0.25612608,-0.16383649, 0.45975401,-0.44055267, 0.18283409,-0.07095089, 0.22474136,-0.37080557,-0.05831977,-0.10205338, 0.09383926,-0.62126670,-0.08235168,-0.32977018,-0.10436033,-0.25304694, 0.07972862,-0.42670110,-0.01695770, 0.28081808,-0.45934337, 0.02944458, 0.45818731, 0.30046277, 0.16036433,-0.23424147, 0.21863459,-0.33619945, 0.46256337,-0.56487161, 0.73193826,-0.47600232,-0.07477512,-0.08760776, 0.32722580, 0.20357451,-0.11086177,-0.31303620, 0.09783684, 0.06042918,-0.18134618, 0.24077397, 0.21293764,-0.34432539,-0.02394513,-0.03600587,-0.43228741, 0.15235350, 0.40748727, 0.15142508, 0.22467712, 0.36103955, 0.22643435, 0.33791995, 0.44262612, 0.31371076,-0.15853403, 0.30703712,-0.44588008,-0.36524511, 0.08679654, 0.06877151, 0.08692792, 0.17086759, 0.18124217, 0.10364579, 0.19337838,-0.20098935, 0.05121934,-0.20713013,-0.17900002, 0.47932202,-0.16483049, 0.10524866, 0.30662226, 0.26572553, 0.26192705, 0.27122125, 0.16999731,-0.05947377, 0.44139740, 0.12907306,-0.60469944,-0.35298130, 0.28261111, 0.21943873, 0.07283878,-0.54275435,-0.13410713, 0.14225314,-0.25560279
