E9PAV3,-0.073281150, 0.345608129, 0.389235676, 0.144559880, 0.404402810, 0.255158318, 0.632849875, 0.370653037, 0.343598457, 0.474486284, 0.574319314, 0.675660601, 0.384438959, 0.443240496,-0.191487537, 0.150604738, 0.860320297, 0.249940753, 0.048260184, 0.026853292,-0.153088374,-0.484458990,-0.000550423, 0.427996556, 0.328131079,-0.302531386, 0.317708106, 0.397593230, 0.094633224, 0.103937134, 0.682064433, 0.200529421, 0.006020558,-0.253411469,-0.202972069, 0.048730129,-0.849995848, 0.002165690, 0.559274144, 0.085652863, 0.557369002,-0.344169002, 0.173269506, 0.689523533
O00154,-0.4910634,-0.4132419,-0.3765391,-0.3878459,-0.4797107,-0.2817765,-0.7323664,-0.5550929,-0.2846480,-0.6435142,-0.6466580,-0.2297515,-0.2980590,-0.2946532,-1.2351835,-0.5622409,-0.1071415,-0.3255950,-0.1074892,-0.5625172,-0.3368723,-0.2896878,-0.2584823,-0.2808967,-0.2815674,-0.6194451,-0.2726470,-0.6329159,-0.5713288,-0.2962454,-0.2736823, 0.1944721, 0.2114833,-0.6727458,-0.5684278,-0.3291185,-0.3019590, 0.6226634,-0.6240184,-0.2905048,-0.2907686,-0.3004852,-0.6250074,-0.5795088
O00264,0.133322720,0.094238201,0.152487447,0.077233893,0.140458272,0.003030591,0.102157878,0.135198302,0.126012232,0.123493587,0.120349777,0.129101041,0.112601198,0.116007000,0.072264339,0.128050250,0.113204495,0.065103145,0.073402844,0.127773990,0.053825866,0.131783159,0.100370275,0.140574195,0.139903506,0.169959406,0.123720925,0.118720347,0.087077840,0.100122495,0.122685605,0.128429498,0.090700008,0.141621761,0.089978853,0.111949717,0.102785505,0.082275797,0.135646270,0.114239665,0.113975930,0.058059632,0.103744078,0.078897928
O00299, 0.25091789,-0.22533267, 0.77433540, 0.04044486, 0.32112246,-0.62697457,-0.10031143, 0.58856642, 0.24554390, 0.15750540,-0.11383741, 0.15623549, 0.00252693,-0.08967357, 0.55362821, 0.46321548, 0.17542238,-0.07343721, 0.26419560, 0.30660916,-0.01388218, 0.41918128,-0.16991532, 0.12447182, 0.06979477,-0.09220071, 0.14327077,-0.06255941, 0.02943086,-0.34530232,-0.12711010, 0.07014328, 0.15617969, 0.23632276, 0.39911008, 0.24323417, 0.49403571, 0.04273351,-0.11401010,-0.13678162,-0.37778736, 0.21605672, 0.28638566, 0.11254620
O00410,-0.37393479, 0.35399711,-0.62177264,-0.22965437, 0.47730031,-0.11185673,-0.44077757, 0.43907769, 0.73802438, 0.14439537,-0.39756714, 0.26804846, 0.13350299, 0.19930498, 0.80832528, 0.47876842, 0.27173754,-0.57490914, 0.01930301, 0.07989071,-0.24177920, 0.21640944, 0.28320917, 0.24572153, 0.65393238, 0.65400627, 0.30783918, 0.32281268, 0.53284089, 0.24392332, 0.43631047, 0.20768331, 0.09283071, 0.49471223,-0.17872112, 0.17767812, 0.49301960,-0.13494166, 0.03381188, 0.41920068, 0.28268218, 0.26514292, 0.10841818, 0.30072184
O00422,-0.32554512,-0.27252055,-0.18801786,-0.08130046,-0.23878187,-0.10516264,-0.25689336,-0.18301320,-0.27796838,-0.28048702,-0.28363083,-0.18911046,-0.29137941,-0.28797361,-0.26338674,-0.19016125,-0.20094533,-0.27054793,-0.26224823,-0.19043751,-0.28182521,-0.28565338,-0.21784122,-0.27686234,-0.27753303,-0.14718002,-0.23586976,-0.24087034,-0.26021173,-0.25946819,-0.23690508,-0.31164531,-0.35441433,-0.29845305,-0.25731072,-0.33068544,-0.31109331,-0.26501377,-0.27823255,-0.29963915,-0.29990289,-0.28922994,-0.31326740,-0.26839164
O00567,-0.37828416,-1.10889196,-0.22829811,-0.21453027, 0.32826377,-0.47493968,-0.09556892,-0.18709482,-0.15498466,-0.20479263,-0.50709417,-0.11375899,-0.48925953,-0.46769780,-0.42387943,-0.83613815, 0.25504305, 0.33816980,-0.67224577,-0.16769253,-0.44630928,-0.10329304,-0.25277044,-0.16656787, 0.08075393,-0.44799690, 0.77983566,-0.26822894,-0.47002175,-0.42000604, 0.13351554, 0.01453281,-0.14597406, 0.18474126, 0.10269511, 0.54527384,-0.44280361,-0.73790614, 0.35515800,-0.16523119,-0.13165022, 0.01830338,-0.28823310,-0.37820151
O00571, 0.013329850,-0.034707907, 0.044564307,-0.078545446, 0.024095862,-0.095104048, 0.024334796, 0.039782977, 0.032401296, 0.029882652, 0.026738841, 0.033685716, 0.018990262, 0.022396065,-0.020720391, 0.032634925, 0.046804075,-0.027881585,-0.019581885, 0.032358665,-0.039158864, 0.030768769, 0.004954950, 0.039559805, 0.038889116, 0.033271466,-0.042684879,-0.047685458,-0.021403526,-0.066283310,-0.043720200, 0.043961184, 0.001408998, 0.057153447,-0.018502512, 0.066548030, 0.023651470,-0.026205569, 0.056512235, 0.035105630, 0.034841895,-0.050421734, 0.061970096,-0.029583438
O14579,-0.057546520,-0.066123398, 0.032286031,-0.010556396,-0.003722392,-0.225993066,-0.007358699,-0.011608195,-0.068691533,-0.071210177,-0.074353988,-0.017705456,-0.082102567,-0.078696764,-0.053113378,-0.018756247,-0.037667704,-0.060274572,-0.051974872,-0.019032506,-0.071551851,-0.088037814,-0.046436222,-0.079246778,-0.079917467,-0.001284505,-0.027751871,-0.032752449,-0.083050999,-0.051350301,-0.028787191,-0.090481595,-0.089918317,-0.077289332,-0.080149985, 0.140306417,-0.148583698,-0.087853042,-0.115722933,-0.137129537,-0.137393272,-0.112069207, 0.129974792,-0.091230911
O14737, 0.298317135,-0.040184063, 0.573694658,-0.627281385, 0.050883100, 0.179014317,-0.623853051, 0.201097570, 0.137442690, 0.012873396,-0.291098516, 0.270107087,-0.163285486, 0.480123808, 0.297448612,-0.005978652,-0.011780166, 0.709933154, 0.263751635,-0.896948561, 0.633908437,-0.055513093,-0.551099446,-0.506963843, 0.084761955, 0.642657283, 0.268441965,-0.819533209, 1.131390234, 0.164838772,-0.120253141, 0.019440092, 0.325129144,-0.894251080,-0.063472518, 0.008993022,-0.396045684, 0.357969717, 0.126489121,-0.021952830, 0.133259959, 0.424366684, 0.946963301,-0.339368805
O14745, 0.286580689, 0.244591318, 0.015771885, 0.243638040,-0.007699939, 0.405858372,-0.434771339, 0.045178228,-0.062460030, 0.084892422, 0.205912710, 0.378466171, 0.112223602,-0.095334813, 0.184609432,-0.037744248,-0.203135725, 0.137417947,-0.028203005,-0.129378429, 0.182056002, 0.106410553,-0.156782144, 0.119061294, 0.004027752, 0.026985275, 0.344405895, 0.225749786,-0.596756415, 0.149452966,-0.169035357,-0.369139911, 0.270203638,-0.296265750, 0.376055707,-0.123718155, 0.098722491,-0.145366529, 0.095585135,-0.090011350,-0.141744099, 0.325083164, 0.612851686,-0.007154075
