E9PAV3, 0.39188428, 0.21511036, 0.17619612, 0.16542159,-0.36235824,-0.65812353,-0.66394062,-0.16384557, 0.22441938, 0.01617457, 0.91943906, 0.87022873, 0.31922763, 0.36092695, 0.22342836, 0.67887202,-0.46333380, 0.18105685, 0.23342638, 0.24804765, 0.11863559, 0.88261260,-0.10122264, 0.60282409,-1.70289610,-0.59112697, 0.46752840, 0.52916555, 0.40094326,-0.92761945,-1.41995195, 0.79531543,-1.23641775, 0.56502743, 0.35265944, 0.64947488, 0.65880339, 0.64745451,-0.93072276, 0.20534415, 0.75635782,-0.25041549, 0.57265724, 0.11229365, 0.50673109, 0.09452801
O00151,-0.092673278, 0.269130129,-0.027211453,-0.295794440,-0.140390968,-0.040346169,-0.001809532, 0.059612807,-0.133306360, 0.040384038,-0.024955614,-0.016819337, 0.094373173,-0.010246502,-0.045603002, 0.096923591, 0.065486454, 0.067585784,-0.111989554, 0.074219206, 0.083764812, 0.025048562, 0.040606000,-0.001995774, 0.080344372,-0.108661041, 0.023013994,-0.058953051, 0.034798328, 0.084044850, 0.008012825,-0.034959558, 0.052539447,-0.114046634,-0.029452631,-0.163555749,-0.106487587,-0.044667176, 0.059953543, 0.030146928,-0.150919021, 0.099132850,-0.062259833, 0.010952887, 0.035224507,-0.037367439
O00159, 0.573302424, 0.467779553, 0.490021567, 0.597930581, 0.596473469, 0.873126400, 1.204288633, 0.707632587, 0.405714703, 0.006032621, 0.414284203,-0.077638122, 0.686810817, 0.154264893, 0.069776131, 0.367930335, 0.288601271, 0.575751598, 0.320553436, 0.707852668, 0.317907297, 0.604862715, 0.355666157, 0.301036764, 0.261839768, 0.213127948, 0.103603313, 0.107374021, 0.095071202, 0.079955308, 0.007724378, 0.223920193,-0.078578169, 0.281287150, 0.451461304, 0.715036584, 0.580659408, 0.141913243, 0.048191431, 0.090419801, 0.548707394, 0.170944461, 0.470447610,-0.844611943, 0.115813826, 0.489138192
O00231, 0.02003524,-0.41315717,-0.34311897,-0.43835854,-0.09525446,-0.12838641,-0.09772430,-0.38336243,-0.56219812,-0.60708641,-0.24745972,-0.33034002,-0.10525878,-0.01278854, 0.00625651,-0.22391194,-0.13258399,-0.08888223,-0.12096665,-0.02847635, 0.03148546,-0.49663483,-0.22227316,-0.34699123,-0.29328513, 0.03719285,-0.07280047,-0.22981247,-0.30789326,-0.28958465,-0.18783874,-0.36517041,-0.05304210,-0.11896464, 0.21634248,-0.05926536,-0.22033647, 0.40552107, 0.05825812,-0.16883658,-0.10308966,-0.35932930,-0.03888812,-0.30256780,-0.12320001,-0.02019754
O00232,-0.030933799,-0.380147737,-0.421888707,-0.320070364,-0.156435346,-0.095723754,-1.108696412,-0.316445285,-0.012172063, 0.279074989,-0.330877559, 0.004654475,-0.049866297,-0.392160149,-0.003366766, 0.036606167,-0.013600567,-0.011501236,-0.303154700,-0.371160063, 0.017345818,-0.426282672,-0.203781386,-0.050696629,-0.057693285, 0.027569571,-0.056073027,-0.052302318,-0.103239329,-0.053992807, 0.035588207,-0.083660413,-0.085498211, 0.022183978,-0.009712772,-0.050913917,-0.303754302,-0.384055345,-0.019133477,-0.107890730, 0.195239610,-0.038904807,-0.089857156,-0.294969059,-0.043862513,-0.071166575
O00244,-2.14314155,-0.88063132, 0.92765607,-1.00380758,-1.45461246,-0.28673970,-0.89659298,-0.26721479,-1.09285345,-1.21069347,-1.77383542,-0.71763891,-1.90793470,-1.59524685,-1.77372039,-1.08034583,-1.05555598,-1.34061050,-1.36042173,-1.33397708,-1.28387795,-0.31658358, 0.01014755,-1.65079702,-0.99441467,-1.74278405,-0.65216020,-0.64838949,-1.43154102,-1.38229449,-1.13829635,-1.26526930,-1.02221959,-1.56389787,-1.11919395,-1.38002318,-1.74671217,-0.79200925,-1.06108889,-0.64211105,-1.68927994,-0.97562619,-1.29837725,-1.32572964,-0.63994968,-0.90119160
O00264, 0.78647198, 1.06657166, 1.04937331, 0.87298647, 0.78489201, 0.69474845, 0.54619836, 0.66703459, 0.43283333, 0.70146166, 0.51865131, 0.15346717, 0.68754995,-0.25226652, 0.79535252, 0.96718121, 0.61517171, 0.62599457, 0.63881458, 0.63262800, 1.16125580, 0.53900909, 0.73253794,-1.31838446, 0.43981007, 0.73977225, 1.02961568, 0.10648146, 0.76257385, 0.89597052, 0.41392141, 0.75256897, 0.53426960, 1.08232439, 0.60797862, 0.14780626, 0.01855591, 0.46330112, 1.70214834, 0.99604686, 0.63360902, 1.21435483, 0.65649402,-0.71262459, 0.84747140, 0.92107437
O00264, 0.33010973, 1.22703779, 1.16663393, 1.35335421,-0.88599665, 1.48430557, 0.56898307, 0.89370101,-2.43704641, 0.98887790, 1.23594401, 0.43780693, 0.31117723, 0.31699789, 0.42978569, 0.46975862,-1.00112722, 0.40366514, 1.26366687, 1.37535729, 0.45049827, 1.32023468,-0.95026024,-0.24480923,-0.94927943, 0.46072202, 1.32415208, 0.36286406, 0.45821311,-0.90951101,-0.66941762, 0.27738312,-0.94101641, 0.60908615, 0.44578150, 0.36425246, 1.26306727, 0.39740328,-0.78224251, 0.25315280, 1.09470101,-0.06867645, 0.27118637, 1.27185251, 0.37130386, 0.28987695
O00299, 0.90631220, 0.48813728, 0.35262800, 0.34466537,-0.49812760,-0.58414191, 0.28930853, 0.34235233,-0.38948928,-0.06713929, 0.14829069, 0.18486439, 0.69503914, 0.11308694, 0.97523675, 0.52827919, 0.38897719, 0.49185059,-0.65937729, 1.20870746,-0.02829178, 0.42112715, 0.55256594, 0.12457432,-0.62391949, 0.06987689,-0.04916400, 0.43483585,-0.32556984,-1.01125723, 0.29979423, 0.76032870,-0.43225194, 0.75084989, 1.20728435, 0.63166320, 0.13241832, 0.85322468, 0.58464532,-0.09248120, 0.32845134,-1.21212148, 0.94306840, 0.64405368, 0.17338077, 0.67610513
O00303,-0.462616573, 0.301918124, 0.379650802, 0.004180975, 0.723125226, 0.503401609,-0.694676575,-0.080681072, 0.438890166, 0.007311399, 0.715884440, 0.863335362, 0.150248524, 0.418694921,-0.648988660,-0.576982475,-0.118148574,-0.830531795, 0.926989500,-1.864003255, 0.016114819,-0.021069052,-0.012412391,-0.311732060,-0.831404683,-0.055623660,-0.083825186, 0.292911247, 0.330629822,-0.592164374, 0.568074596, 0.482014040,-1.065448645,-0.681256013,-0.003968881,-0.501178856, 0.375710303,-0.062030940,-1.570732545, 0.232697219, 0.364424559,-0.897605796,-0.326358374, 0.409352724, 0.116310458,-0.330332346
