A0A1B0GX78, 0.19559140,-0.36462429,-0.32436154,-0.31453225, 0.08284078,-0.30778395,-0.46051551, 0.18432155, 0.03482296, 0.30745667, 0.27186641, 0.16936391, 0.10837712, 0.37912869,-0.04169750,-0.30126207, 0.21821014, 0.51699816, 0.10544042,-0.28175759, 0.30063654
A6NFK2, 0.68450581,-1.18491817,-1.09310942, 0.18314782,-0.87760247,-1.17511614,-1.03194260,-0.39849152,-1.72370608, 0.35084396,-0.10194665, 0.08930505,-0.96654218,-0.74022924, 0.06603945, 0.14628128, 0.63232163,-0.19994579, 0.53570140,-1.20486416,-1.18473051
A6NFN9, 0.97001109, 0.26218379, 0.98873002, 1.00607849,-0.10364281, 0.01999346,-0.08566212, 0.81546181, 0.16350231, 0.21207216, 0.68438394,-0.16300348,-0.41015357, 0.60707208,-0.01860164, 0.93804573, 0.08337304, 0.33354795, 1.03946046, 0.36269358, 0.83072021
A6NHQ2,-0.05332493, 0.15568273, 0.50548273,-0.07895597, 0.21958161, 0.17574871,-0.23145468, 0.29842226, 0.30460351,-0.49839590,-0.15779280, 0.25236545, 0.52419232, 0.44166069, 0.23609813, 0.12713279, 0.13221956, 0.01585874, 0.53677248, 0.49101863,-0.21748088
B4DXR9,-0.20177812,-0.01394027,-0.32120879,-0.16573214, 0.07577736, 0.41913035,-0.02619748,-0.12135578, 0.11043247, 0.22911868, 0.04984882, 0.05976124,-0.19211580,-0.21386776, 0.02498136, 0.02453615, 0.02962292, 0.02122250, 0.04953072, 0.16699605,-0.25466894
C4AMC7, 0.574548872,-0.514502131, 0.215731429,-0.224562453,-0.422182567,-0.606063082,-0.267052959,-0.262642459,-0.424071023, 0.004147193,-0.026209611, 0.325290807,-0.504816795,-0.427781045,-0.801667381, 0.530107855,-0.251411999,-0.075175914, 0.614008284,-0.336455879,-0.471804345
E9PAV3, 0.35391245,-0.16104969,-0.23254427, 0.17903270,-0.17174666, 0.06252059,-0.07319308,-0.19334015,-0.28135468,-0.64114346,-0.08079051,-0.20140196,-0.08258063,-0.16878783, 0.18159948, 0.69455901,-0.50152777, 0.35220468, 0.19167349,-0.00326610, 0.37703881
O00154, 0.2611492, 0.2731739, 0.3103156, 0.3304620, 0.2830167, 0.3152829, 0.2711266, 0.3079222, 0.3141035, 0.3776539, 0.3494522, 0.3593647, 0.3656660, 0.3439141, 0.2757033,-0.6763629, 0.2803448, 0.2719444, 0.3458504, 0.3222518, 0.2997912
O00170, 0.24480631,-0.43312821,-0.40267934, 1.16644418,-0.34451167, 0.33624037,-0.51793057, 0.24000940, 0.68878168, 0.48594466, 0.05671134,-0.52774345,-0.32580134,-0.04549095, 0.38728366,-0.09802584, 0.39225466, 0.71520767, 0.10060827,-0.21644731,-0.63787726
O00192,-0.04403124,-0.02937359,-0.14789269,-0.67617461, 0.21369709, 0.01148646,-0.19499943, 0.11824011, 0.01442726, 0.17793282, 0.05551868, 0.06404327, 0.14441242,-0.18491623, 0.28172002,-0.33354143,-0.33099957,-0.22338753, 0.23175535,-0.24777838,-0.02607544
O00193,-0.13726730,-0.27592278, 0.40220077,-0.65738226, 0.21642108, 0.01068019,-0.09187298,-0.64530316, 0.13242765, 0.08113632, 0.02290814, 0.05157353,-0.09831331,-0.43162211, 0.04542911,-0.86782934, 0.11407075, 0.03302955, 0.12717494,-0.50038985, 0.62807819
O00264, 0.174508259,-0.081738299,-0.119136912,-0.116470775, 0.004870762, 0.310315593, 0.042147611, 0.013738325, 0.327612491,-0.228204998, 0.170724852, 0.016201842,-0.172313029,-0.194064989,-0.192836537,-0.032555303,-0.027468532,-0.047937877,-0.197842563,-0.123664547,-0.146125123
O00299,-0.30998655,-0.10162888,-0.06703349, 0.23731344, 0.52253788,-0.12659688,-0.16670565,-0.35759315,-0.13056364, 0.18439430, 0.61294616,-0.14495896, 1.05338325, 0.50779704, 0.01320256,-0.48699592, 0.49017385,-0.39207644,-0.05892543,-0.00230014, 0.66079419
O00303,-0.36175662, 0.41802481, 0.71374822,-0.01052994,-0.34308843, 0.07144369, 0.24785392, 0.42284292,-0.06363412,-0.21619040,-0.13871417,-0.07179448, 0.27952817, 0.84662859, 0.68925307,-0.38731502, 0.30164213,-0.14789943,-0.23592491, 0.31078055, 0.28831998
O00400,-0.19695044, 0.10167066, 0.03291025,-0.12583853, 0.07353977,-0.07687454,-0.02069073,-0.09699568,-0.18953664,-0.18899016, 0.32599138,-0.14680453,-0.14543341,-0.16718537,-0.21661741, 0.10109435,-0.43617167,-0.02688239, 0.26711543, 0.10913603,-0.34572925
O00410,-0.059231811,-0.700395992,-0.431456351,-0.753642533, 0.048764015,-0.651281920, 0.005087868,-0.216593394,-0.026880960,-0.347542780,-0.276825603,-0.163027860,-0.038774503,-0.257852649, 0.198558790,-0.314471821,-0.314049492,-0.238935662, 0.162839054,-0.717912326,-0.334154946
O00422, 0.16948736, 0.35041554, 0.47778594,-0.07879936, 0.40042633, 0.23383769, 0.28855166, 0.37769221, 0.50517334,-0.05044473, 0.24146795, 0.50654773, 0.10168427, 0.07993231, 0.21962441, 0.13158005, 0.13666682, 0.25143440, 0.21776169, 0.26226640, 0.23980583
O00567, 0.26521582, 0.57972470, 0.25441603, 0.73646983, 0.88549944,-0.65372473, 0.82202493, 0.09922758,-0.32189373,-0.43838942, 0.12218783,-0.41850219, 0.03431037, 0.06202242, 0.23198738, 0.65498492, 0.08406946,-0.50401061,-0.35148843, 0.38178201, 0.54914533
O00571, 0.12424923,-0.02920800,-0.04017299,-0.10204568,-0.09050469,-0.04335905,-0.13686741,-0.11733020, 0.16434044, 0.03733526, 0.12651205,-0.13607007, 0.00008360,-0.02166832, 0.02512599,-0.06344200,-0.05835523,-0.10190914, 0.01784178,-0.02147223,-0.04393281
O14579, 0.21779869, 0.25527999, 0.24687599,-0.10231296, 0.16025024, 0.14373998, 0.11559259, 0.17072548, 0.31236445,-0.08929790, 0.27154397, 0.19920073,-0.03383721,-0.05558917,-0.02174363,-0.14761776,-0.14253099, 0.13416478,-0.07601329, 0.03712929, 0.01466872
O14647,-0.75789069,-0.55823993,-1.07563520,-0.85464028,-0.47634373,-0.22272357,-0.32223858,-0.55691729,-0.29650831,-0.59268096,-1.16707233,-0.37582940,-0.62533413,-0.81047860,-0.89588257,-0.46187136,-0.42687834,-0.08196722,-1.00840591,-0.83263376,-0.66398414
O14737,-0.18312537,-0.08533359, 0.40190657, 0.23260946, 0.06927538, 0.01489443, 0.12210258,-0.07463718,-0.14528129, 0.48651995, 0.67299260,-0.35774067, 0.14432465, 0.30803305,-0.06556608,-0.06759640, 0.80549311, 0.07646822, 0.86719911, 0.30419905,-0.52032607
O14745,-0.02660500,-0.31154444,-0.04224338,-0.20349532,-0.22918962,-0.35179977, 0.06995307,-0.18465655,-0.28451943,-0.41344422,-0.07327699,-0.28280702,-0.21906643, 0.05762362,-0.22085977, 0.06903799, 0.14776253, 0.13936211,-0.16593515,-0.29035541,-0.31281598
O14818, 0.371207495, 0.598215343, 0.529261147,-0.213843728,-0.454479083,-0.110241370,-0.077343908, 0.366926350, 0.352563533,-0.879911528,-0.512222014, 0.190781245, 0.003892859, 0.020981026,-0.159254384, 0.265744541,-0.039564127, 0.004662218, 0.294570171, 0.169622229, 0.027223608
