E9PAV3, 0.355220317, 0.400701614, 0.333887719,-0.438544230, 0.156536481,-0.103095753,-0.140114241, 0.126282899,-0.015054322, 0.029485630, 0.209686157, 0.392087205, 0.400538562,-0.004877371, 0.037596949, 0.553847544,-0.257504329, 0.241515182, 0.036587803, 0.210109695, 0.222090819, 0.122928347,-0.100365995, 0.198263848, 0.037506253, 0.032735481, 0.356360126,-0.451952200, 0.196284382, 0.658051316, 0.066908289, 0.335817592,-0.096734784, 0.521571885, 0.244283864, 0.799106100,-0.119712852, 0.047597540, 0.761334903,-0.265768179,-0.488861666, 0.346645373, 0.281159880, 0.083354143, 0.234202167,-0.051980845, 0.350662627, 0.053386570, 0.151912063,-0.255276154,-0.180543250, 0.154769194,-0.062639975,-0.620323653, 0.563350316, 0.252062778,-0.350370355, 0.192144552, 0.046088629, 0.208296035,-0.010708946, 0.088509302,-0.048695123,-0.354691308, 0.721789640
O00151,-1.13912762,-1.02574250, 0.76586090,-0.27069484, 0.11634728,-0.41067027,-0.37511004, 0.13708211,-0.39638301,-0.03945292,-0.39234553,-0.65142669,-0.57387895,-0.54731802,-0.24480637, 0.10915695,-0.81504801,-0.91164119,-0.41844033,-0.70270185,-0.94701316,-0.86467788,-0.27201472,-0.79145419,-0.20909078,-0.21242791,-0.76963793,-0.43950903,-0.23021170, 0.11417506,-0.49848573,-0.16256550,-0.66738719,-0.44171822,-0.85282359,-0.28492115,-0.09101648,-0.66663353,-0.19933600,-1.18650750,-0.20531844,-1.13489363,-0.25113954, 0.27271571,-0.05682090,-0.14669364,-0.44165456,-0.16938526,-0.01778966,-0.34392287,-0.12859234,-0.17358736,-0.78181006,-0.23030337,-0.37701860,-0.35764337,-0.24179701,-1.47238313,-0.50851650, 0.29110062,-0.25625381,-0.22247983,-0.11075699,-0.66925719,-0.22762514
O00159, 0.361554915, 0.067452454,-0.090140631, 0.141597600,-0.145049248,-0.247245832,-0.176189462, 0.012919471,-0.121103361,-0.233419265, 0.337600358,-0.297127827,-0.062953483, 0.002594684,-1.430798025,-0.202784788,-0.167608359, 0.559096900, 0.123832035, 0.104876203,-0.276138953, 0.005878684, 0.148088130,-0.051100812,-0.537049028, 0.435818596, 0.248033542,-0.628808552,-0.456829535,-0.051039303,-0.072167947, 0.488029441,-0.577736841, 0.176766144,-0.029191831,-0.339469132,-0.161072207, 0.003276188,-0.290585128,-0.083406274, 0.096207811, 0.208607647, 0.430497305,-0.750325358,-0.106664878, 0.496151254, 0.022576662,-0.301994208, 0.010758638,-0.466195638,-0.065126921,-0.145114718,-0.182991555,-0.213098482, 0.197220731, 0.250901436,-0.018492453,-0.258261067, 0.131685595, 0.125425943, 0.191914985,-0.429310200, 0.200957005,-0.184851920,-0.191987403
O00231,-0.41924785, 0.17354389,-0.28265124, 0.07589496,-0.10836713, 0.14586733, 0.31257141, 0.28563493, 0.34592280,-0.22556965,-0.11792030, 0.20775336,-0.52651855,-0.05564563,-0.53005466, 0.83048563,-0.03871024, 0.16475981,-0.09888987, 0.40372809, 0.29955211, 0.14906652, 0.08012662, 0.11136737, 0.32518240,-0.52241777, 0.04502091, 0.21691106, 0.08623375,-0.22022327,-0.10515265,-0.25179665,-0.38558255,-0.11235003, 0.30059244, 0.22524231, 0.66013489,-0.03531901, 0.06878767,-0.05491241, 0.24562999,-0.62984287, 0.39449402,-0.02981878, 0.08347808,-0.11769400,-0.04431263,-0.02260300, 0.23804011, 0.24417300,-0.22045022,-0.07965074,-0.15415213, 0.02577664,-0.20385556,-0.34172684, 0.12640406, 0.30060612, 0.18369296,-0.17727082, 0.12782276, 0.28883158,-0.04946253, 0.03427810, 0.18433837
O00232,-0.44583311, 0.18697621, 0.16665266,-0.05014253,-0.08993705,-0.27569577,-0.12203160, 0.07352259,-0.18691861, 0.19181223, 0.02109530,-0.22516724,-0.15499508,-0.31886563, 0.15003096, 0.18702068, 0.02501165,-0.11268094,-0.01095829, 0.17607848,-0.72043941,-0.09058526,-0.16228073, 0.02002707,-0.23719465,-0.64488023,-0.53565919, 0.61711728, 0.20806047,-0.27723521, 0.17376405,-0.06484536,-0.14763908,-0.35489062,-0.44569295,-0.07100928,-0.40070627,-0.33228067,-0.17097834, 0.07134289, 0.16887270,-0.30773774, 0.48421188,-0.36031144,-0.35487656,-0.14388148,-0.05686566,-0.54015530, 0.13092560,-0.19157277,-0.00977174,-0.08428640,-0.23526413, 0.09356524,-0.50461754,-0.20896806, 0.19543461,-0.35509155,-0.18121616,-0.06623919, 0.07866532,-0.21707420,-0.19880079,-0.34313873,-0.15466788
O00244, 0.260885894,-0.011905137, 0.646590784, 0.003101553,-0.014123532,-0.055818859,-0.341893172, 0.288997312,-0.494004458,-0.384908256, 0.590148684, 0.395478077, 0.658744280, 0.256241525, 0.400357294, 0.273255031,-0.210219897,-0.965907904, 0.117374056, 0.276295778,-0.233120801, 0.095220938, 0.228862297, 0.167313351, 0.062205161,-0.033865216,-0.268031330,-0.596748633, 0.711234229,-0.452774596, 0.005342168, 0.496733110,-0.127513098,-0.235771236, 0.113444870, 0.121801896,-0.017302809, 0.053604679, 0.086240367, 0.177121622,-0.045891968,-0.018463759,-0.746446270, 0.131210195, 0.063376295, 0.159830002, 0.138974616,-0.130628459, 0.190617679, 0.431579119,-0.575873450, 0.001323596, 0.440204556,-0.059553428, 0.166366174, 0.424274481,-0.331268358,-0.523204673, 0.002998655,-0.538318335,-0.192327998,-0.290122982, 0.116483854, 0.271357476,-0.013168846
O00264,-0.215076081, 0.591042771, 0.388337026,-0.330845759, 0.007527132,-0.176267349, 0.155725735,-0.317655697, 0.671005496,-0.041346665,-0.451399356,-0.295652987,-0.088435123,-0.010112716,-0.066007886, 0.019791294,-0.163658161, 0.450108184, 0.355100507, 0.102604072,-0.370450069, 0.282582379,-0.658724879,-0.344397282,-0.058809592,-0.383078077, 0.098789097,-0.363988434,-0.133173734, 0.043303173, 0.429504276, 0.019771327,-0.498018644,-0.055637060, 0.081399141,-0.186456602, 0.444566679,-0.198242900, 0.101077624,-0.107521872, 0.350633973,-0.173872064,-0.091645915, 0.026297195,-0.331236564,-0.027017374,-0.208806694, 0.286603845, 0.249306024,-0.277056921, 0.033442124,-0.017564692, 0.112487237, 0.259918820,-0.388483379,-0.867961218, 0.336425782, 0.153990186,-0.022105053, 0.213121435,-0.363702563, 0.023767510, 0.317988683,-0.288123374, 0.368346530
O00299, 0.349009333,-0.594232390,-0.210229671, 0.309588722, 0.100455746,-0.155506183,-0.369730651,-0.048742936,-0.339048562,-0.002039322,-0.106625781, 0.185398646, 0.314048622, 0.253351412, 0.094316718,-0.185999395, 0.417729044, 0.085593845,-0.024201523,-0.101618519,-0.155320492,-0.077154650,-0.100876542,-0.247217549,-0.024973747, 0.210823491,-0.123861702,-0.741778112, 0.323828628,-0.018890551,-0.334075329, 0.016810230,-0.166045510, 0.645405472, 0.086530068,-0.273643937,-0.055670130, 0.136813101, 0.396415726, 0.096698994,-0.197285531, 0.148321202,-1.534964026,-0.141902598, 0.045561953,-0.183634399,-0.126644075, 0.024152241,-0.273961396, 0.140399377,-0.243691506,-0.015097065, 0.189398534,-0.162958586, 0.041914190, 0.438166931,-0.290303688,-0.184267012, 0.037147714, 0.058509630, 0.090202382,-0.316113403, 0.086552225, 0.133166015,-0.493867664
O00303,-0.214157858, 0.138574347,-0.516076361, 0.436027928,-0.129819392,-0.290625582, 0.056983124,-0.239682244,-0.499961367,-0.251837987,-0.354409805,-0.247923390, 0.079848835, 0.367943598,-0.217724604,-0.132473078, 0.128531179,-0.579786538,-0.255569369, 0.427527717,-0.196005251,-0.010339939, 0.304183733,-0.048385425,-0.017249755, 0.171099093, 0.697224037,-0.424043461,-0.228871927,-1.406252582, 0.013105920,-0.147944234, 0.215987011,-0.066153729, 0.172054452, 0.249552935,-0.005945404, 0.145320418, 0.273593212,-0.353101912,-0.729693152,-0.425033408,-0.667997485, 0.329165597,-0.080703808, 0.162319324, 0.379707502,-0.223349265,-0.549076200, 0.057786019,-0.355235227,-0.228865483,-0.011129397,-0.520983241, 0.086288621,-0.186674785,-0.178739413,-0.014174719,-0.177363706,-0.268827344, 0.022498102,-0.047339001,-0.639963416, 0.063540277,-0.186057559
O00410, 0.360722544,-0.290586875,-0.049197173, 0.009102490,-0.235949984,-0.277924465,-0.060936437,-0.020195197,-0.004956034, 0.655597437, 0.325503334, 0.189957332,-0.522290103, 0.496900623, 0.091381252, 0.223373348, 0.097329382, 0.187047654, 0.352085097, 0.195942788, 0.277465877,-0.140556616, 0.602394009, 0.283707530, 0.342388192,-0.492027155,-0.348003060, 0.102323464, 0.218093928, 0.683722765,-0.440328544, 0.610928896, 0.779273527, 0.793524151,-0.420823114, 0.657666786, 0.078557273, 0.256907254, 0.356592110,-0.134175234, 0.436326825, 1.106208486, 0.022788133,-0.274499016, 0.716680508,-0.144810334,-0.191683932, 0.727602083, 0.265475478, 0.598637579, 0.358433910, 0.422584291,-0.308137044, 0.265110797, 0.701296425, 0.285798236, 0.143422345, 0.472990730, 0.170286698, 0.354953312, 0.374525457,-0.133880587, 0.130669788, 0.001342190, 0.415034690
O00422, 0.20082313, 0.59851650,-0.13112538,-0.34726614, 1.14790526, 0.08119540,-0.20920105, 0.44227228,-0.10638515, 0.14091459, 0.50409470, 0.12475503, 0.55838537,-0.47421428,-0.55738050, 0.15122009, 0.51143570, 0.32966482,-0.63381454, 0.90190641, 0.39957042,-0.25503858, 0.13236242,-0.16653288,-0.21270658, 0.11253048,-0.30753755, 0.22475976, 0.31756680,-0.30033545, 0.58625327, 0.02728313, 0.60167930,-0.15361952,-0.06859645, 0.12394793, 1.06557848,-0.18407420,-0.17884476, 0.37242138, 0.08304653, 0.24142247, 0.38092266, 0.10822344, 0.32565631, 0.39466570,-0.03292199,-0.21544432, 0.62877487, 0.38203700,-0.08551713, 0.60112293, 0.38693880, 0.37373977,-0.23993396, 0.39901394, 0.15958410, 0.33970707, 0.71071050, 0.71016515, 0.48580690,-0.44819728, 0.34561137,-0.54953248, 0.20199650
O00425,-0.33685355,-0.29321956,-0.12857487,-0.49411559,-0.43080322,-0.54864771,-0.42377313,-0.50205505,-0.41474412,-0.82526811,-0.16170937,-0.23535957, 0.01100434,-0.06692909,-0.31095059,-0.63111337,-0.39233281,-0.61197875,-0.46276734,-0.53024228,-0.48022479,-0.58981290,-0.70990809,-0.96350453,-0.96620233,-0.66418331,-0.37336887,-0.44247803,-0.82103765, 0.08439592,-0.86555732,-0.65111711, 0.74477334,-0.86178291,-0.83644582,-0.61722133,-0.73296091,-0.88324355,-0.67634769,-0.29330804,-0.31488710,-0.32166282,-0.67588924,-0.52514779,-0.65509050,-0.57558254,-0.33485995,-0.63441868, 0.03683502,-0.53456740,-0.38806251,-0.29102834,-0.62250638,-0.78010444,-0.85447386,-0.68553511,-0.45406785,-0.12048331,-0.14159410,-0.48171356,-0.47309569,-0.39903365,-0.74468400,-0.69928828,-0.58176476
O00483, 1.10497637, 0.69000255, 1.15344756, 0.94410525, 1.13677496, 0.96236919, 0.58146657, 0.53507377, 0.81245318, 0.69742127, 0.98516979, 0.46613904, 0.63913819, 1.27568537, 0.86067115, 0.54293938, 1.09061261, 0.96637045, 0.55989758, 0.38786837, 0.78564288, 0.29470559, 1.03302261, 0.95454156, 0.95470741, 0.97702633, 0.46255319,-0.47891957, 0.23588594, 0.59649484,-0.39048087, 0.48511699,-0.21252649, 0.95035915, 1.07663926, 0.99427489, 0.25853448, 0.74728386, 0.48243903, 0.86014198, 0.44911418, 0.49485288,-0.24941651, 0.71807569, 0.74062731, 0.37094633, 0.08560118, 0.19698500, 0.61558307, 0.42356051, 0.99747075, 0.81184446, 0.90088654, 0.80774353, 1.17554559, 1.39889385, 0.66156089, 0.72199655, 0.78673877, 1.11518110, 1.19884411, 0.67087204, 0.69623162, 0.91933912, 0.62569779
O00487,0.2528314,0.2261232,0.2071517,0.1805847,0.2549962,0.2984394,0.2616365,0.2701422,0.2705217,0.2582052,0.2348390,0.2509465,0.2751500,0.2846810,0.2605651,0.2700062,0.2730641,0.2590733,0.1131490,0.2683966,0.3243246,0.2715278,0.2553240,0.2537154,0.2240030,0.2462180,0.2636922,0.1759945,0.2035638,0.2102581,0.1404619,0.3047421,0.2583311,0.2167132,0.2606082,0.2340127,0.2600532,0.3186349,0.2157275,0.2279564,0.1980138,0.2554555,0.1793549,0.2595190,0.2210525,0.1755627,0.2679084,0.2695015,0.2656710,0.2612359,0.2060747,0.3125176,0.2235906,0.2268636,0.2697407,0.2603696,0.2669060,0.2875989,0.3014445,0.2847770,0.2595705,0.2664556,0.2917108,0.2196888,0.3179173
O00515, 0.12461036, 0.03021980, 0.09573091, 0.07127887, 0.23489192,-0.05976166, 0.15195415, 0.15906233, 0.08580275, 0.22309448, 0.49103999, 0.29218063,-0.64244177, 0.36142106, 0.38002298, 0.24244861, 0.56163955,-0.62342345,-1.08070501, 0.22189320,-0.01350716,-0.37557198,-0.17873965, 0.38989783, 0.24235990,-0.06635148, 0.31630515,-0.02499239,-0.32719856, 0.22169489,-0.24407947, 0.26458124,-0.12027254, 0.30960523, 0.34816775, 0.13158627,-0.52651039,-0.26067745,-0.23562879,-0.25340192, 0.15487496, 0.14161358,-0.45240982,-0.09050302,-0.09688244,-1.07305811,-0.26916952, 0.01236803, 0.34843186,-0.11615366,-0.04762180, 0.29641744, 0.07979579,-0.12709863, 0.20277713, 0.06367246,-0.17142979,-0.31444564, 0.16596644, 0.56718398, 0.49170877,-0.08282565,-0.29564637, 0.20281101,-0.24059772
O00541, 0.25319014, 0.23438390, 0.22119174, 0.37087687, 0.22458320, 0.25823508, 0.27190699, 0.29296932, 0.24026847, 0.27344850, 0.30952762, 0.32057993, 0.22480947, 0.24613496, 0.20559040, 0.23630849, 0.25116086, 0.22958621, 0.21557708, 0.20219638, 0.23850346, 0.25058123, 0.32884602,-0.06286877, 0.39247697, 0.40309831, 0.13644992, 0.21715766, 0.29103167, 0.29209417, 0.14374227, 0.22034012, 0.35088851, 0.21302165, 0.24712525, 0.28826868, 0.15786246, 0.20665282, 0.21441787, 0.10710251, 0.21582028, 0.26158883, 0.05172508, 0.26986302, 0.25065344, 0.14746859, 0.24373541, 0.25712311, 0.22342972, 0.18073841, 0.24355249, 0.30517586, 0.28655598, 0.35787021, 0.24430056, 0.28825562, 0.24104784, 0.28301770, 0.30865788, 0.30742457, 0.30705338, 0.29510382, 0.38039735, 0.21618704, 0.24036577
O00567, 0.34756508, 0.30733560, 0.45519727, 0.28371790, 0.41182250, 0.45968711,-0.11846141, 0.06791641,-0.21570345, 0.70763595, 0.05011554, 0.14052191, 0.28258703,-0.24975462, 0.52003303, 0.25117849, 0.53503029,-0.42481169, 0.20305981, 0.12745764,-0.33303016, 0.39360871, 0.17028723,-0.19319680,-0.12271217, 0.15732658, 0.20545778,-0.32441570,-0.34041709, 0.33533813,-0.23327293,-0.15063514,-0.79594825, 0.13215673,-0.22720180, 0.12431650,-0.58340633,-0.03366941,-0.34224542,-0.52016685,-0.45794856,-0.02812360, 0.81935813,-0.37219049, 0.02190253,-0.95338300,-0.23518767, 0.38000575, 0.26011909,-0.24153841,-0.09486672, 0.25855805, 0.31201840, 0.36653800, 0.47619151, 0.01513214,-0.10302069, 0.25289544, 0.15066998,-0.02147350,-0.05836221, 0.17622093, 0.48370684, 0.26654419,-0.07432550
