E9PAV3, 0.011036036,-0.027118265, 0.519311569,-0.058260450,-0.511028117,-0.173568242, 0.123469786, 0.003932584, 0.114410491,-0.288658699,-0.192338161, 0.004003690, 0.119407375, 0.430678588, 0.213372300, 0.113941867,-0.636389805, 0.215620010, 0.264019106,-0.003193233,-0.008169094, 0.190886500, 0.124119927, 0.111661879, 0.449037406,-0.077370784, 0.295861342,-0.494121841, 0.327512366,-0.156637075, 0.055452627,-0.109340905, 0.051532241, 0.182848626,-0.064564991,-0.011450258, 0.123956121,-0.142048975,-0.185800175, 0.169951247,-0.492552785,-0.112900949, 0.223062885, 0.320510484,-0.057229632, 0.142894814,-0.009878022,-0.670912072, 0.014651592,-0.168247798, 0.158826367, 0.408930661,-0.492984250, 0.241416512, 0.285367889,-0.133390889, 0.716098560, 0.542856694,-0.032107046,-0.043527672, 0.181128302, 0.306731143,-0.084845421, 0.024951137,-0.083836862,-0.454065744, 0.235887135,-0.382140876, 0.454134784, 0.118457183, 0.292005219
O00151, 0.306293599,-0.339312963, 0.369477195,-0.435428571, 0.334089659,-0.358984746,-0.473384350, 0.526384138,-0.391763191, 0.165374810,-0.278519282, 0.003348796, 0.039403521, 0.042640865, 0.355720761, 0.321927809,-0.062016537, 0.199964951, 0.240051939, 0.328503659, 0.124875971,-0.552355579, 0.417407241, 0.503459037, 0.281287495, 0.005276667,-0.452860090, 0.144279433, 1.025295534, 0.159445258,-0.136787024, 0.168641068,-0.084391290, 0.473899934, 0.882041178,-0.024339553, 0.022296203, 0.363695723,-0.296698141,-0.215293401,-0.181179876, 0.239921934, 0.729384927, 0.062553031,-0.453051614, 0.693441648,-0.515680492, 0.199056295, 0.370523884,-1.462910040, 0.816211477, 0.018887539, 0.471155278,-0.531873359, 0.072914562, 0.200499396,-0.000934391, 0.354889556,-0.124739918,-0.175427638, 0.170889319, 0.369524054,-0.254855363, 0.371278703, 0.430114437,-0.151318579, 0.179806873,-0.208303914, 0.044038171, 0.235840479, 0.073499804
O00159,-0.099968224,-0.156204567, 0.026203489, 0.088330776, 0.390100250, 0.087075324, 0.049918648,-0.158929413,-0.257872786, 0.394681677, 0.050375952, 0.088262877, 0.050746835, 0.034982008, 0.201160469,-0.005730569, 0.126659381, 0.022255781,-0.351667944, 0.310443341,-0.199274805,-0.192142810, 0.215233395,-0.466899116, 0.067966577, 0.019227125,-0.117797671, 0.321948024,-0.077947440,-0.070713587,-0.043830157, 0.303826382, 0.606300374, 0.075105372,-0.503764355, 0.141601497, 0.376374772, 0.365488990,-0.036235597,-0.369247537,-0.171769829, 0.083364702,-0.312763018, 0.487307270, 0.562082485, 0.709842100, 0.049972280, 0.354731320,-0.050331262, 0.623807753,-0.037714613,-0.401508101, 0.738897294,-0.020297664, 0.480581553,-0.159200527, 0.255307861,-0.017195569,-0.121884994,-0.012168458,-0.117221320,-0.069454790, 0.346877929,-0.114393655, 0.081537717,-0.010539710,-0.091495767,-0.003663235,-0.040959929,-0.051855769,-0.027044300
O00231,-0.233276764,-0.249283528,-0.281892079,-0.153417831,-0.071667519, 0.032546684,-0.027539985,-0.233990958,-0.343725763, 0.015911270,-0.248707888,-0.103957981, 0.054196834,-0.201911044,-0.448461776,-0.275892312,-0.435765109,-0.190926732,-0.316888732, 0.130484818,-0.261777751,-0.177990692, 0.171429311,-0.009814013, 0.248606926, 0.072813123,-0.291756084,-0.010830061, 0.247367866,-0.755847323,-0.538358582, 0.413145282, 0.356091549, 0.106115356, 0.617900958,-0.723132704,-0.186929786,-0.104118965, 0.176070541, 0.001781710,-0.024992886, 0.313257536, 0.057105877,-0.365394898,-0.588238692, 0.165818273,-0.383413446,-0.591357498,-0.177745514, 0.543859224,-1.197985261,-0.056271370, 0.249909573,-0.192709637,-0.343842637,-0.574245046, 0.238956307, 0.053065965,-0.216239245,-0.165509738, 0.026598757,-0.256133874, 0.142616884,-0.255054531,-0.275583069,-0.242438070,-0.172976935,-0.140282500,-0.046082629, 0.059790087,-0.247353590
O00232, 0.103433140, 0.075881207,-0.180596950,-0.165579284,-0.108347510,-0.189369962,-0.070007085,-0.068069881,-0.211283792,-0.105923767,-0.065527857,-0.086405254, 0.122351265, 0.072146807,-0.032000285, 0.204345134, 0.063667204,-0.206613932, 0.072111038,-0.019840467, 0.228815811,-0.093952991,-0.199137321, 0.014201025,-0.489494559,-0.144056382, 0.391511424, 0.266034135,-0.343448995,-0.060831391,-0.000990581,-0.212189242, 0.195816931,-0.280510382, 0.085854799, 0.044389199,-0.159779195,-0.280875530,-0.279960464,-0.090836964,-0.062230777, 0.211705367, 0.052582988,-0.286903769, 0.118781033, 0.143923320,-0.193400478, 0.117856072,-0.473415819, 0.476751695, 0.146067117, 0.049605919, 0.187629141,-0.047061599,-0.028090758, 0.039128144,-0.133441459,-0.065585123, 0.048950551, 0.138327263,-0.092945914,-0.221692582,-0.099958149, 0.024316951, 0.041997576, 0.004186787, 0.113917606,-0.064300562,-0.207602023,-0.102327867,-0.075223261
O00244,-0.067468198,-0.754321375,-0.171081310,-0.688669804,-0.126209227,-0.617380373,-0.374089720,-0.359356251,-0.140497862,-0.669727701,-0.627112101,-0.286982319,-0.445439137,-0.021189093,-0.732012249, 0.056888090,-0.135230166,-0.704131115, 0.004351526,-0.361827401,-1.202156434, 0.218402059,-0.398324564,-0.128988167,-0.340774701,-0.244647291,-0.340167203,-0.103442319,-0.569649279,-1.033427515, 0.004340310,-0.051361573,-0.124168221, 0.109019592, 0.386130566,-1.032254452,-0.327164731,-0.136301478,-0.117864074, 0.281791233,-0.583913057,-0.758439426,-0.087108375,-0.038856544,-0.622102664, 0.615849512,-0.207931553,-0.436054251,-0.339378223,-0.208457758,-0.021908357,-0.198495163,-0.225320442,-0.069929542,-0.071819529, 0.074827285,-0.110668167,-0.141755482,-0.314216465, 0.238934367,-0.385365951, 0.523248514, 0.087909314,-0.392835104, 0.151718018,-0.080074007,-0.135165251,-0.230245710,-0.219621953,-0.555710314,-0.188023355
O00264,-0.416166020,-0.345047868, 0.250394624,-0.313220171, 0.143196348,-0.750769077, 0.106943467,-0.045665929,-0.096718708,-0.353687565,-0.162527360, 0.382341956,-0.000992646,-0.102240846, 0.015931403,-0.457400548,-0.649788054,-0.126037616,-0.336110507,-0.040618807, 0.075868968, 0.130777952, 0.182225074, 0.228041079,-0.288445463,-0.546406646,-0.086793611,-0.153992625,-0.204071473,-0.313473485, 0.084293875,-0.188744095,-0.072198299,-0.006380688, 0.168058793, 0.292425442,-0.482508105,-0.122151719,-0.436514938,-0.088031172, 0.169290021, 0.183037624,-0.447701145, 0.467630724, 0.025133385,-0.047735711, 0.030139896,-0.179575872,-0.066215237,-0.110430203,-0.215513734,-0.272706394, 0.488123054,-0.044934796, 0.157571254,-0.079727074, 0.100261064,-0.367363012, 0.176426417,-0.021265035,-0.026175280,-0.121669001, 0.053870035,-0.290991090, 0.117658391,-0.383727558,-0.001307292, 0.078624715,-0.526827681, 0.143022378,-0.149724626
O00299,-0.462684099,-0.388482614,-0.485017201,-0.314310867, 0.176496022,-0.322652880,-0.462619613,-0.950029186,-0.362211585,-0.442925757,-0.420523487,-0.324074485,-0.493103703,-0.347545910,-0.486503196,-0.292545784,-0.394754335,-0.368228864,-0.470538439,-0.284175485,-0.492849642,-0.638042861,-0.097095106,-0.344078113,-0.279873194,-0.065288831,-0.366192112,-0.651121278,-0.416535304,-0.430690699,-0.414122065,-0.521356973,-0.306190513,-0.410991329,-0.686899154,-0.464176171,-0.410382416,-0.331571478,-0.208789038,-0.320159209,-0.528742658,-0.348022729,-0.578999925,-0.718172247,-0.373929944,-0.145772061,-0.347267773,-0.294234900,-0.371039918,-0.384716742,-0.492863487,-0.061537076, 0.192423162,-0.186486948,-0.315958680,-0.426470817,-0.502675883,-0.256511479,-0.443562286,-0.471852604,-0.361905591,-0.801353745,-0.310198844,-0.362020066,-0.060203539,-0.582211473,-0.453251849,-0.581133025,-0.008492007,-0.235851726,-0.193833583
O00303, 0.30903925, 0.81050862,-0.33683833, 0.40575268, 0.27204442, 0.41498416, 0.36719919, 0.53671924,-0.27521637, 0.29898291, 0.32403977, 0.45779592, 0.45434692,-0.09019686, 0.61027493, 0.55846204, 0.65086277, 0.52673814, 0.32853181, 0.51394318, 0.20943760,-0.01293192, 0.54232682, 0.11416673, 0.44969534, 0.21035675,-0.31417318, 0.67875356,-0.49501391, 0.13732810, 0.19319754, 0.18411902, 0.44377211, 0.03019563, 0.20085381, 0.15759437, 0.39974768, 0.18674418, 0.82495081, 0.50971160, 0.96282919,-0.30456914,-0.22273619, 0.20648178, 0.67252223,-0.23303250, 0.02713095, 0.03928061, 0.01491660,-0.03259898, 0.11747339, 0.25587647, 0.58997448, 0.23273053, 0.05050117,-0.07826383,-0.81799266,-0.30970308, 0.31596810, 0.43700684, 0.19643748, 0.23677009, 0.55582850, 0.57480918, 0.25147307, 0.38606693, 0.38611996, 0.58527802, 0.12257557,-0.30660329, 0.10167068
O00410, 0.235051856, 0.419575440, 0.297236761,-0.073848717, 0.212107035, 0.207405687, 0.295013555, 0.560246560, 0.619807857, 0.553641625, 0.106590811, 0.294496271, 0.482128261, 0.478790208, 0.226488501, 0.609683761, 0.687037439, 0.469411695, 0.524296110, 0.521645573, 0.133768092, 0.349130735, 0.050966405, 0.498537157,-0.559381242, 0.158635735, 0.921995339, 0.347127676,-0.428882724, 1.173269430, 0.677612527, 0.398302753, 0.821988547, 0.265717567, 0.110770430, 0.499019429,-0.292233011,-1.113572248,-0.137412079,-0.238238958, 0.203915356,-0.777518367,-0.397455205, 0.086485807,-0.412084456, 0.468768718, 0.414035518,-0.033287968,-0.174712486, 0.769108087,-0.257934345, 0.150591536,-0.189589338,-0.202441910,-0.109800072,-0.289262383,-0.654142501, 0.062649777, 0.018698407, 0.223174210, 0.288590282, 0.100933001, 0.456155487, 0.668039411, 0.006544524, 0.652027434,-0.020419058, 0.100526386, 0.498006486, 0.402161198, 0.243570970
O00422, 0.116119822, 0.213486546,-0.137126964,-0.029657980,-0.247668031,-0.005153010,-0.175628428, 0.097931397,-1.138854903,-0.097560424, 0.276456489,-0.035232761,-0.023769736,-0.125981452, 1.126642616,-0.174867808,-0.022658037, 0.255343298,-0.081128766,-0.839091998, 0.080507009,-0.150830331,-0.260770574,-0.339397427, 0.748339482, 0.498073574, 0.057602363,-0.027821933,-0.210606063, 0.301654005,-0.127540175,-0.557842343, 0.195170554,-0.114171457,-0.012697447,-0.131763583, 0.187185823, 0.237555417, 0.534852654,-0.260586821,-0.045523527,-0.051577312, 0.802368346, 0.251079499, 0.243234859,-0.774250932,-0.048795249,-0.398519583,-0.502380666, 0.928754822, 0.481241484,-0.470872157,-0.299512738,-0.335499892, 0.298649303,-0.004154249,-0.127611728,-0.307795563, 0.286787377, 0.128106756,-0.095231101, 0.239185323,-0.330213795, 0.176440214, 0.151697417, 0.121916221, 0.303440472, 0.975447317,-0.987791372,-0.124196251, 0.146236108
O00425, 0.075296148, 0.354378823,-0.007636183, 0.756358905, 0.324788977, 0.121432507, 0.341059925, 0.389213791, 0.304546190, 0.204820624, 0.174769557, 0.835287955, 0.586765059, 0.461706788, 0.633974639, 0.227734678, 0.612688182, 0.552210835, 0.399686372, 0.335058883,-0.674701279,-0.143249519,-0.055887037, 0.385065757, 0.289847732, 0.753863445, 0.967788651, 0.949148462, 0.310473803, 1.756032643, 1.776699770, 0.915989070, 0.387009149, 0.686870639, 0.358850938, 0.805507381, 0.315057740, 0.725289000, 0.652407383, 0.688325915, 0.294856422,-0.061849187,-0.225696084, 0.322302411,-0.176158441, 0.365991045, 0.580405388, 0.563119411, 0.694403738, 0.605146325, 0.582143899, 0.905329053, 0.801882360, 0.255249094, 0.845933894, 0.895990959, 0.047521024, 0.604525949, 0.218861886, 0.120693099, 0.302694684, 0.449651856, 0.245450500, 0.254324148, 0.250741735, 0.087828231, 0.193173946, 1.096985965, 0.772107819, 0.354441951, 0.712099507
O00483, 0.66814162,-0.16581770, 1.09760949, 0.06511929, 0.33371496,-0.44056103,-0.62989343, 0.18204522,-0.92517872, 1.13833473, 0.60360364, 0.07524046,-0.03176672, 0.71877167,-0.04544332, 0.51674054, 0.21285154, 0.73081730, 0.24002831,-0.41621348, 0.06667165, 0.72187241, 1.04157870,-0.52820596, 0.44643657,-1.89577901, 0.84438345,-0.62589678, 0.80339134, 0.48335510, 0.70399218,-0.41660046, 1.33254640, 0.26283481,-0.10696793, 1.01629600, 0.33568593, 0.28178396, 0.57726448, 0.24807742, 0.34681778, 0.64971399, 1.25110305, 0.55789527, 0.19352634, 0.87422348,-0.54605271, 0.82167313, 0.61359741,-0.14568393, 0.36317913, 0.87252567, 0.49233085, 0.19090756, 0.66103132, 0.74704208, 0.85436442,-0.27094771, 0.63915066, 0.58795925,-0.68763773,-0.34536518,-0.05186727, 0.40496983,-0.34420492,-0.22372049, 0.67083642,-0.40154536, 1.04906315, 0.68234246, 0.47749028
O00487, 0.017304491, 0.056319188, 0.004073111, 0.017429517, 0.009727951, 0.034391263, 0.041196694, 0.075886391, 0.021166183, 0.034908160, 0.051767297,-0.028873472,-0.007329231, 0.041684130,-0.039696685,-0.013351152, 0.039075675, 0.037931989, 0.057870328, 0.008361590, 0.026786390, 0.036703327, 0.035825938, 0.053898354, 0.019434760,-0.001549040,-0.060353670, 0.027667803, 0.145283776, 0.029477009,-0.011575127, 0.108555450, 0.057899682, 0.114988732, 0.018606321, 0.016202850, 0.017634075, 0.022126722, 0.096255754, 0.004501220, 0.116244200, 0.045856604, 0.117162717, 0.090749563, 0.001079491, 0.124895477, 0.026225808, 0.005560729, 0.027320628, 0.131959947,-0.010580583,-0.002338225, 0.013126474, 0.009616927, 0.062191460,-0.000539767, 0.029257505, 0.113747973, 0.065454644, 0.040542245, 0.037576217, 0.014580796, 0.028935613, 0.043618172, 0.050989602,-0.007957571, 0.032349889, 0.048942661, 0.019006436, 0.035534890, 0.033882091
O00515, 0.206328137,-0.285857749, 0.114471638, 0.099732755, 0.012423694, 0.104276804, 0.239089134, 0.403361080, 0.336264844, 0.448432657, 0.220865698, 0.386397768, 0.171407863, 0.185887784, 0.322678460, 0.170323405, 0.083288315,-0.174039659, 0.031279286, 0.215362145,-0.273578431, 0.555666134, 0.202834145, 0.016817152,-0.465547184,-0.030962995,-0.300447609, 0.537467750, 0.377798899,-0.113332392,-0.465886638,-0.501168738, 0.190560344, 0.420005826, 0.096922953,-0.229420243, 0.030297945,-0.320595555,-0.261159201, 0.114394088, 0.152048856, 0.003110939, 0.192783216,-0.369936746,-0.110125166, 0.311285212, 0.147007267, 0.547582035, 0.233383642,-0.403055251, 0.636154649, 0.436085957, 0.548720331,-0.345130089, 0.225520058, 0.080850877,-0.211134237, 0.067344359, 0.009281288, 0.293107140,-0.080479423, 0.088192111,-0.007167182,-0.110108709,-0.066824911, 0.813145197, 0.048715452, 0.628107464, 0.539132194, 0.286380644, 0.129540260
O00541, 0.005000944,-0.021823705,-0.049922925, 0.013108541,-0.022991120, 0.013466729,-0.002547439, 0.007364044,-0.023209307, 0.011809634, 0.002720301,-0.048470748,-0.016622993,-0.007032789,-0.064266748,-0.016644250, 0.021959096, 0.028797982, 0.009313163,-0.016048718,-0.093983872,-0.074716399,-0.029868207,-0.088961958,-0.075342120,-0.088343349,-0.032341094,-0.084701634,-0.075742943, 0.108782385,-0.642016507, 0.465209212,-0.034875141,-0.032959481,-0.028744680,-0.019353613,-0.099247577,-0.070787877,-0.089575243,-0.031195019, 0.296357849,-0.074079651,-0.057946929,-0.095021005,-0.065280539,-0.050824952,-0.075002885,-0.075510849,-0.093174108, 0.234567017,-0.085651497,-0.066634542,-0.004076296, 0.000396728,-0.037398704,-0.095142440,-0.018251621,-0.042841837,-0.024111310,-0.001930163,-0.034656629, 0.037353395,-0.046075281, 0.015700823, 0.024020832, 0.048044484,-0.009431549,-0.037121492,-0.042910861,-0.005105441, 0.005036298
