E9PAV3,-0.04707759, 0.67106235, 0.29966873, 0.20426468,-0.44704187, 0.33918146, 0.54102003, 0.20168191, 0.25343978, 0.19610835, 0.34815057, 0.43838249, 0.28405577,-0.13113900, 0.03978862, 0.15727372, 0.04591307, 0.19032101,-0.04897084, 0.19138471, 0.12147715, 0.29255232, 0.18390029, 0.04329845, 0.72538479,-0.20305686,-0.01827791, 0.10512495,-0.06637960,-0.29128034, 0.51416303, 0.39745060, 0.21814332, 0.06452089, 0.22697881,-0.08292230, 0.36276367, 0.40849017,-0.04210866, 0.12010588, 0.71731352, 0.26285388,-0.31686894, 0.04896970, 0.47824815, 0.06883841, 0.16590896,-0.01792570, 0.29489645, 0.06934815,-0.01266104, 0.17886665
O00154, 0.224554515, 0.235428928, 0.090193551, 0.194653945, 0.424126335, 0.373361930, 0.303100361, 0.380485671, 0.158580389, 0.073998636,-0.081559341, 0.026894634, 0.132497950, 0.154549695, 0.031906551, 0.235387788,-0.084490081, 0.151893060, 0.334518132,-0.264012307, 0.051441026,-0.226777384, 0.240051774, 0.044764618,-0.004775545, 0.103930470,-0.227567219, 0.102765008, 0.146571075,-0.168938054,-0.043949495, 0.056830522,-0.122417093,-0.007729060,-0.188510249,-0.031032913, 0.122385748,-0.067228309,-0.017064585,-0.106298386,-0.208863295,-0.044503451, 0.350172980,-0.000764667, 0.257289376,-0.097806879, 0.214677962, 0.366198887, 0.026194712, 0.131689886,-0.154745369,-0.039726604
O00264,-0.229035415, 0.242200702,-0.203944938, 0.278377971,-0.250045224, 0.231202115, 0.227146353, 0.034395384, 0.059388282,-0.013599945,-0.493803304, 0.222685882, 0.025478211,-0.256821352,-0.120670938,-0.064782536,-0.187167356,-0.005477091,-0.146384708, 0.210008492,-0.002816944, 0.050114937, 0.241376465,-0.010828881, 0.078882958,-0.597431618,-0.410817058,-0.619895766, 0.229344568,-0.341378130,-0.049764857,-0.074054447,-0.471017050,-0.302538933,-0.088638155,-0.396382020, 0.053383889, 0.236426232, 0.092876531, 0.209093256, 0.059697804,-0.347425524,-0.371678453,-0.320072898, 0.435976575, 0.174327162,-0.521168293, 0.115083584,-0.353736089, 0.092366289, 0.076200263,-0.335602464
O00299,-0.033708769,-0.236581090,-0.108819260,-0.075802513,-0.190438875,-0.309968219,-0.334876102,-0.256650124, 0.308754492, 0.029351871,-0.009765991, 0.179814310,-0.331909340,-0.159834457,-0.505654648,-0.765512990, 0.125979453,-0.416328890,-0.220607362,-0.338836675,-0.129584595,-0.522989737,-0.130840995,-0.057614583,-0.174912794,-0.182787265,-0.194937483,-0.243077946,-0.095023791,-0.326993004,-0.003186167,-0.465823336, 0.202984412,-0.102240240,-0.098391107,-0.370595628,-0.212073111,-0.393932151,-0.439108193,-0.216358422,-0.064684625,-0.266503070,-0.280740060,-0.284664138, 0.059690017,-0.460791485,-0.015179283,-0.564385579,-0.045884604,-0.129311056,-0.327458991,-0.107864902
O00410,-0.070587151, 0.308446053, 0.312465084, 0.244452552, 0.154360127, 0.017774482, 0.435456663,-0.048908928, 0.004806713, 0.220145257, 0.199649181,-0.001778261, 0.155494854, 0.127421904,-0.069065723, 0.089313973,-0.186502494, 0.369356280, 0.229778998, 0.226284078, 0.041788012, 0.524549653,-0.121862185, 0.056525930, 0.564407648, 0.265372218, 1.318460195,-0.267097905, 0.155372399, 0.114872910,-0.152048465,-0.164621449, 0.287402274,-0.299133044,-0.005470118,-0.033945853,-0.070660731,-0.008153645, 1.060104850,-0.260294646,-0.208140349, 0.187272311,-0.260004182, 0.266036144,-0.523477777, 0.234546456, 0.724662803, 0.397390846,-0.091410824, 0.024146054, 0.319765329,-0.157364820
O00422, 0.09706077,-0.11645764,-0.10528037,-0.40926855,-0.08232396,-0.32113262,-0.03883297,-0.35191850, 0.25948202,-0.04309801, 0.01485432, 0.18166804, 0.28457872,-0.05898788, 0.36823030,-0.10465623,-0.44236783,-0.09151685, 0.03954092,-0.12047630,-0.08844343, 0.16693644, 0.09223760,-0.02577645,-0.11827089,-0.05278702,-0.20501223,-0.30666290,-0.32146817, 0.13189825,-0.05309641,-0.40933546,-0.21569947,-0.15323644, 0.05804248,-0.31405774, 0.07960277,-0.02965511, 0.34136982,-0.27227421,-0.15458754,-0.09030027,-0.11455320, 0.07190439,-0.35259348,-0.25034815, 0.01950394,-0.06683750,-0.04067324,-0.00122585,-0.01739188, 0.02615045
O00567,-0.040304261,-0.091615205,-0.188069595,-0.112783503,-0.123671892,-0.061717004,-0.056632489, 0.305814331,-0.132347916, 0.017546851, 0.000880733, 0.000113557, 0.012836124, 0.029076765,-0.171002137,-0.092348082, 0.061208923, 0.006862921, 0.030636636,-0.069471522,-0.037438648,-0.050863345, 0.002570249,-0.017387853,-0.042879474, 0.143849673,-0.134072404,-0.050981517,-0.060651830,-0.022607096,-0.008601018, 0.008496213, 0.020160387,-0.143491668,-0.187704400,-0.025603155,-0.065311190,-0.049670885,-0.093092450,-0.055879768,-0.007940142, 0.000375786, 0.085206536, 0.039070175, 0.066081354,-0.016854529,-0.118492905,-0.148429596,-0.189604617, 0.018009451, 0.001843426,-0.028601376
O00571,-0.51876891, 0.17131558,-0.13977087, 0.58252863, 0.15967313,-0.13713686,-0.04974516,-0.23136451, 0.42814621,-0.55465107, 0.48794841,-0.21846438, 0.34578655,-0.09562751, 0.03984666,-0.49040910, 0.55538778,-0.60983893,-0.35364545, 0.06075927,-0.43336363, 0.18877637,-0.14651309,-0.20389793,-0.42682011, 0.04675075,-0.34151031,-0.28860234, 0.07831171, 0.01696647,-0.31296610,-0.15339063, 0.29407708,-0.23704882, 0.53733015,-0.51194657, 0.03051399,-0.31927967,-0.01239383,-0.29351596,-0.09052102,-0.27499062, 0.02174963, 0.72248511, 0.32349586,-0.19739051,-0.02201984,-0.32821459, 0.45145238,-0.21654944, 0.43834284,-0.25372881
O14579,-0.11290636,-0.45750425,-0.27733536,-0.50729410,-0.40780760,-0.23437747,-0.25613800,-0.20794601,-0.20854516,-0.11401432, 0.13458202, 0.03464347,-0.14755133,-0.01487311,-0.28810280,-0.57180514,-0.22449756,-0.19164595,-0.26065479, 0.06095654,-0.31579362, 0.01363876,-0.09760895, 0.23608735,-0.11529418,-0.66233976, 0.08371170,-0.36071494, 0.09393920,-0.36135482,-0.09018950,-0.01810696, 0.07827758,-0.25220817,-0.35295915,-0.32301442,-0.40612260,-0.24033327,-0.11360534,-0.20715419,-0.17175614,-0.13792503,-0.43417629,-0.30222733,-0.12306336,-0.25034067,-0.12318591,-0.36265933,-0.14921137,-0.54812969,-0.07777500,-0.56874453
O14737, 0.209302731, 0.474412748, 0.250759378,-0.303712641, 0.470542354, 0.220442126, 0.704198523, 0.022204679,-0.372427717, 0.165233562,-0.040463320, 0.031243022,-0.335350228, 0.114199278,-0.019696831, 0.383641424,-0.330415136, 0.138303075, 0.093327819,-0.267924746,-0.007271076, 0.031823855, 0.454023458, 0.303614821, 0.203542426, 0.351688038, 0.145188227, 0.057327524, 0.310687410, 0.308516322,-0.545869281,-0.429607621, 0.649565683,-0.173875819,-0.159326484,-0.404318179,-0.348170839, 0.064167834,-0.258165685,-0.250539348, 0.487520590,-0.182670402,-0.117206128, 0.213172064, 0.544819067,-0.319567638, 0.408619150,-0.300075851, 0.010887042, 0.532047713, 0.104212542, 0.072770227
