A0A1B0GX78, 0.15352134, 0.25105166, 0.04925699, 0.09765056, 0.25960612, 0.31041593,-0.11685031, 0.30758946,-0.21480487, 0.17774461, 0.09269754, 0.01326772,-0.45171858, 0.21482305,-0.09508958, 0.22831873, 0.13130320,-0.14601266,-0.21761946,-0.09098417,-0.22429609, 0.31435641,-0.34661600
A6NFK2,-1.1900580,-1.1596119, 0.4532400,-1.3003641,-1.2599377,-0.8327348,-1.4192824,-1.4485958,-1.4265854,-1.1520982,-1.1417613,-1.1895848,-1.1811895,-1.1717849,-1.0796561,-1.0316475,-1.1986812,-1.1903283,-1.1786036,-2.1499042,-2.3658380,-0.7292125,-1.2209764
A6NFN9, 0.06056607, 0.78326794, 1.04256348,-0.34308596, 0.07309382, 0.05362887, 0.95177256, 0.30584274, 0.37228413, 0.63503243, 0.03698103, 0.50538641,-0.84999623,-0.45726016, 0.63613020, 0.59558098,-0.24908677, 0.70152491, 0.20106982, 1.61569713, 0.57690819, 1.26599573, 0.69701510
A6NHQ2,-0.19730280, 0.43973843, 0.59107965, 0.21344988, 0.25565327, 0.61456055, 0.19338281, 0.34260790, 0.08814251, 0.18271815, 0.44526454, 0.33063089, 0.39633848, 0.47080639, 0.17251830, 0.01182656, 0.19229936, 0.51983157, 0.09114108, 0.54268797,-0.20459667, 0.09142041, 0.47490638
B4DXR9,-0.25163661,-0.26339641, 0.02854491, 0.12165135, 0.12091982,-0.31350697,-0.45929287, 0.07314392, 0.05164862,-0.32454885,-0.05450617,-0.24345459, 0.06821753,-0.10435255,-0.02846931,-0.27998235,-0.06326967,-0.33748324,-0.05797987, 0.10689150,-0.19090863, 0.05559514,-0.24832061
C4AMC7, 0.272765034,-0.519050929,-0.405134508,-0.262756474,-0.966125436,-0.021373084,-0.274662501,-0.203459596,-0.075254965, 0.110135561,-0.549656325, 0.339709792, 0.004854804,-0.269360633, 0.210126539,-0.728377497,-0.063840580, 0.296745913,-0.220355947,-0.093795356, 0.349755006,-0.300783775, 0.391812903
E9PAV3,-0.59937970,-0.39676400,-0.22581073,-0.67347935, 0.15970358, 0.54404279,-0.17936170,-0.12062257,-0.30545353, 0.36799165,-0.76413022, 0.11941871,-0.40680089,-0.27694124,-0.11445321, 0.06819606, 0.25386272,-0.04668598,-0.51102409,-0.20009656, 0.07896893,-0.15777107,-0.34242294
O00154, 0.2680341, 0.2562743, 0.2357842, 0.3169700, 0.3162385, 0.3180174, 0.3260924, 0.3402847, 0.3187894, 0.2680755, 0.2784124, 0.3008142, 0.3092096, 0.3186142, 0.2688547, 0.2714216, 0.5558898,-0.4134371, 0.5611796, 0.3522486, 0.3637602, 0.3549308, 0.3061395
O00170,-0.258770453,-0.113177504,-0.314172619,-0.280648806,-0.143415721,-0.189768687, 0.109121906, 0.266958809, 0.597344667,-0.338076260,-0.537518275,-0.408220866, 0.330166996,-0.603099680,-0.305500412, 0.584056305,-0.562871046,-0.031355943,-0.603718423,-0.319072219, 0.240973877,-0.167372070,-0.003401456
O00192, 0.226662116, 0.099114809,-0.538548599, 0.131266816, 0.228352174, 0.000610176,-0.201227036, 0.145589401,-0.115628828, 0.001773928, 0.186805873,-0.200556747, 0.007120956, 0.322184066,-0.017734778, 0.409842899, 0.110209619, 0.270776420, 0.200598947, 0.209220283, 0.158083086,-0.376194989,-0.058305600
O00193, 0.222804791, 0.173028314, 0.217593228,-0.284601397, 0.536071945, 0.179585545, 0.251205448, 0.328441461, 0.269058747, 0.070237356, 0.266291111,-0.006570870, 0.343372986, 0.353882609, 0.008925535, 0.394329499, 0.397945630, 0.194576496,-0.183189777, 0.245108882,-0.254370415, 0.241865222,-0.050569671
O00264,-0.08687814,-0.08715375,-0.32146087,-0.35139284,-0.05465372, 0.10319302,-0.23107084, 0.02728581,-0.24732299,-0.21591492, 0.04831924,-0.16081758,-0.46576430, 0.09862432, 0.34613370,-0.20243522,-0.37445377, 0.06149221, 0.06295818,-0.14115824,-0.21905072,-0.18304823,-0.22626060
O00299, 0.33536692,-0.13911370, 0.27918267,-0.14735201, 0.34417789,-0.21976520, 0.33176936, 0.04557534,-0.20201478,-0.45682029,-0.80026273,-0.29591963,-0.01077744, 0.01331888, 0.26823712, 0.48492719,-0.59047257,-0.05369104, 0.68502291,-1.18550405,-0.89310047,-0.10992741,-0.41246973
O00303,-0.019063608, 0.238481064,-0.512600777, 0.053113078,-0.275464188, 0.259803956,-0.260076741,-0.245884408, 0.023333354, 0.249272221, 0.177969116, 0.056974985, 0.231911938, 0.241316573, 0.245582084, 0.199581791, 0.266457743, 0.260022825, 0.271747544,-0.007964951, 0.303955423, 0.171256244, 0.294668305
O00400, 0.26193498,-0.16435874,-0.20974571,-0.01904794,-0.04665998, 0.20254111, 0.04424949, 0.37374249,-0.25227693,-0.46306456, 0.15869926,-0.18602505, 0.04511950,-0.16822508,-0.18554019,-0.14372241,-0.46126572,-0.12918579, 0.39836423, 0.05517467, 0.08355390,-0.15616862,-0.09679105
O00410,-0.374961818, 0.230143466,-0.073835817,-0.124235553,-0.406750769,-0.241266804, 0.247557228, 0.116914652, 0.006835081,-0.295306076,-0.318271609, 0.173441915, 0.245547289, 0.239242189,-0.223951891,-0.293811581, 0.239634962,-0.058319103, 0.069585864, 0.111085426,-0.317022574,-0.026593620, 0.278764058
O00422, 0.345275698, 0.217964376,-0.020231192,-0.052088844, 0.331915280, 0.135118775,-0.125652520, 0.455015415, 0.014156813,-0.009204408, 0.375071201,-0.447228108,-0.065621464, 0.403481125, 0.395024074,-0.032103485,-0.102792532, 0.063981253, 0.201281152, 0.249429146, 0.055185835, 0.090949067,-0.019550212
O00567, 0.51445592, 0.47893773, 0.12037941, 0.04499756, 0.46624969, 0.31191774, 0.47789073, 0.38150196, 0.47058776, 0.06143831, 0.33836517,-0.91549429, 0.31588079, 0.23482194,-0.28450705, 0.37652850,-0.02451574, 0.51729147, 0.18619141, 0.10628961, 0.14470965, 0.57637972, 0.75187420
O00571,-0.034347843, 0.002349839,-0.015543009,-0.028441720,-0.128779649, 0.186599608, 0.032148611,-0.143453264,-0.014667284, 0.006336404,-0.138577227, 0.127808573,-0.223269351, 0.082325826, 0.151902451, 0.020030643,-0.087592264, 0.155904541, 0.137041946, 0.000894588, 0.009044905,-0.010651568, 0.012889816
