E9PAV3,-0.152493851,-0.032976936,-0.036785885, 0.513503575, 0.544514036, 0.053470489, 0.036675780, 0.073592193, 0.783349797,-0.210566373,-0.178071329,-0.069884759, 0.225946696,-0.261184248, 0.398389866, 0.059019945, 0.643998170,-0.161227311, 0.226943200, 0.101132753,-0.040586299,-0.224407770, 0.207494816, 0.049385058, 0.231006821,-0.077144762, 0.086337909, 0.486226901, 0.437527543, 0.225549201, 0.324760469,-0.395746368, 0.271396055, 0.520386759, 0.249360704, 0.279797136, 0.375793025,-0.031287940, 0.100655193,-0.144024534,-0.246070549,-0.298597478, 0.009777982,-0.480858781, 0.293273145, 0.200056911, 0.115193888, 0.094242993, 0.530637361, 0.298320703, 0.407042382, 0.065081134, 0.453253655,-0.155777110,-0.142193105,-0.334087636, 0.111419320, 0.274921717,-0.333455379, 0.368704121, 0.003323667, 0.380922889,-0.003313100, 0.432368898,-0.108936984, 0.167347706,-0.396110531,-0.046443661, 0.168179175,-0.195780955, 0.053832273,-0.054152699, 0.036968433, 0.343377831,-0.158232464, 0.313189655, 0.492707131, 0.278365801,-0.201447629, 0.416897721, 0.101108509,-0.167134745, 0.339521564,-0.263204423, 0.479146350, 0.063008937,-0.018332733, 0.455262270,-0.214759764, 0.094607516, 0.158376069, 0.319148062, 0.315158913, 0.407576845,-0.606831212,-0.105152012,-0.008849897, 0.307357271, 0.207982100, 0.357540084, 0.229119598, 0.266054680,-0.066805610, 0.426183938,-0.368742678,-0.086364804, 0.162976540,-0.215281372,-0.247407062, 0.286167881, 0.375608465, 0.311761521, 0.130146513, 0.306514506
O00154, 0.163677127,-0.296846905, 0.281656673, 0.297136602, 0.054742503,-0.162273449, 0.034742786, 0.127024048, 0.158858812, 0.277539329,-0.013950819, 0.070397321, 0.307601886, 0.198998320, 0.238923253, 0.274505001,-0.049074983, 0.065985517, 0.078296772,-0.169267668, 0.372062484, 0.052973624,-0.098519132,-0.124945791, 0.300852885, 0.083929108, 0.052420763, 0.261123692, 0.130021837,-0.157061027, 0.116566438,-0.057283100, 0.072726713, 0.166518086,-0.205270465, 0.197774099, 0.058519611, 0.118382432,-0.056549968, 0.068684246, 0.061708084, 0.387676856, 0.229189454,-0.100700489,-0.190277056, 0.168864706, 0.266577260, 0.086527128, 0.077569674,-0.198205544,-0.185242245, 0.288123225, 0.297424488, 0.154641789, 0.113630817, 0.281597314, 0.236879336, 0.262532631, 0.120265336, 0.098956513, 0.084908476, 0.126701242, 0.117457411, 0.104777728, 0.205336530, 0.202399948,-0.214678655, 0.115080645, 0.151159824,-0.174646950, 0.148524635, 0.108647476, 0.113542666,-0.166114550, 0.081247450,-0.142931442,-0.132757188, 0.178058627, 0.241291708, 0.093155645,-0.002098358,-0.312200344, 0.106466172, 0.154987550, 0.111191594, 0.106375796, 0.120702288, 0.122238295, 0.251211034, 0.194067742,-0.153773119, 0.000187727, 0.322324954,-0.075117810,-0.029803612, 0.202742732,-0.106490999, 0.142551254,-0.236882268, 0.021378676, 0.123662343, 0.152642860, 0.052409470, 0.000226406,-0.009420470, 0.231372829,-0.059816553, 0.076118511, 0.123487679, 0.258916652, 0.037273284,-0.116570922, 0.006581375,-0.222372678
O00264,-0.497450855,-0.539382829,-0.154259628,-0.362449239,-0.076914647, 0.536890035,-0.502946952, 0.252294371,-0.089822489,-0.538861616, 0.588535823,-0.076521338,-0.324953140, 0.183257204, 0.191289368,-0.278872427, 0.002956360, 0.221771764,-0.032949389,-0.032804868,-0.017187551, 0.105428621, 0.278273694,-0.078835879, 0.297399125,-0.022290960,-0.528475655, 0.042658528,-0.076391154,-0.489017624,-0.311252013,-0.198091768,-0.163871373,-0.236355604, 0.380736895, 0.202951679, 0.213074901,-0.116966636,-0.025929346,-0.198965884, 0.212136960,-0.174636465, 0.021799130, 0.004765604,-0.121948452,-0.171140667, 0.148761759,-0.128780849,-0.074990207,-0.179554476,-0.247746855,-0.238908287, 0.253310281,-0.394914324,-0.006454991,-0.071359790, 0.093394304,-0.039518181, 0.206395695, 0.025578302, 0.011530265,-0.343504941,-0.077390141,-0.090069824, 0.448994172,-0.426568881,-0.075812280,-0.238075518,-0.212466829, 0.162488041,-0.352127821,-0.252980669, 0.193655166,-0.283367719, 0.467767423,-0.652318924, 0.234057285,-0.580330666,-0.231627407, 0.241174205, 0.428228628,-0.545758369,-0.214317690, 0.162076272,-0.004745463,-0.307012488, 0.314684426,-0.000097900,-0.431949337, 0.186663387,-0.422864266, 0.015725722,-0.805707506,-0.063051139,-0.349704417,-0.019580859,-0.277080328,-0.313397187,-0.527948855,-0.353840387, 0.237379153,-0.384554287,-0.371393366, 0.110167522, 0.100520646, 0.063738971,-0.403472465, 0.251760080, 0.293037944,-0.373187064,-0.195609912, 0.149189846,-0.408712931,-0.042254935
O00299,-0.783243949,-0.145166077, 0.203332523,-0.459777569,-0.302915722,-0.502759926,-0.521280553,-0.316468229,-0.079316980,-0.409882271,-0.223495640, 0.298993481,-0.146619454, 0.075031587,-0.447757335, 0.171104651,-0.309414550,-0.261900682,-0.286709613,-0.109763658,-0.301987237,-0.016366934, 0.027778984,-0.346464388,-0.126723174,-0.483892324,-0.493794698, 0.079308060,-0.092386909, 0.172638613,-0.678117481,-0.286401936,-0.271641604,-0.120430765,-0.078652152,-0.573447388,-0.153620981,-0.002334195,-0.093000317,-0.692615510,-0.362953778, 0.211096289,-0.157958704, 0.188870189,-0.079841491,-0.227529868,-0.405619849,-0.601616066, 0.159542820, 0.017463663,-0.186005265,-0.367596949,-0.450469985,-0.327600604,-0.128864678, 0.007200958, 0.045652427,-0.372262019, 0.250621748, 0.015416759,-0.097614647,-0.476107157, 0.232182274,-0.046498266,-0.075166254, 0.169825093,-0.492502924,-0.375080454, 0.419696850,-0.539841990,-0.277991519, 0.106996654, 0.137180086,-0.085697873,-0.393666798,-0.173869963, 0.077062817, 0.019902246,-0.045896131, 0.343539804,-0.354679780,-0.105962513,-0.535654657,-0.531141837,-0.519441187,-0.271276741, 0.008839928,-0.265011218,-0.020857632,-0.424930204,-0.149078163,-0.193895093,-0.335372667, 0.158618653,-0.008770205,-0.460292090,-0.365762035, 0.104859253,-0.607550653,-0.294665951,-0.296952907,-0.131497546,-0.622815367,-0.413345545, 0.014098738, 0.034954791,-0.244393948,-0.372769733, 0.032507258,-0.413612408,-0.412399449,-0.607867771, 0.365973790,-0.329631815
O00410,-0.449765800, 0.270239513,-0.165417940,-0.264297523,-0.175362950, 0.424502399,-0.016832271, 0.193273254, 0.133374177, 0.426062145,-0.066536902, 0.369250320, 0.316651203, 0.029925804, 0.371115964, 0.143440958,-0.158075350, 0.640030519, 0.619097734, 0.291953533,-0.037804388, 0.149865883, 0.547059253, 0.375878103, 0.447473029, 0.264924534, 0.361716173, 0.491427948,-0.271035582, 0.335190271,-0.354364222,-0.182043455, 0.499996864, 0.240257198, 0.777924248, 0.575416610, 0.117915675,-0.018057397, 0.221993787, 0.258309709, 0.554317922, 0.635863133, 0.896637142, 0.255786634,-0.009311796,-0.221259387, 0.420194801,-0.268397160, 0.527697774, 0.267911446,-0.284727514,-0.082518736, 0.421258082, 0.338280702,-0.221068047,-0.091086785, 0.325142798,-0.038678948, 0.795456462,-0.010183506, 0.658430075,-0.196080259, 0.442907014,-0.157932213,-0.215394106, 0.440922669,-0.111110062, 0.107755225,-0.219700303, 0.365126254,-0.041823548,-0.498553915, 0.867672345,-0.198335885,-0.094349380,-0.061917310, 0.983858150,-0.344729713,-0.073006933, 0.848094655,-0.546916881, 0.533824819, 0.286197811, 0.695935111, 0.186406646, 0.102756352,-0.414580760, 0.179834763, 0.079480398, 0.549182932, 0.436729432,-0.053021137, 0.044930725,-0.219083620, 0.183900609, 0.429212880,-0.101822249,-0.388897214, 0.205864955, 0.336517835, 0.493327711,-0.191412201,-0.058412080,-0.002778728, 0.371988676, 0.524823093, 0.040821810, 0.429728942, 0.621620919, 0.578888982, 0.485267397, 0.663821859,-0.241000948, 0.130065743
O00422,-0.17033795, 0.24710601,-0.17593946,-0.04281663, 0.04547091, 0.08610250,-0.30100136,-0.29035573, 0.38803257, 0.15070931, 0.14946062, 0.41859910,-0.39061869,-0.23560325, 0.31569864, 0.43191139,-0.26586657, 0.13770927, 0.20395048, 0.28803023,-0.09216545, 0.23728878, 0.32384027, 0.22138815,-0.01975055,-0.22750492, 0.19709731,-0.02818296,-0.02049790, 0.15554954, 0.03198444,-0.15380514, 0.41305840,-0.16821955,-0.15618160, 0.21206785, 0.19293675, 0.06403034,-0.32787637, 0.04808107, 0.01358521,-0.22588322,-0.12429568,-0.14132921, 0.35855351,-0.10550669,-0.13962863, 0.14926884,-0.23904361, 0.01816695,-0.07848407,-0.12338156, 0.45088846, 0.01915830, 0.01905778,-0.15927103, 0.41054899,-0.08834933,-0.16766641, 0.26482985,-0.26558391, 0.47219535,-0.22178399,-0.23446368,-0.33897629, 0.00288437, 0.43738089, 0.10432460,-0.09297649,-0.20843790,-0.06000570,-0.17689107, 0.46557504, 0.36252141, 0.43615972, 0.19409480, 0.10680009, 0.01890854, 0.01452685,-0.21436229,-0.18803060,-0.05308628,-0.30853831, 0.34744929, 0.01357899,-0.16341737,-0.14909088,-0.09134235, 0.23991988, 0.42305840, 0.42097652, 0.06559442,-0.18153931,-0.06281094,-0.43784479, 0.10006646, 0.08633444, 0.07810563, 0.31242244,-0.27576554, 0.02562918, 0.15150335, 0.22511510,-0.38981267, 0.04468676,-0.15054637, 0.23943621, 0.11952424,-0.53011492,-0.31003092,-0.08135232,-0.17816817, 0.11712354,-0.12696564
O00567,-0.464480340,-0.164833940,-0.282858594, 0.045631831, 0.083103465,-0.268354540,-0.341494237,-0.201735411,-0.483465875,-0.015844543,-0.022580272,-0.355899374, 0.019351948,-0.004207569,-0.570511996, 0.082723342,-0.483257421, 0.359841922,-0.363565529,-0.282185719,-0.048379287,-0.229637184,-0.162202618,-0.222480633,-0.380323530, 0.010701556,-0.371383460,-0.135348821,-0.174757769,-0.009399774, 0.119696590,-0.216142639,-0.245197708,-0.287468538,-0.104348341,-0.222576732,-0.003984206,-0.249270748,-0.314820533,-0.245219955,-0.252196117, 0.085886436, 0.081789531, 0.083960382, 0.038844862,-0.192807379, 0.139720034,-0.082771580, 0.236325350,-0.208573562, 0.367969706, 0.253954963,-0.061051332,-0.518149669, 0.198281538,-0.411894298,-0.409249627,-0.264652892,-0.071984676,-0.243194503, 0.148366438,-0.432145811, 0.081036514,-0.408642173,-0.034623256,-0.098586381,-0.011464948,-0.339940794, 0.199885487, 0.158081636,-0.120236987,-0.087990126, 0.203626160,-0.344651446, 0.057757806, 0.037264019,-0.355391293, 0.236445049,-0.109071835,-0.168465563,-0.235749373,-0.504926834, 0.194517021, 0.150046404, 0.163210446,-0.145116566,-0.384460122,-0.124868535,-0.263558841,-0.442127220,-0.286155040,-0.149966770,-0.082622719,-0.002540269, 0.150280707,-0.019157100,-0.053074725,-0.169530231, 0.085808465,-0.212223693,-0.076025208, 0.209002531,-0.052622332,-0.038686217,-0.223860783,-0.003898975,-0.018178646,-0.062654210,-0.151780763,-0.219077039,-0.070180463, 0.053145633, 0.046090396,-0.201913791
O00571, 0.181611560, 0.077065942,-0.464475127, 0.459903322,-0.026515771, 0.052646341, 0.302493080, 0.379109588,-0.021936339,-0.121151148,-0.235958919, 0.074071920, 0.603555895, 0.256679701, 0.075127240,-0.589842811,-0.296472898, 0.099558989,-0.391980269,-0.358036425, 0.542062752,-0.767364798, 0.469949168,-0.240131078, 0.825107764, 0.100274407,-0.332295109,-0.393905481, 0.524073362, 0.026419253, 0.199510527, 0.323637730,-0.504857118, 0.608518270, 0.065913061, 0.112368803,-0.105917620, 0.094011661, 0.007804243, 0.087378124, 0.203866752, 0.276924194,-0.026320178,-0.017001402,-0.141321439,-0.385276691, 0.668472952,-0.043133925, 0.146896637, 0.291593160,-0.127967544, 0.170420559, 0.309682057, 0.531250505,-0.397230875,-0.366074135, 0.127996529,-0.319334307, 0.082937369, 0.274875400,-0.291397861,-0.050770682,-0.613831673, 0.243020639, 0.226514913,-0.401223031, 0.536812786,-0.245461817, 0.538257878,-0.206793939,-0.041536526, 0.411240857, 0.264042926, 0.042963901,-0.276852561, 0.196665302,-0.188849343, 0.470928319,-0.489302694, 0.151077784,-0.507772262,-0.130994167,-0.170561664,-0.040734496, 0.292481434,-0.537130930, 0.190024903, 0.476070719,-0.015693023,-0.512192565,-0.015297168,-0.328636540, 0.320990592,-0.372651264, 0.401015556, 0.047533121,-0.083394881,-0.100902130, 0.003390763,-0.246499031,-0.245508324, 0.171278399,-0.121581064,-0.011937521, 0.176811400,-0.316068605, 0.220914027,-0.000615859,-0.012478642,-0.203564063,-0.210147206,-0.149921516, 0.131376616, 0.078125750
O14579,-0.158008282,-0.117762469,-0.114477617, 0.081352739,-0.112591338, 0.104517063,-0.249029470, 0.156020862, 0.018357538,-0.206393305,-0.145464948, 0.039429579,-0.092477045, 0.240736123, 0.103298025,-0.149198803,-0.054785554, 0.165035676,-0.008591641, 0.320577364,-0.439310078,-0.170116949,-0.218284352, 0.288783080,-0.063108542, 0.315132141,-0.198518832, 0.447695170, 0.238633503, 0.130639176,-0.224431584,-0.504224796,-0.150723619, 0.267494815,-0.591411893, 0.014939429,-0.031395973,-0.233544004, 0.246607600,-0.175290455,-0.518437913,-0.547102057, 0.019429553,-0.054470156, 0.266237663, 0.156059797, 0.167503374, 0.044864801, 0.070416753,-0.160999858, 0.416927173, 0.387929421,-0.378392686, 0.237468632,-0.184139591, 0.326733400, 0.066929494, 0.245619170, 0.341920403,-0.089777096, 0.160471259, 0.075555242,-0.050246950, 0.282349734, 0.434766245,-0.069154379, 0.207096423,-0.192037000,-0.349824468,-0.085734060,-0.021871242, 0.228151781, 0.099929928,-0.095564557, 0.402610039,-0.079311041,-0.225471039,-0.002913957,-0.332723524,-0.393518594,-0.024858307, 0.357538479,-0.252190737, 0.309109760,-0.210584787,-0.026648875,-0.090162601,-0.453446852,-0.495845564,-0.359335033, 0.049370249, 0.230853728, 0.121853936,-0.271424378,-0.227397943,-0.119995233,-0.237751590,-0.118025957,-0.110804159, 0.329465722,-0.081665267,-0.005474577, 0.155159702,-0.335216021,-0.369304898,-0.333754866, 0.282130401,-0.208619555,-0.190004743,-0.104604891,-0.068634685,-0.288663464, 0.088869260,-0.209515005
O14737,-0.291304236,-0.334999573,-0.054538120, 0.605587183, 0.186571245, 0.061904084,-0.082521124, 0.557963640, 0.380436530, 0.337710093, 0.589551014, 0.158425237,-0.088755724, 0.422119725, 0.157117980,-0.098057027,-0.372081499, 0.225995948, 0.080206506,-0.108161697, 0.138680810, 0.092770321, 0.567073757, 0.316733915, 0.791993334, 0.077288954, 0.602224244, 0.588545549, 0.157356564, 0.447812934, 0.212100984, 0.179212748, 0.453840107, 0.381002986, 0.531619606, 0.412863035, 0.474431006,-0.049161169, 0.303293965,-0.343695043, 0.377670409, 0.478779224, 0.247000421, 0.048178082,-0.033773185, 0.378290234, 0.506768340, 0.023481849, 0.486962523, 0.365152170, 0.011483225,-0.151117160, 0.014132986, 0.690108116, 0.379396125,-0.144650605, 0.697489976,-0.205726941, 0.831531553, 0.580297194, 0.369395826,-0.126292738, 0.050864670, 0.809401577, 0.201604321, 0.043671370,-0.254228388, 0.355905840,-0.163656439, 0.338310139, 0.188310724, 0.197226817, 0.293391409,-0.348458775, 0.684465555,-0.155928561, 0.071282342,-0.213232113,-0.217484319,-0.318319219,-0.165633409, 0.024633264, 0.314046188,-0.153098324,-0.253880635, 0.079814492, 0.248906621,-0.428505652, 0.161514440, 0.088536195,-0.194964479, 0.290781774, 0.176519615,-0.247507202,-0.026989370, 0.577245255,-0.212061316, 0.423318522, 0.397786418, 0.774463341, 0.481640146, 0.668213373, 0.437254440, 0.076841988, 0.217110450,-0.102809511,-0.570172889,-0.134936059,-0.400167089,-0.125293076, 0.000672374, 0.186859921, 0.412646052,-0.140283100
