D6RIA3,-2.37039514, 1.77021769, 1.90198094, 1.81755576,-4.86444010,-2.53655909,-2.39007047,-2.49208723,-4.63475267,-2.52408518,-2.59762487,-0.06995113,-5.04073468, 1.51897956,-2.58112854,-2.41679698,-0.56954089,-4.95761314,-4.46142557,-0.30841504,-2.38180011,-2.37865640,-2.38241438
E9PAV3, 0.441059653,-0.254912435,-0.135612854,-0.133510867, 0.734758580, 0.690074503,-0.181001239,-1.193086227, 0.008249678,-0.800876253, 0.152810146,-0.240835847,-0.521007893, 0.145024792, 0.579382936, 0.885131172, 0.189574663,-0.751448974,-0.628487775, 0.448080716, 0.312296843,-0.581610594, 0.139814312
E9PRG8,0.7635875,0.6989382,1.1516421,0.3587659,0.5401985,0.4668656,0.6205686,0.7891557,0.7566838,0.1625333,0.7389506,0.4301886,0.4414799,0.3640126,0.7523630,0.5187754,0.6314630,0.4589726,0.4686485,0.6312557,0.6288389,0.6765228,0.7478315
O00154,0.2327557,0.9179448,0.4727224,0.7800845,0.3455614,0.1082758,0.2062977,0.2458094,0.3026020,0.1467405,0.2424314,0.2978363,0.4496558,0.2964398,0.2953261,0.1795712,0.9453372,0.3411955,0.3196076,0.2636549,0.5775478,0.2359957,0.1653753
O00159,-0.36537170,-0.16610485,-0.26051030,-0.03791127,-0.44284084, 0.22730688,-0.65060628,-0.10721267,-0.68783171,-0.16616818,-0.39969354, 0.16489958,-0.57353981,-0.30851406,-0.73846654,-0.10372951, 0.05595920,-1.02798880,-0.70817112,-0.03641820, 0.28179618,-0.49787800,-0.26738214
O00170,-0.10769052,-0.19718559,-0.14091021,-0.12428424, 0.10640357,-0.12855684,-0.12736585,-0.13592825,-0.09466325,-0.11634851,-0.09814560,-0.12005112,-0.04629794,-0.12830164,-0.08164927,-0.15409236,-0.18539133,-0.08359350,-0.07391761,-0.10404661,-0.11909549,-0.11595178,-0.11970976
O00182, 0.13180223, 0.09649959, 0.30680042, 0.20203124, 0.09048199, 0.33027714, 0.11212690, 0.25258819, 0.44924218, 0.10965432, 0.22963586,-0.25167382, 0.24038196, 0.19975224, 0.23492863, 0.19127794, 0.20394481, 0.24418796, 0.46960877, 0.21253129, 0.33633235, 0.42015670, 0.43093576
O00231, 0.12289445, 0.02543810, 0.24641912, 0.10432737,-0.90962054,-0.04379632, 0.03356823,-0.15555847, 0.25807686, 0.15652376, 0.07159223,-0.21340298,-0.33282724, 0.10607525, 0.13500750, 0.13838349, 0.01948964, 0.13306328, 0.49970214, 0.11261016, 0.17338036, 0.28769123, 0.17276609
O00232, 0.32260707, 0.31035521, 0.29693024, 0.22973665, 0.24177203, 0.68444873, 0.30293174,-0.38670949, 0.26553401, 0.24384875, 0.21070832,-0.02789385, 0.33028522, 0.23189562, 0.22720465, 0.27620523, 0.37883505, 0.22526042, 0.23493631, 0.20480731, 0.31120210, 0.31434581, 0.31058783
O00244,1.7947366,2.0612451,1.6084556,1.6533019,0.9328033,1.1246479,1.7553552,1.1730344,1.1671453,0.9064126,0.9415865,1.2140212,0.9350892,0.8836386,0.9954088,0.8498390,1.1093258,1.0424969,1.7682348,1.5482112,0.8714630,0.8908152,1.6076328
