E9PAV3,-0.078376955,-0.049475700, 0.058160475,-0.062292282,-0.272151120,-0.198628807,-0.145913648,-0.002775963,-0.522940536,-0.504288957,-0.160851070,-0.689234314,-0.766156425,-0.925576907,-0.728223310,-0.698036447
O00154, 0.5141826, 0.6094030, 0.6601054, 1.2796225, 0.3063630,-0.0156590, 1.5693660, 0.3993441, 0.7310497, 0.7627899, 0.5252905, 0.7627899, 0.6617765, 0.7310497, 1.0827775, 0.7627899
O00264,-0.124827680,-0.014341388, 0.076788621, 0.019287606,-0.223536192, 0.022399743,-0.284968768,-0.070500549, 0.186289572, 0.226640319, 0.351571331, 0.190938629,-0.278863460, 0.008931305, 0.162758797, 0.031566696
O00299, 0.26357576, 0.22186870, 0.12177065, 0.33264096,-0.05790536, 0.40214324, 0.25503125, 0.42033391, 0.19771349, 0.30253289, 0.23163024, 0.03082165, 0.04942974, 0.36269944, 0.10810245, 0.32644986
O00410, 0.27800633, 0.28301816,-0.05372454, 0.02951716, 0.09496725, 0.09583598, 0.10736720, 0.05145400, 0.37139558, 0.10748607, 0.02562127,-0.17337463, 0.02275020,-0.44977996, 0.12294838, 0.09290801
O00422, 0.003000666, 0.024039498, 0.088809261, 0.004426326, 0.123356129, 0.089065778, 0.255866635, 0.211966146,-0.057244135,-0.057244135,-0.032039809,-0.099718964,-0.080105792,-0.050701697,-0.057060734, 0.091671194
O00567,0.1864171,0.1478649,0.3083504,0.2327024,0.2794969,0.1666871,0.1478649,0.1963895,0.1718745,0.1718745,0.3083504,0.2666845,0.2423351,0.2569403,0.2152117,0.2015990
O00571,-0.01207012, 0.21141526,-0.05048463, 0.02614211, 0.01914394, 0.15749620, 0.19969839, 0.42322680,-0.13933857,-0.28566048,-0.06728313,-0.03913110,-0.16813080, 0.10199864,-0.09945643,-0.15762594
O14579,-0.08076835,-0.08076835,-0.14962662,-0.08076835,-0.06418172,-0.08076835,-0.08076835,-0.08076835,-0.47930293, 0.15377927,-0.12335620, 0.08321862,-0.22296822,-0.21083988,-0.33705637, 0.08951806
O14737,-0.01708412,-0.01708412,-0.01708412,-0.01708412, 0.40786289, 0.19176648,-0.01708412,-0.01708412, 0.19176648, 0.19176648, 0.19176648, 0.19176648,-0.23677790,-0.45287431,-0.02792730,-0.02792730
O14745,-0.23187461, 0.05687659,-0.23187461, 0.13399490, 0.05687659, 0.13399490,-0.23187461, 0.05687659, 0.13399490, 0.13399490, 0.13399490, 0.13399490, 0.36349336, 0.13399490, 0.36349336, 0.36349336
O14818,-0.124009126,-0.072300131, 0.005743167, 0.081531298,-0.048970897,-0.134295306,-0.161078902,-0.142389021, 0.054509031,-0.075826476, 0.009622994,-0.048408390,-0.009181919, 0.002023344,-0.023738367,-0.278150034
O14979, 0.19642552, 0.18237251, 0.21812076, 0.26098575, 0.21988584, 0.02023204, 0.40797583, 0.37280990, 0.01781664,-0.04376686,-0.14525800, 0.06343056, 0.17276921, 0.30863666, 0.23109991, 0.12137592
O14980, 0.04615699,-0.08146066, 0.07575553,-0.03839911, 0.20368241,-0.07213221,-0.08146066, 0.11854407, 0.01748830, 0.01748830, 0.07575553, 0.13293692, 0.04202244, 0.14430689, 0.12787252, 0.14667407
O15143,0.7037515,0.7295847,0.3566729,0.7900958,0.4271925,0.7497883,0.6603921,0.8424803,0.7787759,0.7873869,0.5044834,0.7873869,0.6865895,0.7787759,0.7643227,0.7873869
O15347,-0.537996692,-0.009173376,-0.100605368,-0.009472478,-0.439836718,-0.154938208,-0.187603940,-0.124576926,-0.224015366,-0.047740927,-0.183205154,-0.047740927,-0.191295374,-0.224015366,-0.107217781,-0.047740927
O15355, 0.221784573, 0.003142848, 0.131987755, 0.000597222,-0.070729516, 0.123262282, 0.098352284, 0.250020202, 0.087189316, 0.084459991, 0.148993913, 0.097984130, 0.212913550,-0.017652455,-0.106965584, 0.401429097
O15371,-0.40052577,-0.58282799, 0.06651611,-0.31432495,-0.71360326,-0.35089088, 0.04621940,-0.11276303,-0.22000067,-0.13386025,-0.36592377,-0.40422311,-0.41558257,-0.12710482,-0.08671381, 0.25225962
O15372, 0.299036705, 0.237128620, 0.533215728, 0.237076139, 0.355788113, 0.257999846,-0.164892501, 0.297633873, 0.036996569,-0.408306487, 0.148586045, 0.050014146, 0.068446238, 0.061239668, 0.005881167, 0.475280421
O15511, 0.21443087, 0.21443087, 0.07524461, 0.21443087,-0.11355309, 0.21443087, 0.21443087, 0.21443087, 0.45529917, 0.15758934,-0.38715467, 0.03040409,-0.11109394, 0.38263035, 0.46635183, 0.25172095
O43143,0.25690338,0.40877940,0.61493376,0.62982478,0.56221318,0.42839028,0.35173801,0.56065018,0.16264981,0.15346442,0.26581420,0.12942665,0.26160850,0.24165363,0.05345009,0.26210791
O43175,-0.30539532,-0.21031836,-0.09853609,-0.25563216,-0.22528013,-0.25954094,-0.41027372,-0.05560202,-0.48644260,-0.49385802,-0.31563466,-0.53270502,-0.35863603,-0.64533729,-0.29047817,-0.48453766
O43242, 0.037812262,-0.173638750,-0.289648210,-0.337509290,-0.555807307,-0.151120674,-0.530720249,-0.514157020, 0.029772868, 0.005214194, 0.040523562, 0.086294375, 0.052988822, 0.235450730, 0.069666546, 0.157660016
O43390, 0.15577244, 0.13955112, 0.12672178,-0.12128202, 0.23595135,-0.05075199,-0.03596812,-0.10052040, 0.42084617, 0.38415959, 0.59273647, 0.26654669, 0.36385111, 0.28615563, 0.35313808, 0.42128445
O43670,-0.04492211,-0.29841125,-0.34477921,-0.21735287,-0.18527033,-0.30046691,-0.17875486,-0.29993839,-0.18740445,-0.27190084,-0.27615360,-0.27190084,-0.23418719,-0.18740445,-0.23201537,-0.27190084
O43707,-0.626590606,-0.432168054,-0.483677671,-0.511540285,-0.507085911,-0.527900108,-0.654989901,-0.305034157, 0.001258038,-0.187202411,-0.272918992,-0.078583724,-0.373690354,-0.214481618,-0.259395744,-0.033152909
O43776, 0.05307657, 0.06712073,-0.14201877, 0.12937738, 0.79345971, 0.14034934, 0.47301971, 0.45236633, 0.21160676, 0.21628815, 0.23952056, 0.21628815, 0.45840114, 0.21160676, 0.35158781, 0.21628815
O43809,0.2560788,0.2560788,0.2648699,0.2560788,0.3076448,0.2560788,0.2560788,0.2560788,0.2924833,0.2940561,0.2080702,0.1816971,0.4208081,0.0563999,0.1877569,0.2203826
O43852, 0.06443161,-0.05138010, 0.09346994, 0.05361258, 0.18891878,-0.16895537,-0.25367266, 0.09096233,-0.03052349,-0.13212552,-0.01834906,-0.13740198,-0.35371552, 0.03713577,-0.34868057, 0.04205209
O60506, 0.051807788, 0.055928976, 0.224262933, 0.148216220, 0.100561749, 0.054992751, 0.043104921, 0.270621288,-0.138856952,-0.214965279,-0.140198812,-0.038298105,-0.154633315,-0.007912533,-0.347572042,-0.109733546
O60664,-0.04319186, 0.38338861, 0.83822122,-0.08345721, 0.83822122, 0.84092222,-0.20690572, 0.38338861,-0.67375153,-0.67375153,-0.67139441,-0.86916273, 0.94047821,-0.74347657,-0.67375153,-0.67375153
O60841,0.3534439,0.3511581,0.3831270,0.3528938,0.4696407,0.4430860,0.3511581,0.3321383,0.4931894,0.4931894,0.3831270,0.4736196,0.4733192,0.5494021,0.4240663,0.4320997
O60869, 0.09646838, 0.20623816,-0.06197569,-0.01412568, 0.45814280, 0.03264858, 0.00543655,-0.07648609, 0.00195220, 0.03854213, 0.20080176, 0.03854213, 0.12251034, 0.00195220,-0.02839174, 0.03854213
O75083, 0.529074418, 0.294978814, 0.584720396, 0.266046398, 0.521180691,-0.024982690, 0.608474100, 0.402071791, 0.187271742,-0.095407957, 0.176440714, 0.020152950, 0.378689419, 0.133216784,-0.102004480,-0.008116019
O75347,-0.068550029,-0.068550029,-0.000471966,-0.029058003, 0.007344227,-0.069029521,-0.068550029,-0.057154902,-0.076845715,-0.076845715,-0.000471966,-0.025479070,-0.040443484,-0.059394162,-0.057154902,-0.059394162
O75367, 0.44338956, 0.39236807,-0.01528604, 0.29547854, 0.33155144, 0.55744065, 0.45731808, 0.57580755,-0.13077307, 0.14398464,-0.24182899, 0.05798409, 0.12025469, 0.22480084, 0.03563617,-0.15984012
O75368,0.1330484,0.1330484,0.1330484,0.1330484,0.7639958,0.3468978,0.1833912,0.1330484,0.3972406,0.3972406,0.3972406,0.3972406,0.1833912,0.3972406,0.3972406,0.3972406
O75369, 0.08136371, 0.08136371, 0.21389708, 0.08136371, 0.23105691, 0.08136371, 0.08136371, 0.08136371, 0.24415060, 0.21446268, 0.18307797,-0.21452214, 0.29563007, 0.52577047, 0.43635363, 0.03575614
O75390,0.5213198,0.5213198,0.5372392,0.5213198,0.4897215,0.5213198,0.5213198,0.5213198,0.5689492,0.6298603,0.4129081,0.3651498,0.4263961,0.4635137,0.4485958,0.2511220
O75494, 0.22879468, 0.12282830,-0.23255762, 0.07089859,-0.23683866, 0.08278122, 0.29738568, 0.28391289, 0.31826246, 0.31826246,-0.02112018, 0.14689359, 0.19882329, 0.25874647, 0.24160323, 0.29378972
O75533, 0.18305836, 0.18305836, 0.22310129, 0.18305836, 0.32937017, 0.18305836, 0.18305836, 0.18305836,-0.02799691, 0.13445763, 0.56284315, 0.44271435, 0.29080974,-0.07235252,-0.11599341, 0.41062932
O75643, 0.09203490,-0.04484051, 0.16229022,-0.00380741, 0.27592605, 0.04126779,-0.04484051, 0.06046593, 0.20608746, 0.20608746, 0.16229022, 0.21555160, 0.20736542, 0.27897655, 0.14657423, 0.18343612
O75821,-0.13621826,-0.06532141,-0.03698215,-0.19700307,-0.21425312,-0.03524616,-0.02720185,-0.16828957, 0.52985257, 0.73680265, 0.67362110, 0.54287225, 1.02229533, 0.77333668, 0.91508215, 0.73858693
O75822,-0.27171405,-0.27171405,-0.16379379,-0.27171405,-0.05134187,-0.27171405,-0.27171405,-0.27171405,-0.27171405,-0.27171405,-0.08821094,-0.27171405, 0.03424081,-0.23660297,-0.27171405,-0.27171405
O75874,-0.20456857,-0.27398243,-0.05727099,-0.11754839,-0.11024121,-0.37754402,-0.02478608,-0.31642692, 0.33198516, 0.18769702, 0.34347963, 0.09227257, 0.44418785, 0.49957564, 0.20491895, 0.45498836
