E9PAV3, 0.40010986, 0.37397993, 0.38757005,-0.27933788,-0.45105693, 0.22879304, 0.68822750,-0.27639437,-0.40635189, 0.34669574, 1.32551110, 0.96135768, 0.19556506, 0.57495966,-0.24861012,-0.25731453, 0.17980259,-0.02170173, 0.72746932, 0.21519590,-0.31935951, 0.16978342, 0.38311073
O00154, 0.35143703, 0.75311084, 0.55405905,-0.32660969,-0.29781914, 0.18273690,-1.37231538,-0.31316737,-0.35284217, 0.02535610,-0.43873172, 0.32575533,-0.25873708, 0.30252498,-0.54671106,-0.28942415,-0.39887560,-0.27071452, 0.01107148, 0.33876813,-0.37142705, 0.01082420, 0.20442250
O00264,-0.60163745,-0.32648243, 0.12521612,-0.35237948,-0.94905792,-0.29227770,-0.63820270,-2.03700976, 0.35670173,-0.44904607,-0.47074055,-0.46540531,-0.12519702,-0.44933617,-0.65570738,-1.44165879,-1.37569939,-1.18327305,-0.85233171,-1.23445890,-0.90731262,-0.04489695,-0.92624833
O00264,0.3061643,0.3668438,0.1314933,0.6738829,0.3921069,0.3811345,0.1973391,0.3851960,0.3989379,0.4434551,0.4909551,0.4028897,0.3899803,0.2311737,0.3929064,0.3742806,0.2352852,0.2581988,0.6655781,0.2232618,0.3803530,0.2115197,0.2509196
O00299, 0.72908826, 0.88139027, 0.75934122, 0.61316552,-0.10223396, 0.94517356, 1.12170150, 0.54547915, 0.03363558, 0.80510577, 0.12233616, 0.51590119, 0.21996870, 0.31507136, 0.14755068, 0.80221150, 0.60070720, 1.36347862, 1.22612698,-0.37657054, 0.37747251, 0.91577775, 0.42414116
O00410,1.0773080,1.0674450,1.0691667,0.9118138,1.1477800,1.1356511,1.1396408,1.1408691,1.1304873,1.0585396,1.2016841,1.2520159,1.2391065,1.1734754,1.1485795,1.1299537,1.0606512,1.0835649,0.8374583,1.1655635,1.1360261,1.1538215,1.0762856
O00422,0.6149883,0.8054225,0.4420162,0.5927564,0.6883344,0.5094194,0.3811230,0.6814234,0.6341334,0.6063262,0.9405243,0.8084378,0.7955284,0.5472437,0.6891338,0.6705081,0.6084378,0.6313514,1.1831341,0.4070456,0.6765805,0.5275898,0.6240722
O00567,-0.68668907,-0.23332160,-0.55907514, 0.22561240,-0.01375129, 0.52289864, 0.34313929, 0.09137903, 0.39966724,-0.77125626,-1.16814012,-0.64599858,-0.97758175,-0.38101180,-0.17615896, 0.63818173, 0.11994149, 0.26534906,-1.04204996,-0.06548136, 0.48940438,-1.22655217,-0.09144297
O00571, 0.51664435, 0.85752461, 0.63719676, 0.39277183, 0.61408140, 0.58872415, 0.20288071, 0.33605010, 0.09631274, 0.60584158, 0.24798159, 0.53896541, 0.60860378, 0.41690815, 0.77432221, 0.22753219, 0.50403902, 0.54526138,-0.20727860, 0.26836808, 0.08047098, 0.29318272, 0.80311963
O14579, 0.04825468, 0.13210065, 0.33951926,-0.15779516, 0.24978015,-1.73258617,-0.79546757,-0.68311488,-0.87228942,-0.66470265,-0.35503295,-0.47815820,-0.50479430,-0.83731033,-0.43736792,-0.86416115,-0.40069741,-0.28210643, 0.40344659,-0.70583082,-0.89087431,-0.19280042,-0.37171245
O14579, 0.1622323, 0.1972105, 0.2360237, 0.6287092, 0.2420501, 0.2887446, 0.2927344, 0.3432514, 0.3569934, 0.2044191,-0.1379334,-0.1203474, 0.2975905, 0.3265690, 0.2428496, 0.2242238, 0.2065308, 0.3120733,-0.1906218, 0.3186570, 0.3384085, 0.3069150, 0.3047940
O14737, 0.4456484, 0.5344970, 0.8603573, 0.4025449, 0.9176891, 0.6730200, 0.6793100, 0.9107781, 0.9245201, 0.5478760, 0.2793364, 0.6750641,-0.1803548, 0.6911332, 1.1438133, 0.9886800, 1.0181120, 0.8263914, 0.3293491, 0.5946336, 0.9059352, 0.6714793, 0.5542689
O14745, 0.68704220, 0.71180277, 0.84635342, 0.63718404, 0.46625058, 0.76654169, 0.62927753, 0.74840248, 1.02373387, 0.42724600, 0.58634072, 0.36078340, 0.27617447,-0.24515766, 0.77056272, 0.26697319, 0.50037252, 0.84040232, 0.89286799,-0.46461673, 1.19374801, 0.44678988,-0.01892886
O14818, 0.327124204, 0.192603424, 0.233845459, 0.981793810,-0.311369491,-0.996437182,-0.455243789,-0.318280451,-0.334845368,-0.073566182,-0.202786434, 0.418748380, 0.135423670, 0.027013051,-0.366101796,-0.384727551,-0.120889937,-0.685329632,-0.502717617, 0.007933029,-0.353430249,-0.003808989,-0.362127620
O14979,0.61814737,0.56705563,0.59157353,0.64160153,0.50389354,0.56973763,0.55248470,0.50756566,0.55651926,0.38326170,0.12800723,0.03130802,0.21467626,0.12404692,0.73237580,0.59200764,0.80266009,0.56345517,0.11627308,0.70469320,0.79934479,0.43200581,0.37753234
O14980,0.4224453,0.4240319,0.4081138,0.5856095,0.4987975,0.4731781,0.5575841,0.5040541,0.3840495,0.3752976,0.6348283,0.4949333,0.5624402,0.5914187,0.4995970,0.5554794,0.3774092,0.6123536,0.5062961,0.5835068,0.3654647,0.5717647,0.6050744
O15143,0.03184323,0.06868280,0.07943653,0.08664492,0.11597438,0.14742134,0.15141106,0.08557788,0.12280537,0.11934875,0.18874679,0.16917652,0.15626716,0.18524566,0.11677382,0.09814806,0.14335848,0.16627211,0.45771386,0.17733374,0.08073495,0.16559172,0.15899287
