D6RIA3, 0.29351286, 0.07106017, 0.02150451,-0.07392735, 0.31540216,-0.31684500, 0.49680015, 0.45978689, 0.55287056, 0.12094762, 0.22898410, 0.36695775, 0.47790994,-0.06474109, 0.09151629, 0.49243085, 0.49090993, 0.49265436,-0.47121275,-0.02016818, 0.05645360, 0.57518878, 0.47291309,-0.17506747,-0.06092846, 0.42563176, 0.47754602,-0.16993653,-0.22038913, 0.07246170, 0.56639136, 0.45246746, 0.45338466, 0.28538065, 0.37214787, 0.62413990, 0.41807436, 0.42981436, 0.18198821, 0.55335008,-0.30191437, 0.52703550, 0.56534642, 0.56434652, 0.07384976,-0.42793235, 0.50975154, 0.55589131,-0.50932080, 0.02471309, 0.59415269,-0.01853556,-0.43175734,-0.09602190, 0.22378041, 0.20973158
E9PAV3,-0.57999338,-0.61820773,-0.66643417,-0.94344384,-0.72331128,-0.93044023,-1.59094740,-1.34197674,-1.08034621,-0.81775681,-2.42380153,-1.96045236, 0.59066568,-0.21885756,-0.82154018,-1.40896014,-0.13129023,-0.37000341, 0.22363950,-0.22118859,-0.26719317,-0.88029182,-0.87527516,-0.63884764,-1.76324522,-0.65969451,-1.33902545,-0.97649336,-1.39938022,-1.25767082,-0.85859874,-0.89171336,-0.36761838,-0.66234430,-0.49643277,-1.15138745,-0.63899335,-0.09538831,-1.41717264,-0.90766699,-0.69120100, 0.63912152,-0.83194384, 0.08862868,-0.39916607,-1.27471677,-0.86766376, 0.90744195,-1.02302124,-1.11214611,-1.32775466, 0.33854514, 0.05846588, 0.39502695,-0.23789590,-0.93788693
E9PRG8,-0.01694202, 1.03087316, 1.92194231, 0.82036573, 0.59764845, 0.77461672, 1.13586879, 1.13391965, 0.81304322, 0.41686845, 0.94116949, 1.04356337, 0.99956735, 1.01849864,-0.50988022, 0.95179362, 0.92206693, 1.25745196, 0.91512684, 0.39323949, 0.81111045, 0.91983718, 0.76698721, 0.67262639, 0.99238733, 0.56884022, 0.99911536,-0.37921273, 0.41300568, 0.98352040, 1.03808325, 0.75389318, 0.34356149, 1.07292178, 0.86318036, 0.49590814,-0.64246536, 0.30847943, 0.55782692, 0.01599855, 0.78671646, 0.75083675, 0.29223462, 0.98674019, 0.79585784, 0.50870007, 0.72261418, 0.87742204, 1.32069155, 1.26370623, 0.96587517, 0.94288435, 0.61233270, 0.80739140,-0.50490485, 0.13119129
O00154,-0.266359220, 0.465082608, 0.554510919,-0.327971888,-0.546458273,-0.492124932, 0.597362263,-0.645460518,-0.139208073, 0.024542785,-0.055020589, 0.085952855,-0.470738106, 0.183754572, 0.540590365, 0.120798460, 0.670708006,-0.155272274,-0.694388236,-0.236314740,-0.071497036, 0.119671218,-0.139098305, 0.378492350,-0.367656055,-0.003082419,-0.300869808, 0.561520546, 0.918880908,-0.327373733,-0.521164221, 0.035361596, 0.669138214,-0.601441075,-0.376457473, 0.878308114, 0.651939147,-0.198833374,-0.471236649,-0.796549668, 0.185166161, 0.104896432,-0.246214316,-0.078039061, 0.599022711,-0.541233434,-0.020404319,-0.244642895, 0.703913923, 0.089294727, 0.120019380, 0.135113682,-0.045926768,-0.415079628, 0.542430640,-0.329731715
O00159, 1.37601492, 0.54884201,-0.03628958, 0.86242774, 0.96617530,-0.13226147,-0.23798052, 0.21587307,-0.07865638, 0.73587302,-0.34168434,-1.27532196,-0.21005114,-0.28323431, 0.54498389,-0.83006990,-0.61207901,-0.48768968, 0.32750813,-0.66687232, 0.81024104, 1.33210714, 1.10834506, 0.52520010, 0.69195105, 0.49524708,-0.10765887, 0.80444606, 0.36527438,-0.10992674,-0.81823399,-0.02647546, 0.97166125,-0.37169930, 0.34485603, 0.03308652,-0.08256678,-0.92806743, 0.81427252, 0.76416185, 2.75822002, 0.12382249,-0.16800592, 0.07579034, 0.83257132, 0.14575798,-0.05903805, 0.47452614, 0.05968497, 0.48397626, 0.42205924, 0.35210900, 0.22410656, 1.00029375, 0.12030754,-0.19743761
O00170,-0.13417204, 1.70429711, 1.11921204, 1.47008786, 0.49027773, 0.51468729, 1.10412768, 0.60839778, 0.74784950,-0.03738942, 0.72762177, 1.00912017, 0.96881826, 0.94801817, 0.08655270, 0.90757595, 1.01758832, 1.01933275,-0.05512299, 1.21381221, 0.25501710, 1.26021815, 1.06991944,-0.11178854, 0.67860188, 0.63224559, 1.05221202,-0.02349505, 1.08890958, 0.52306524, 0.92353352, 0.95504956, 0.53923362, 0.31575576, 1.02330144, 0.26615449, 1.37463333, 0.90800705,-0.62015102,-0.62701234,-1.25542593,-0.08064711, 0.92248858, 1.01151630, 0.90956927, 1.32668496, 1.20380880, 0.75087026, 0.84889683, 0.59662688, 1.04964432, 0.87412303, 1.00906620, 1.06176634, 0.11537030, 0.89281884
O00182,-1.44775781,-0.28106588,-0.46050948, 0.79471640, 0.24693772,-0.20589510,-0.22458246,-0.37057410,-0.43150257, 0.19249642,-0.23594165,-0.71237306, 0.12940592,-1.40960934,-0.19728881,-0.18655828,-0.38481549,-0.56254479, 0.11837351,-0.18535822,-0.19098763,-0.73107245,-0.94827372,-0.77837826,-0.35085810,-0.11886173,-0.41195289,-0.62603122,-0.94481335,-0.43371009, 0.06093069,-0.73830179, 0.83596771, 0.12785882,-0.02043249,-1.08063949, 0.16068653, 0.02395935,-0.43815149,-0.82205450,-0.37941405,-0.37849167,-0.58576431,-0.56523804,-0.49912402,-0.48564357,-0.87083795,-0.63368438,-0.40063749,-1.54655316,-1.07195591,-0.46071581,-0.37562393,-1.35010890,-0.12282799,-0.51587446
O00231,-0.08145095,-0.43547081,-0.50982143,-0.05617176,-0.30308730,-0.98159778,-0.34847524,-0.02138099,-0.35689050, 1.11092724,-0.45431457,-0.68742114, 0.06307704, 0.49282208, 0.66224940,-1.10324583, 0.53787639,-0.80441281,-0.14521267,-0.05420719,-0.67082597,-0.64617668,-0.51585877,-0.43460192,-0.18756635,-0.91378863, 0.62113616,-0.44560942,-0.22779646,-0.54085575,-0.79526969,-0.28105517,-0.20486600,-1.28832238, 0.42444937, 0.11702969,-0.56810089,-0.49042695, 0.30875911,-0.35207480, 0.89809499, 0.56886377,-0.45687891,-1.35044479,-0.77556157,-0.50759069,-0.55639545,-0.90096607,-1.08310541,-0.29981184,-0.40756318,-0.51872591,-0.05560028,-0.73563259, 0.12057805,-0.02536616
O00232, 0.406114279, 0.363648724, 0.463003736, 0.651271068,-0.575663257, 0.349573564, 0.260196496, 0.294002948, 0.676957326,-0.258166840, 0.495580055, 0.399426811, 0.042080597, 0.534477929, 0.180207798, 0.957994364, 0.318805925, 0.254868820,-0.360722843, 0.114338214, 0.053293798, 0.250179892, 0.500419935, 0.354182343, 0.051718697,-0.033298366, 0.630583751, 0.324104526,-0.966495672, 0.244288742, 0.723824097,-0.385777862,-1.553199916, 0.006770056, 0.665354932, 0.423534510,-0.642829437, 0.715287021, 0.527805924, 0.653025483, 0.654426455, 0.069349802, 0.763824230, 0.340238585, 0.329268001, 0.688288015,-0.202064270, 0.713324050, 0.511534894, 0.527411715, 0.687147367, 0.220043788, 0.504542080, 0.289885319,-0.292908239,-0.376919781
O00244, 0.37523956,-0.43286076,-1.09871756,-0.77490626,-0.74106013,-0.45651151,-0.06368298,-0.11559453,-0.58553155,-0.18155127, 1.15406185,-0.09704007,-1.26473133,-1.05066700, 0.29159204, 0.08366347,-0.57322365,-0.92348954,-0.61265801,-1.11568161,-0.33451611,-0.50663123,-0.60448177, 0.09939318, 0.57110006,-0.56630172,-0.41363562, 0.12053449,-0.22817220,-1.16879126,-0.12732154,-0.10110276,-0.73659518, 0.18608699,-0.27310352,-1.30186043,-0.14941343, 0.07694480,-0.08134384,-0.06988639,-0.06571231, 0.12209870, 0.05702265,-0.63144140,-0.82463715,-0.31322551,-0.75448356,-1.11370212,-0.67726566, 0.17426444,-1.27724017,-1.27258758, 0.30533216,-0.16226067,-0.69386886,-0.21074819
