E9PAV3, 0.85736501,-0.04529603, 0.32045564, 0.70968741,-0.56672434,-0.80807448, 0.91623017,-0.51522463,-0.12560965,-0.03795686, 0.09827004, 0.17843099
O00151,-0.14872465, 0.03454352, 0.01463456,-0.07862903, 0.09347404,-0.09324178, 0.06959328, 0.10653535, 0.13027154, 0.09127145,-0.07070247, 0.09896440
O00159,-0.09568962, 1.14072247, 0.27800523,-0.10802428, 0.24607519, 0.15284692, 0.16822701, 0.05166345, 0.24016067, 0.03639955, 0.01762067, 0.66527097
O00231,-0.60470485, 0.28838934,-0.09402396,-0.21164476,-0.01705249,-0.02802485,-0.18676306, 0.11556061, 0.15772728, 0.12121873, 0.15330131,-0.08177200
O00232,-0.8307349,-1.2184392,-0.7903732,-0.8133356,-0.8985340,-0.1980202,-0.7938687,-0.8854726,-0.7331904,-0.9007366,-0.7376164,-0.8786853
O00244, 0.6849034, 0.7466077, 0.6599198, 0.9920316, 0.8392717,-0.3844282, 0.6854990, 0.3222849, 0.7461772, 0.8370691, 0.7417513, 0.9013302
O00264,0.4481720,0.2063661,0.9661141,0.6549818,1.0281696,0.8286509,1.0628061,0.9987687,1.1239525,1.1019454,0.6995218,1.2907750
O00264,-1.4848316,-0.6736326,-2.8703324,-1.8839863,-1.6735779,-0.5638534,-1.4193768,-1.6605166,-1.3586985,-1.6757805,-1.3631245,-1.7934203
O00299,-0.6532865,-0.6157528,-2.1683157,-2.4380904,-0.3343397, 0.7320987,-0.7911899, 0.3079614,-0.9590641,-0.9437460,-0.3165497,-0.1935243
O00303, 0.675958003, 0.790167558, 0.635871057, 1.461705594,-0.130539801, 0.272856483, 0.008957745, 0.525328064, 0.746053672, 0.395455962, 1.077639664, 1.497269090
O00410,-0.46752261,-0.81835774, 0.01742041, 1.30563985, 0.39187332,-0.22761906, 0.27255023, 0.12279194, 0.23580476, 0.28479779, 0.23137879,-0.36122313
O00422,-0.8755721,-1.5934553,-0.7985749,-0.9640608,-1.0316432,-0.4377341,-0.7925778,-1.0185819,-0.7318996,-1.0338458,-0.7363255,-0.9293579
O00425,0.5657074,0.4790692,0.4591603,0.5109792,0.7466372,0.6216457,0.3123061,0.6216457,0.5991690,0.4761330,0.7379581,0.5777750
O00483, 0.5062633,-0.6088650, 0.5639690, 0.1176510, 0.8190059, 0.6893891, 0.6780511, 0.6893891, 0.7387293, 0.6741252, 0.5835494, 0.6422585
O00487,-0.12712111,-0.22586490,-0.24577387,-0.23899832,-0.23565512,-0.79267603,-0.18353189,-0.22259380,-0.12285363,-0.23785771,-0.04671284,-0.16433041
O00515,0.3392990,0.3394683,0.3912307,0.1911356,0.7194508,0.4581904,0.6097693,0.5728718,0.5063944,0.5576079,0.5019684,0.6511299
O00541,-0.49887812,-0.99565951, 0.08597561,-0.61207041,-0.42456418,-0.32273777,-0.47380758,-0.41150286,-0.41312932,-0.42676677,-0.41755529,-0.43562843
O00567,-0.005024565,-1.236212322,-0.400894465,-0.843941398,-0.134784311,-0.025645492,-0.257714561,-0.530345264,-0.625316088,-0.979044625,-0.952722508,-0.463190277
O00571,0.5815390,0.2979233,0.1643340,0.7233358,0.1955874,0.3444359,0.5347123,0.7486639,0.4850921,0.4033978,0.5646040,0.5963185
O14579, 0.29455116, 0.44154413,-0.28912076, 0.47958153, 0.05087662, 0.56220335, 0.11892733, 0.56220335, 0.17995885, 0.22191028, 0.17517962, 0.27617841
O14579,-0.18743427,-0.13630441, 0.30440000,-0.37382540,-0.07245657,-0.05939526,-0.16623753,-0.05939526,-0.10555927,-0.07465916, 0.03389702,-0.07114332
O14602,0.7049218,0.6605503,0.7125561,0.5714037,0.4346190,0.4732306,0.3268779,0.4653325,0.5701831,0.7149732,0.5962703,0.4113852
O14684,1.805788,1.841649,2.304436,1.828515,2.360102,2.372614,2.712323,2.372614,2.773001,1.904989,2.317760,2.393781
O14737,-0.09921592,-0.04461608,-0.06452505,-0.05774950, 0.09021656,-0.70853725, 0.02146035,-0.61350066,-0.10824396,-0.72380115,-0.72148002,-0.26109386
O14745,0.01852804,1.17546966,0.69159965,0.63823186,0.70086227,0.04457130,0.64633292,0.56988850,1.04914439,0.69865968,0.70258521,0.72123489
O14818,-1.1406711, 0.4437739,-0.4509648,-0.8412862,-0.2212858, 0.2068834,-0.4599219,-0.4521726, 0.1793052,-0.2325890, 0.1748793,-0.2749356
O14828,-0.1138213, 0.3678923, 0.3479833, 1.2010769, 0.4422480, 0.4553093, 0.3556464, 0.4553093, 0.4163247, 0.4400454, 0.4118987, 0.4312189
O14880,-1.30093793,-2.35309762,-1.50990709,-0.03221034,-0.97275999,-0.18326838,-0.87647761,-1.23621758,-1.12317141,-1.28761894,-1.12759739,-1.68703259
O14949,-0.2103470, 0.2415969, 0.2216879,-1.3320934,-0.2159703, 0.2453445,-0.1727254,-0.2029089,-0.1120472, 0.2300805,-0.1164731, 0.3032185
O14950,-0.168427825, 0.113983143, 0.231003887,-0.215961971,-0.057313181, 0.529415957,-0.090046596,-0.242651708, 0.059420494,-0.195001703,-0.002549931, 0.202388391
O14974, 0.2875699,-0.3907182, 0.3103309, 0.4115637, 0.3872430, 0.4003043, 0.3069655, 0.4003043, 0.3676438, 0.3850404, 0.3632178, 0.3942118
O14979, 0.45374041, 0.60080466, 0.60798997, 0.37610558,-0.01863498, 0.18792375, 0.22828472,-0.33499957, 0.30753527, 0.08338750,-0.23205757, 0.62510828
O14980,-1.553365,-2.161120,-1.743615,-1.593153,-1.578801,-1.039963,-1.514172,-1.565739,-1.453494,-1.581003,-1.457920,-1.524572
O15042, 0.13088625, 0.13027844, 0.63861806,-0.07818945, 0.20188991, 0.04096913, 0.34093065, 0.21495122, 0.40160891, 0.19968732, 0.20889451, 0.19117789
O15127,0.7071892,0.5974785,0.7967637,0.5843451,0.5908331,0.6038944,0.5261725,0.6038944,0.5522206,0.6540609,0.5477947,0.6603043
O15143,-0.6300486,-0.5423687,-0.6512559,-1.3403168,-0.5890832,-0.1266897,-0.6081326,-0.5760219,-0.5474543,-0.5912858,-0.5518803,-0.4646139
O15145,0.29209904,0.46943109,0.32619038,0.09314191,0.25122924,0.19543516,0.15872086,0.22441259,0.37608848,0.39989151,0.25761914,0.37666447
O15173,-0.3824628,-0.2231219,-0.2430309,-0.3301575, 0.2628213,-0.4161767,-0.1613863,-0.1872848,-0.1007080, 0.2606187, 0.1910901,-0.1585979
O15355,-0.80959825,-0.44065673, 0.61495511, 0.06099392,-0.02795907,-0.06166119,-0.34836404,-0.38828439, 0.19920219, 0.15120082,-0.14024582,-0.19529005
O15371, 0.2227953, 0.7676458, 0.7477368, 0.5902137, 0.1962257, 0.7656611,-0.3403178, 0.6698201, 0.5752076,-0.8228840, 0.3612179, 0.4615527
O15372, 0.5609738, 0.8606542, 0.4428492,-0.1673806, 0.5668596, 0.4864627, 0.6682248, 0.3218891, 0.9045566, 0.2629596, 0.5939699, 0.6872084
O15511,-0.08601217, 0.89278904, 0.22976722, 0.49556314, 0.22777240,-0.06871521, 0.25384869, 0.56594573, 0.45148830, 0.67756098, 0.44706232, 0.41703755
O43143, 0.11229406,-0.69415690, 0.18639197, 1.05483432,-0.11950821,-0.14238791,-0.30764375,-0.61021072, 0.32230127, 0.07434301, 0.90173741, 0.37698959
O43169, 1.2189144,-0.5604879, 1.7859769, 0.8238015, 1.2736988, 1.2460288, 0.9380899, 0.7430009, 0.9512858, 0.8220712, 0.6569277, 0.8907117
O43175,-0.59099418,-0.65989701,-0.90032869,-0.68671780,-0.17534382, 0.06980935,-0.55777181, 0.40741804, 0.86031917,-0.49650070, 1.05826294, 0.44959464
O43242, 0.239792624,-0.048302283, 0.162138175,-0.648058191,-0.000599332,-0.348333134,-0.068026546,-0.065245051,-0.115759087,-0.120511041,-0.120185061, 0.209382615
O43290,-0.44285414,-0.30827998, 0.04026512, 0.09394691,-0.33909864,-0.04773750,-0.38594235,-0.32603733,-0.32526408,-0.34130123,-0.32969006,-0.24007825
O43390,-0.07575447,-0.18506580,-0.20497477,-0.17635345,-0.33709899,-0.49533701, 0.05019874,-0.32403767,-0.12758452,-0.10033474,-0.32391875, 0.10498805
O43390,-0.243696803,-0.245689121, 0.011344196,-0.258822535, 0.020738242,-0.171905404,-0.054007946,-0.171905404, 0.006670317,-0.187169310,-0.169461823,-0.180165534
O43390,-0.423747376, 0.140847412, 0.124967199, 0.153412826,-0.045849512,-0.041440165,-0.040321446,-0.034055229, 0.196156575, 0.150257155, 0.191730602,-0.005741807
O43390,-0.08807337,-0.33027390,-0.35018286,-0.34340731,-0.76060408,-0.48531135,-0.12574346,-0.41324564, 0.37404654,-1.51222703,-0.14481936, 0.33602330
O43399,-0.90671828,-0.29391586,-0.46137625, 0.20108821,-0.01816174, 0.36306539, 0.18695611,-0.25186957, 0.02397584,-0.04325005, 0.01954987,-0.48163046
O43583,0.7644640,0.3522213,0.6451848,0.3264983,0.6946502,0.5000850,0.5294508,0.6057046,0.4671630,0.5133775,0.4273716,0.6977102
O43684,-0.1173266, 0.5201286, 0.8507649, 0.3348708, 0.4208197, 0.5559443, 0.1185831, 0.5274892,-0.4219504, 0.5122253, 0.1748354, 0.1378050
O43707,-0.69185264, 0.08255293,-2.21122235,-0.06934787, 0.50331550, 0.87026521, 0.85885984, 0.22168588, 0.27462433, 0.65425369, 0.45125256, 0.12301655
O43707,0.05328793,0.07488944,0.36948538,0.55612915,0.43945265,0.12330457,0.11905578,0.28474225,0.52054372,0.43725006,0.94124231,0.56519337
O43760, 1.4739121,-0.7754260,-0.7953350, 1.4473490, 1.4771538, 1.4912291, 1.4601605, 1.4902151, 1.5208387, 1.4759652, 1.5164128,-0.6824634
O43776,-0.156100221, 0.158394100,-0.303094569,-0.515453731,-0.174321783,-0.307888353,-0.006020394, 0.000689732, 0.141094314,-0.012955182, 0.050231895, 0.077861435
O43776, 0.788793251,-0.502927808, 0.857485315,-0.550513160, 0.410252595, 0.115539217, 0.359952745,-0.031772634,-0.061867292,-0.005934831,-0.066293266, 0.440827684
O43809,0.46812554,0.26137630,0.24146733,0.24824288,0.24498412,0.06141363,0.14366728,0.19748111,0.24357877,0.28508381,0.19991957,0.32282320
O43852, 0.22723769,-0.01307781,-1.81789348, 1.54410193, 0.03576282,-1.25014343, 0.52061101, 0.90847907, 0.73396444, 0.89321516, 0.70087310, 0.44601941
O43852, 0.10505090,-0.12787435, 0.36288840,-0.65389611, 0.16118379,-0.65815446, 0.53931703,-0.55416514, 0.16800434, 0.15898120, 0.16357837,-0.02564392
O60264,-0.4707021,-0.9199542,-1.1254630,-1.9399924,-0.8072186,-0.6224709,-0.8453334,-1.0627857,-1.0527484,-1.0780497,-0.9455082,-1.0358747
O60313,-0.3451987,-0.8803553, 0.9526935,-0.4055810,-0.2716802,-0.2586189,-0.3132194,-0.2586189,-0.2525412,-0.2738828,-0.2569671,-0.3404880
O60437, 1.4406179,-0.8317945, 0.4353637, 0.3952086, 0.9453161, 0.8762087, 0.3105828, 0.4012755, 0.3712610, 0.4200311, 0.3668351, 0.7577605
O60506,-0.4111318, 0.3419873, 0.5369307, 0.3127735, 0.2531523, 0.1333470, 0.1933540, 0.1904055, 0.5133712, 0.5333881, 0.5089452, 0.2105810
O60506, 0.232230453, 0.260597484, 0.240688518, 0.247464070, 0.459428440, 0.673206837, 0.004806495, 0.308744502, 0.235762616, 0.420254022, 0.153028414,-0.152162731
O60568,-1.12638060,-1.94739156,-0.48426418,-1.04808348,-1.21795633,-0.06352714,-1.10392979,-1.20489501,-1.04325153,-1.22015892,-1.04767751,-1.08469845
O60664, 0.96166023,-0.57871763, 0.75002130,-0.50611481, 0.65530847, 0.39102843, 0.62444338,-0.05722393,-0.04674424,-0.16007756,-0.07021446, 0.46265301
O60701,-0.12303135, 0.30702706, 0.32918400, 1.02125164, 0.48500258, 0.89947011, 0.42573060, 0.43541720,-0.32676555, 0.09531414, 0.33286492,-0.01871194
O60716,0.8921419,0.6434396,0.8794979,0.7433919,0.8788421,0.8919034,0.9189022,0.8919034,0.9795804,0.8766395,0.9751544,0.9624200
O60716,0.7653759,0.7973070,0.7773980,0.7841736,0.8131475,0.8262088,0.6889186,1.0936685,1.1491797,1.1114805,1.1447537,1.1870654
O60763,-1.7386641,-1.8781063,-1.6218379,-1.9338944,-1.8548599,-0.9434992,-1.6911461,-1.8417986,-1.6304678,-1.8570625,-1.6348938,-1.8529884
O60814,-1.5239859,-1.7414797,-1.7613887,-1.7546132,-1.5037749,-0.8849047,-1.4774761,-2.1984715,-1.9565586,-1.4447784,-1.5179351,-2.1960001
O60814,-1.756324,-1.960947,-1.980856,-1.974080,-2.013727,-1.414166,-1.363224,-2.275454,-1.796881,-1.828336,-2.001412,-2.186245
O60832, 0.30457444, 0.07939389,-0.94417248, 0.70081508, 0.01330250, 0.64884490, 0.10234751, 0.36303428, 0.10374736,-0.05264544, 0.09932139,-0.13148940
O75083,-0.48900912,-1.17658089,-1.74300900,-1.15663809,-1.18783561,-0.08491225,-0.46225954,-0.98299477,-1.23280681,-1.44023195,-0.63405709,-1.05452253
O75367, 0.79350975, 0.51413831, 0.63694117, 0.50100490, 1.07096631, 0.88467136, 0.93670493, 0.77569213, 0.80268540, 0.87844495, 0.79269292,-0.03937139
O75367, 0.09633463, 0.25036174,-0.25979269, 0.66378647, 0.13219952, 0.95390298, 0.19157984, 0.31823214, 0.29833435, 0.17835040, 0.29390838, 0.10933461
O75368,-0.871247283,-0.454021733,-0.086538871, 1.137921098,-0.085339311,-0.294280780, 0.001395342,-0.072277995, 0.062073605,-0.087541901, 0.057647632,-0.001628901
O75369, 1.10877901,-1.76913388, 0.20129726, 1.24238780, 0.05863413, 1.51994592, 0.12719412, 0.07169545, 0.18787239, 0.05643154, 0.18344641, 0.29986046
O75369,-0.289027549, 0.495466130, 0.015206924, 0.169014451, 0.036827188, 0.167681188,-0.000671219, 0.182902144, 0.309414612, 0.275698024, 0.304988639, 0.131001190
O75369,0.7162152,0.2750467,0.4685952,0.5717171,0.6991403,1.0836203,0.7947884,1.0836203,0.9225515,0.8541545,1.0434393,0.9867853
O75369, 0.2637872,-0.6151605,-0.2002067,-0.1090099,-0.6157308,-0.6026695,-0.6185823,-0.6026695,-1.0124296,-0.4097307,-1.5021109, 0.2573372
O75390, 0.2461264,-1.4018719,-0.8639041,-1.8669687,-0.5573862,-0.4192461,-0.6195907,-1.6537951,-0.6827420,-0.5768004,-0.6871680,-1.1092534
O75396, 0.33610084, 0.36217902, 0.90484213,-0.70821606, 0.42067350, 0.04053965, 0.27525896, 0.32714755, 0.17469220, 0.33257909, 0.17026623, 0.25129351
O75475,-0.061201584, 0.613663002,-0.095626693,-0.088851142,-0.003786719,-0.155854209,-0.046428171, 0.009274598, 0.014250091,-0.005989309, 0.009824118,-0.006905987
O75477, 0.06579641, 0.83178717,-0.10848503, 0.08334538, 0.18727062, 0.20033194, 0.07845500, 0.20033194, 0.13913326, 0.18506803, 0.13470729, 0.16496680
O75489,-0.11789052,-0.89943092,-0.91933988,-0.91256433,-0.70833949,-1.09929160,-0.85759737, 0.11323031,-0.79691911,-1.11455551,-1.17907096, 0.05154755
O75533, 0.89371509, 0.47382812,-0.32626834,-0.59259253,-0.44367725, 0.33563747,-0.11180270,-0.10963075,-0.08992756,-0.13570991,-0.09435353, 0.41159170
O75534, 0.4036979,-0.1766297, 0.6166566, 0.3823849, 0.5042833,-0.2014643, 0.4341754, 0.2835559, 0.2843814, 0.3070570, 0.2799554, 0.4018727
O75643,-0.11496706,-0.42913148, 0.22470703, 0.95890180, 0.40047588, 0.49578926, 0.11818033, 0.20322877, 0.30576221, 0.35520269, 0.38475612,-0.01525492
O75821,0.57735557,0.54719280,0.48967045,0.46113716,0.36298110,0.41156793,0.14492084,0.22866658,0.14078248,0.61473087,0.09592974,0.95454661
O75844,-0.100211928,-0.085142075,-0.105051040,-0.098275489,-0.091434018, 0.081008591,-0.068241630, 0.081008591,-0.007563368, 0.065744685, 0.117136867,-0.022440377
O75874,-0.34211568,-1.08268834,-1.89744632,-0.31266569, 0.36660168, 0.07771996, 1.05233585,-0.14919989, 0.19250130, 0.36439908, 0.82751405, 0.38999926
O75874,-0.8792237,-1.1293241,-3.5873901,-1.2830757,-2.4093963,-0.1013313,-0.6677064,-1.3662110,-2.0970973,-1.6277705,-1.3486863,-1.7323861
O75915,-1.97075059,-1.26544645,-2.39034684, 0.90898105,-1.20644530, 0.26995745,-0.26985847,-0.77558172,-0.65109637,-0.90585313, 0.07065085,-1.83357639
O75947,-0.15840459,-0.12229015, 0.07308209,-0.57438332, 0.30595081, 0.26149856, 0.11075356, 0.31901212, 0.17143182, 0.30374822, 0.16700585, 0.20571907
O75964,0.2151470,0.2422292,0.2223202,0.2290957,0.2749129,0.2879742,0.2328575,0.2879742,0.2935357,0.2727103,0.2891098,0.3073045
O76003,-1.0054767,-0.7167727,-0.7366817,-0.7134592,-1.5521881,-1.5391268,-1.4948033,-1.5391268,-0.6339059,-1.5543907,-1.4385511,-1.5088234
O76021, 0.53924590,-0.43263633,-0.33382574, 0.36084159,-0.15770843, 0.01669009,-0.04583708, 0.29423065, 0.18044368, 0.13858832, 0.17601771, 0.01910119
O76094, 0.3307938, 1.0155608, 1.1895131, 0.4481931, 0.6166988,-0.1522986, 0.8039296, 0.6297601, 0.8291151, 0.4021957, 0.6024722, 0.7679630
O94776, 0.411927593, 0.003658703,-0.220734455,-0.308712215, 0.026144723, 0.023246052,-0.048842774, 0.099224438,-0.145290659,-0.131291326,-0.149716632, 0.220909921
O94826, 0.08379958, 0.04776390, 0.02785494,-0.63377550, 0.22159078, 0.23465209, 0.12376240, 0.23465209, 0.18444067, 0.21938819, 0.18001469, 0.21692089
O94905,0.6501027,0.6488982,0.6224621,0.6357648,0.7229606,0.2748527,0.6288621,0.2748527,0.6895404,0.7207580,0.2573962,0.7083628
O94906,-2.9576254,-1.7137706,-0.6182489,-0.5648750,-1.4979646,-1.4952685,-1.2389695,-1.4849033,-1.1782913,-1.5001672,-1.1827172,-1.6992817
O95197, 0.10831262,-0.22150822,-1.24485643, 0.12792736, 0.08384083, 0.09690215, 0.11800208, 0.09690215, 0.17868034, 0.08163824, 0.17425436, 0.21787014
O95202, 0.2175549, 0.2890437,-0.1249140,-0.1181384, 0.4965378, 0.5095991, 0.4367901, 0.2395881, 0.3009104, 0.4943352, 0.4930424, 0.3602147
O95218,0.4720344,0.6805443,0.6849964,0.6543218,0.6509497,0.4631930,0.5824401,0.6565355,0.6872106,0.6922810,0.6827846,0.7120122
O95292,-0.8285269,-3.2088988,-1.3412937,-1.8080876,-1.8570947,-0.1949539,-1.6632042,-1.8440334,-1.6025260,-1.8592973,-1.6069519,-1.7377823
O95292,0.43891200,0.42053880,0.29055125,0.14927775,0.50153590,0.02411871,0.34618807,0.51459721,0.54569055,0.53325143,0.40244036,0.50781705
O95336,0.1017691,0.1554007,0.1354918,0.1481653,0.2283115,0.4067761,0.3236543,0.2413729,0.3843325,0.3915122,0.3799066,0.2253624
O95373,-0.3967864,-0.7133684,-0.9823563, 0.5445806,-0.2711546,-0.2333123, 0.4707408,-0.1769726,-0.3473913,-0.3927594, 0.4031896,-0.6095007
O95433,-0.4643313,-0.3448369,-0.3831215,-0.9518211,-0.2214752,-0.3002242,-0.3668854,-0.3002242,-0.3062071,-0.3154881,-0.4041579,-0.2998022
O95573, 0.30539262, 0.12108540,-0.60885498,-0.35130723,-0.06449728,-0.75528427,-0.21712749,-0.30673667,-0.21316014,-0.12564783,-0.21758611, 0.03963972
O95793,0.03256874,0.21969928,0.19979031,0.20656586,0.73340581,0.48573893,0.27697938,0.42949839,0.29359553,0.41423448,0.33323167,0.28308029
O95831,-0.4604925,-0.4893543,-1.2233391,-2.7624292,-0.6027607,-0.4469386,-0.8694506,-1.3300290,-1.3055386,-1.1231013,-0.8567265,-1.1193917
O95881,-2.0188058,-0.9725104,-2.1398231,-1.3141151,-2.1482960,-1.6215308,-1.9905040,-2.1352347,-1.9298257,-2.1504986,-1.9342517,-2.2137509
