E9PAV3,-0.475698358,-0.037992555, 0.030942344,-0.302040182,-0.156903631, 0.047835547,-0.063564304,-0.045596697,-0.331789298, 0.372180550,-0.194765154,-0.128029040, 0.142635131,-0.087893399,-0.311645717,-0.452396433,-0.390660488,-0.152041042,-0.123868782,-0.643304707,-0.076986714, 0.223685445, 0.010212664,-0.567541013,-0.419420724, 0.203060163,-0.260685949,-0.010376738,-0.149974559,-0.005403300, 0.168042859, 0.314343548,-0.685445703, 0.039104803,-0.043459795, 0.258133490,-0.354666586,-0.401923967,-0.145346942,-0.081509494,-0.290246163,-0.473631609,-0.209724480,-0.296070077,-0.312731211,-0.416663611,-0.013563944,-0.053381570,-0.350797443,-0.214550619,-0.623610948, 0.038331004, 0.142319047,-0.269978528,-0.016704855,-0.454450098, 0.081305437, 0.317765790,-0.294623750,-0.296796838,-0.003394796,-0.168355918, 0.179574167,-0.247597147, 0.181922713, 0.015362691,-0.254956022, 0.258038255, 0.026080405,-0.608813349
O00151, 0.713521913, 1.270190230, 0.444963781, 0.372561928,-0.534271477,-0.041177611, 0.376031955, 0.532866245, 0.033220496,-0.015446679,-0.209159412, 0.260767280, 0.212786657, 0.010191963,-0.075541942, 0.638550411, 0.703019375,-0.060517683, 0.260157892, 0.509206549, 0.580249151, 0.756446769, 0.368326930, 0.663913829, 0.203114582, 0.008758767, 0.910709768, 0.349180908, 0.552392024,-0.292556658, 0.078080318, 0.021859109, 0.102422449,-0.484292348, 0.793791834, 0.321786612, 0.854043450,-0.488843383, 0.220781471, 0.761369082, 0.641839384,-0.696169661, 0.018450406, 0.625009382, 0.481656527, 0.416056350, 0.946562339, 0.480778072, 0.048746029,-0.262324215, 0.067796724, 0.854870499,-0.377924747, 0.474427331, 0.485594868, 0.482588722,-0.162733584, 0.480172092, 1.138904092,-0.139116853,-0.094790554, 0.298280718, 0.394711973, 0.403763559,-0.631766771, 0.102908628, 0.753859960, 0.416351879,-0.158956664, 0.501317984
O00159,-0.068486153,-0.248842161, 0.182592703,-0.551350329,-0.022786653, 0.188390437,-0.054433469, 0.197524807, 0.108035220, 0.260655972,-0.223451787,-0.080972402,-0.310084632, 0.194851345, 0.297069767, 0.194245918, 0.544941237, 0.397699097,-0.027778493, 0.279105829, 0.354729037,-0.113689142,-0.117814400, 0.004369372, 0.032598914,-0.189989499, 0.019846132,-0.518651251,-0.433427086, 0.516245634, 0.187378591, 0.148895030,-0.042586274, 0.630365890,-0.205785680,-0.602576834, 0.438916101, 0.117190197,-0.920127095,-0.734977030,-0.476459898, 0.602775995,-0.224744633, 0.095869114,-0.487319584,-0.453347103, 0.284486268,-0.374255138, 0.665399053,-0.111142624,-0.107224424, 0.236652551, 0.226152963, 0.171686783, 0.025711881, 0.061192978,-0.133146201,-0.225212327,-0.012726884, 0.138269684, 0.001738820, 0.118786538,-0.214564397,-0.149134189, 0.075050240, 0.126367164, 0.201314176, 0.245022126,-0.113116681, 0.192300671
O00231, 0.393569004, 0.247261024, 0.405307425,-0.295427762, 0.429264377, 0.370014520,-0.059589893, 0.348085219, 0.346699055,-0.069440221, 0.108705084, 0.328941196,-0.184902152, 0.315759783, 0.501761860,-0.095299238, 0.125325656,-0.099901274,-0.264181703,-0.111019482,-0.015416304,-0.087718021,-0.133556080,-0.144978020,-0.218487038, 0.502575420, 0.322824549,-0.129712960,-0.254151837, 0.471877208, 0.457892357, 0.002998159,-0.054247613,-0.921893065, 0.221955953,-0.117947487, 0.468966295,-0.273791772, 0.297752496, 0.031689720, 0.340786457,-0.275838865, 0.540966110,-0.220354188, 0.219250370, 0.273306338, 0.057654384, 0.335554242, 0.432188594, 0.002859889,-0.422332829,-0.024276594, 0.312061060, 0.190152437, 0.473732773, 0.095633552,-0.023116224, 0.335338398,-0.125906174, 0.314541615, 0.089260667, 0.058783600, 0.136490854, 0.425189244, 0.053443666,-0.161885264, 0.077762389, 0.049900576, 0.050390027, 0.287394318
O00232, 0.453798218, 0.421305986, 0.107349622,-0.139155406, 0.258250931,-0.182264382, 0.152115023, 0.445246930,-0.185237412, 0.004245187, 0.199958446,-0.113704476, 0.128329646, 0.319294306, 0.412009179, 0.226287229, 0.045456544,-0.346353973, 0.130821939, 0.355956531, 0.272082927,-0.037770951, 0.409700375, 0.041599402,-0.106380705, 0.407053901, 0.276036482, 0.224780687, 0.285091358, 0.253202004, 0.023246129,-0.405709171,-0.398171946, 0.033954321, 0.488823799, 0.476562088, 0.363782715, 0.481997754,-0.071759823, 0.049513558, 0.138709353, 0.135674402, 0.231910852, 0.155588798, 0.290290736,-0.238561852,-0.305960204, 0.383084148, 0.308661190, 0.261309378, 0.126770208, 0.321224052,-0.183170667, 0.405352105,-0.157020755, 0.238955594,-0.116711414, 0.417895113, 0.351230789, 0.362095983, 0.012687268,-0.089011535, 0.006728684, 0.277961053,-0.114493844, 0.311505473, 0.110257642,-0.090088070, 0.434052189, 0.439144372
O00244, 0.393480723, 0.568761942,-0.072408933, 0.490477889, 0.509410886, 0.255014357, 0.109609112, 0.307250179, 0.612027817, 0.273125347, 0.478525839, 0.317956278, 0.076204720, 0.476529827, 0.185925848,-0.347625831, 0.125838878, 0.055390383, 0.547603351, 0.418267237, 0.564507813,-0.327822762, 0.515188184, 0.320842055, 0.484819951, 0.594137207, 0.610234877, 0.174519865, 0.363986855,-0.474346595, 0.326639655,-0.251538089,-0.177223042, 0.217103774, 0.995039767,-0.010151842,-0.292405327,-0.023085035, 0.230773397, 0.063468178, 0.265864525, 0.503859233, 0.127790327, 0.192924788, 0.165697815, 0.259195002, 0.357797451, 0.341776357, 0.118370641, 0.075939563,-0.710595798, 0.615085686,-0.003344156, 0.021394071, 0.237144249, 0.269333898,-0.062864959,-0.453898273, 0.760700041, 0.105445141, 0.536657456, 0.271177380, 0.796633915, 0.237228547, 0.155699440, 0.429942443, 0.177170835, 0.433896921,-0.099507265, 0.374819462
O00264, 0.361091318, 0.258296384, 0.025390879,-0.295506374, 0.191793609, 0.164738483, 0.030337767, 0.019040477, 0.248819905, 0.160222978, 0.390495659, 0.013404200, 0.639235399, 0.231597332,-0.171018422,-0.182583700, 0.033962175, 0.077549036, 0.185073545,-0.043362122, 0.542130537, 0.190865447,-0.116893991,-0.000822138, 0.061483453, 0.379030829, 0.272305632, 0.437161407, 0.542343183, 0.085572795,-0.459754637,-0.319907011,-0.621908289,-0.197436933, 1.145243487, 0.095951297,-0.005065800, 0.059812414, 0.075986116, 0.093715931, 0.665276369,-0.128381742,-0.104953373, 0.291364699,-0.227710954,-0.217456825, 0.322187760,-0.298293677, 0.074565267, 0.426939680, 0.441617927, 0.811771165,-0.260236570, 0.134270486,-0.802042432, 0.463164308, 0.037160677, 0.502791148,-0.116208885, 0.273879462, 0.189511135, 0.051752562, 0.281024125, 0.185202263,-0.101973830, 0.033772141, 0.481521799, 0.252212039,-0.378282264, 0.004137594
O00299, 0.23697275, 0.34740799, 0.64571111, 0.11562732, 0.34434281, 0.76983009, 0.68316661, 0.80617597, 0.27653722, 0.64166667, 0.42240946, 0.63724817, 0.28745477, 0.73294632, 0.24998356,-0.14021637, 0.33144037, 0.30479048, 0.34596998,-0.30859547, 0.34435157, 0.57397341, 0.67602102, 0.47203530, 0.42762910, 0.51866926, 0.78459773, 0.47789035, 0.45824579, 0.06309301, 0.74392395, 0.84977520, 0.63234891, 0.81943532, 0.13173738, 0.87194820, 0.72073701, 0.21981170, 0.23992801, 0.34094252,-0.07693029, 0.20677877, 0.46206977, 0.03240152, 0.16856532, 0.92421085, 0.26370697, 0.58497885, 0.01791248, 0.58665882, 0.51146089, 0.40309526, 0.36166901, 0.44350453, 0.60157961, 0.13682585, 0.64669458, 0.75185739, 0.36382078, 0.14909359, 0.18276807, 0.50049175, 0.52176375, 0.56414883, 0.52423588, 0.42252729,-0.05078106, 0.58260329, 0.50409850, 0.53577596
O00303,-0.484059472,-0.365592813,-0.146821246, 0.067400475,-0.241245857,-0.012142849, 0.048618803, 0.193439705,-0.077604844,-0.971596331,-0.441368807,-0.436611065, 0.234399734,-0.631414224, 0.335750946,-0.739989286,-0.453208356, 0.047848666, 0.006179778, 0.033215584,-0.473404864, 0.269697233,-0.249267648,-0.301447558, 0.136356127,-0.274862600,-0.233965267,-0.114371492, 0.156574224,-0.473463516, 0.065673718,-0.094369383, 0.240965415,-0.326800108,-0.662409495,-0.420405769, 0.641058934,-0.676459914,-0.001191709, 0.127856085, 0.200414705,-0.398905509, 0.185771674,-0.760074209, 0.358729999, 0.044694541,-0.353302074, 0.577501266, 0.044108111, 0.129797591,-0.219282121,-0.384824869,-0.091545585,-0.059660347, 0.042309546,-0.733733778,-0.540164807, 0.184214490, 0.038601662,-0.314381345,-0.637370538,-0.272474855,-0.107562900, 0.195524251,-0.205732738,-0.043609026, 0.354051419,-0.068560699, 0.140691002,-0.062530199
O00410,-0.89294179,-0.83245708,-0.03968696, 0.18829099,-0.82754851,-0.36828838, 0.26594979,-1.33898908,-0.23146881,-0.23306593,-0.31970294,-0.69975710,-0.70712699,-1.06877121,-0.89205566,-0.30262879, 0.21686837,-0.49258258,-0.76055540, 0.28028206, 0.42614613,-0.14956260,-0.54471073,-0.42867240,-0.57675420,-2.13356537, 0.09528542,-0.21126181,-0.80570734, 0.08155622,-0.96037342,-1.08216931,-0.18118290,-0.43169683,-0.15859788,-0.85738711, 0.11153218, 0.20289324, 0.33220874, 0.69749045,-0.28704274,-0.25696295,-0.86720897, 0.01544422, 0.92568236, 0.02236365,-0.92262916, 0.31463655,-0.19123563,-0.23652030,-0.15828233,-0.62439796,-0.70048758, 0.14187192,-0.13343859, 0.16712072,-1.13407349,-1.01065750,-0.42568320,-0.60114431,-0.56824044, 0.32532200,-0.75474738,-0.95381118,-0.54691072,-0.33348511,-0.39233793,-0.39504407,-0.50852453,-0.64576829
