A0A1B0GX78, 0.502080242, 0.694639171, 0.361262652, 0.499935764, 0.349320913, 0.502080242, 0.614076188, 0.614076188, 0.349320913, 0.349320913, 0.349320913, 0.540809239, 0.353125507,-0.013358875, 0.499935764, 0.614076188, 0.505884836, 0.349320913, 0.349320913, 0.006282007, 0.204821402, 0.302332100, 0.999087225, 0.502080242, 0.502080242, 0.361262652, 0.435900444, 0.502080242, 0.614076188, 0.585377216, 0.614076188, 0.502080242
A6NFK2,1.1719889,0.9654854,1.2040711,1.0557908,0.8689627,0.8689627,0.8823969,0.8125223,0.9700019,0.8689627,0.5968619,0.9520512,0.9520512,0.9660977,1.0605066,0.9792893,0.9094147,1.1882517,1.0124136,0.6361599,0.9960206,0.9670431,1.0131543,0.9536090,1.0803549,1.0805991,1.1634434,0.9549524,1.1830527,1.1830527,1.0334603,0.9094147
A6NFN9,-0.81460074,-1.20278032,-0.76089876,-0.67782698,-0.41527553,-0.93410406,-1.43397344, 0.33459656,-1.38098546,-1.21477111,-0.79146213,-1.39157405,-0.79146213,-0.84123602,-0.14830844,-0.81131264,-1.06592073,-1.36297841,-1.05533214,-0.13134904,-1.34787952,-1.22868376,-1.39157405,-1.34787952,-1.38098546,-1.35976678, 0.08595707,-1.79506438,-0.45701346,-0.94568434,-1.21822243,-0.91391857
A6NHQ2, 0.128031673, 0.036409718, 0.210179001,-0.294494326, 0.147387063,-0.129690430,-0.102667795,-0.101397126, 0.191096041, 0.690087067, 0.273399348,-0.060985062,-0.113154626, 0.020531396,-0.094432788,-0.102348005,-0.101077336, 0.574421499,-0.172726798, 0.279124037, 1.014774644, 0.613409948,-0.029535729, 0.511451901, 0.481894782,-0.044684347,-0.688854436, 0.038153687, 0.059738394,-0.078146128,-0.423503023, 0.006923151
B4DXR9, 0.14532603,-0.05771864, 0.37646455, 0.03692302, 0.14532603, 0.23996770,-0.05771864, 0.15001570, 0.44796555,-0.51530601, 0.78724356, 0.16404054, 0.17810953, 0.66410746,-0.05771864, 0.37646455,-0.34195861, 0.15001570, 0.37646455, 0.66410746, 0.15001570, 0.37646455,-0.11550976, 0.03692302, 0.15001570, 0.15001570, 0.47110621, 0.37646455, 0.37646455, 0.37646455, 0.15001570, 0.47110621
C4AMC7,-0.59763590,-0.65098401,-0.64161154, 0.06534990,-0.65098401,-0.65098401,-0.59763590,-0.68272265,-0.65623955,-0.68272265,-0.68272265, 0.03148709,-0.68272265,-0.68272265, 0.14095241,-0.22950010,-0.68272265,-0.68272265,-0.58363764,-0.65098401,-0.68272265,-0.68272265, 0.09935589,-0.68272265,-0.68272265,-0.59763590,-0.31741391,-0.65623955, 0.43580241,-0.09002205,-0.65098401,-0.68272265
E9PAV3, 0.32633923,-0.41263858,-0.31688556, 0.38825442, 0.16873786,-0.92797712, 0.09453963,-0.61148156,-0.13963642,-0.44067328,-0.41527095,-0.53198247,-0.09801459,-0.63375082,-0.60872014,-0.01865602,-0.39131444,-0.11824709, 0.31926573,-0.38685780, 0.33087971,-0.03943874, 0.07446641,-0.10274929,-0.17648795,-0.11497508, 0.45110052, 0.21357579,-0.14220176, 0.12675000,-0.47133697,-0.20745714
O00154,0.3470869,0.7317962,0.8593710,0.8593710,0.5252905,0.5252905,0.3470869,0.7317962,0.4766495,0.7317962,0.4766495,0.7317962,0.7000560,0.2785059,0.2837508,0.7317962,0.7317962,0.3598132,0.3952871,0.1647662,0.7486970,0.8010694,0.8010694,0.7000560,0.6673897,0.3080643,0.6715067,0.6014871,0.6749012,0.1471282,0.4383700,0.6715067
O00170, 0.24055838, 0.60288935,-0.11916097, 0.03804626, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.03804626, 0.01199695,-0.03840452, 0.24055838, 0.03804626, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.24055838, 0.23794676, 0.24055838, 0.03804626, 0.01199695, 0.24055838, 0.24055838, 0.03804626
O00192,-0.34568337, 0.04676394,-0.40274880, 0.01754444,-0.07217094,-0.07217094,-0.06540432,-0.10556734, 0.02832433,-0.07217094,-0.04193620, 0.03999732, 0.03999732,-0.39366525, 0.23618054,-0.05393483,-0.09409785,-0.31496688, 0.01992559,-0.03332381,-0.02288713,-0.02676070,-0.11655073,-0.03352732,-0.23743845,-0.17215225,-0.12527018,-0.04010518,-0.38435742,-0.38435742,-0.17506082,-0.09409785
O00193,-0.03955821,-0.05084976,-0.14332783, 0.19488778,-0.31971249,-0.46011007,-0.46011007,-0.30349161,-0.24016737, 0.03668641, 0.54194803,-0.06521493,-0.20550347,-0.76262005,-0.37918038,-0.19742701, 2.48306208,-0.12951669,-0.26559052,-0.07618833, 0.11738638, 0.02754639, 3.42572846, 0.62207929, 0.10253563,-0.03955821,-0.34810395,-0.47100865, 0.12067495, 0.91807605,-0.21465131,-0.39613583
O00264, 0.026042747, 0.120962271, 0.021919926, 0.201289506,-0.103820341,-0.103820341,-0.034088740,-0.172247013,-0.052475081,-0.103820341,-0.272875907, 0.051230669, 0.051230669,-0.121338148, 0.005114852, 0.065294949,-0.072863325, 0.094989906, 0.014730353,-0.281789446,-0.042486655,-0.039960487, 0.077195512,-0.109692089, 0.028945976, 0.112282426, 0.183996987,-0.021851444, 0.008345179, 0.008345179,-0.032938837,-0.072863325
O00299, 0.36759387, 0.39412479, 0.05242971, 0.26358971, 0.64125838, 0.17376347, 0.16819461, 0.38904804, 0.05737773, 0.40719353,-0.40608634, 0.35228415, 0.11059005, 0.01984608, 0.48002060, 0.05591952,-0.06686092,-0.52361363, 0.08894217, 0.75871728, 0.14410818, 0.32098791,-0.04721716,-0.04294848, 0.48421372, 0.21455863, 0.69774737, 0.49471026,-0.18530285, 0.14892757,-0.06046576, 0.41113728
O00303,-0.01434623,-0.18179049,-0.13174544,-0.23451237,-0.18179049,-0.18179049,-0.01434623,-0.10708794,-0.12035640,-0.10708794,-0.10708794,-0.29647249,-0.10708794,-0.10708794,-0.31323744,-0.11711315,-0.10708794,-0.10708794,-0.15697765,-0.18179049,-0.10708794,-0.10708794,-0.36136558,-0.10708794,-0.10708794,-0.01434623,-0.10708794,-0.12035640,-0.38074694,-0.26659097,-0.18179049,-0.10708794
O00400,-0.12530516, 0.01384916, 0.54930069,-0.18414852, 0.24068656, 0.23102984, 0.01755471,-0.07078723,-0.46468327,-0.38119905,-0.59939809,-0.56775786,-0.56775786,-0.41420916,-0.15486106,-0.58701648,-0.61885306,-0.22888989, 0.11589486,-0.69866146, 0.25669732,-0.15535053,-0.31016433,-0.34467892,-0.37507874,-0.07481026,-0.96691979,-0.35942990,-1.11108686,-0.42502980,-0.64096636,-0.70686374
O00410,-0.63282086,-1.30183252,-0.91933654, 0.88504934, 0.76170778, 0.33605835, 0.27877434, 1.06333433, 0.94388550, 0.05300759, 0.04130531,-0.42702228, 0.31306619, 0.04596778,-0.61166564, 0.04638690, 0.13583419, 0.01775549,-0.41823518, 0.15727293, 0.02358662,-0.22705406, 0.14000713, 0.13416358,-0.19439993,-0.14926970, 0.16933592,-0.01558685, 0.03350540,-0.04981664, 0.07719314, 0.06160120
O00422, 0.679395120, 0.375163177, 0.247286596, 0.152647895, 0.089409903,-0.039657564,-0.039657564,-0.002918388, 0.039246235, 0.358935308, 0.117082544, 0.539328554, 0.054518910, 0.031473852, 0.223766512, 0.390409874, 0.690170023, 0.530479791, 0.253641537,-0.002918388, 0.274295856, 0.690170023, 0.048949839, 0.476460917, 0.484078672, 0.679395120,-0.018618732, 0.213208405, 0.237150891, 0.208825500, 0.217952031, 0.260610260
O00567,-0.38482079,-0.02247961, 0.15451093, 0.19189436, 0.11522477, 0.02957323, 0.23788985, 0.16066440, 0.12729962, 0.18778780, 0.18778780, 0.10774848, 0.20835308, 0.25982585,-0.06319507, 0.02700505, 0.07873931, 0.05932271, 0.14957132,-0.04525151, 0.21213717, 0.07873931, 0.26706750,-0.04246482, 0.20720439,-0.10046933, 0.13136076, 0.19933767, 0.18192196, 0.08497658, 0.13136076, 0.07988799
O00571, 0.672781680,-0.074039689, 0.015862384, 0.570519115, 0.770593268, 0.553788785, 0.701608027, 0.449855501, 0.826698696, 0.430043456, 0.263866554,-0.481334295,-0.322065570, 0.037140783,-0.002264055, 0.066142093, 0.085567105,-0.178719221, 0.059290730, 0.477802969, 0.158443169,-0.106453638,-0.016034367, 0.011071976,-0.130494290, 0.194667715, 0.496760674, 0.701941378,-1.047989574,-0.353396690, 0.016846655,-0.491342287
O14579,-0.241642702,-0.080768347,-0.213006854,-0.080768347,-0.116863160,-0.206350844,-0.206350844,-0.416320309,-0.206350844, 0.004676557,-0.169480097,-0.080768347,-0.080768347,-0.576864774,-0.290737812,-0.290737812, 0.004676557,-0.431160964,-0.080768347,-0.248792932,-0.201708900,-0.031584501, 0.004676557, 0.108838652,-0.135746595,-0.290737812,-0.221191500,-0.426533595,-0.497123269,-0.497123269,-0.497123269,-0.431160964
O14647, 0.37879622, 0.65545839, 0.53749251, 0.21320969, 0.44367284, 0.12731033, 0.31463974,-0.29906959,-0.47468639, 0.25372086,-0.02208347, 0.60378021, 0.15434319,-0.08023078, 0.90304208, 1.16842005, 0.66962634, 0.43435944, 0.40971968,-0.52555812, 0.83993734, 0.64481478, 0.50142567, 0.57456273,-0.43532381, 0.57843945,-0.44038398, 0.33076696, 0.66018769, 0.19142624,-0.02848467, 0.16221261
O14737,-0.24867101,-0.45287431, 0.30311362,-0.07060723,-0.28986165,-0.14964899,-0.86549620, 0.70641089, 0.46447539, 0.40934482, 0.67305647,-0.23894441,-0.25418232, 0.41048133,-0.51756237, 1.06842617, 0.30513932, 0.15343394, 0.49576677, 0.59664956, 0.27607299, 0.19176648,-0.01708412,-0.23677790, 0.37312772,-0.23677790,-0.23639906,-0.01708412, 0.37312772, 0.19176648,-0.14887401, 0.29444985
O14745, 0.36831073, 0.36349336, 0.19524346, 0.16793095, 0.36831073, 0.46149951, 0.36349336, 0.33371613, 0.75477262, 0.24385134, 0.38587457, 0.47520627, 0.37142247, 0.30046544,-0.73486653,-0.44464405, 0.24835757, 0.64449985,-0.62240224, 0.35258749, 0.08864965,-0.14084881, 0.13399490, 0.08864965,-0.14084881, 0.41992455, 0.35258749, 0.13399490,-0.23187461, 0.13399490, 0.33371613, 0.04496493
O14818,-0.44365650, 0.45033683, 0.22393303, 0.03491379,-0.05224851, 0.13466603, 0.23830504, 0.05342372,-0.01929715,-0.02784490, 0.15961227, 0.33545249, 0.08409174,-0.81819286, 0.27904367, 0.47563901, 0.35435163,-0.13849537,-0.57386618, 0.35904567, 0.23247735, 0.44676825, 0.60009537, 0.63458682, 0.37957114,-0.14426755,-0.42929365, 0.13644209,-0.55114640,-0.02927863, 0.01446718,-0.42081414
O14979,-0.04423104,-0.14161537,-0.13357457, 0.15642068, 0.20552227, 0.84796911, 1.40894592, 0.18057449, 0.57486181, 0.39648774, 0.46506390, 0.00006740, 0.15198985,-0.06239550,-0.48116471,-0.53528167, 0.95801340, 0.37885495, 0.61253381,-0.01181423,-0.09146794,-0.08038802,-0.31403220,-0.04524907, 0.25726730,-0.18262670, 0.36853966,-0.27823535,-0.33197338, 0.42607736, 0.20826576, 0.06997311
O14980, 0.469679577, 0.028557904, 1.078976679,-0.322030475, 0.204552751, 0.139947880,-0.148771517, 0.147474222, 0.153907093, 0.435080112,-0.844523527,-0.330192733, 0.009005231, 1.083902421,-0.223241098, 0.300728543, 0.934062357,-0.096848668,-0.357732594,-0.185887061,-0.096561318,-0.863162531,-0.644015072, 0.138398464, 0.337127862,-0.174490611, 0.336597759,-0.076396254, 0.432017017, 1.206586048, 0.185000403,-0.005780183
