A0A1B0GX78, 0.20752913, 0.30481180, 0.42429102, 0.16419187, 0.18564390, 0.28066559, 0.35107347, 0.21154934, 0.69105802,-0.03793043, 0.20251263,-0.13654579, 0.09984717, 0.12776395, 0.49534784,-0.16085356, 0.08911947, 0.09320932, 0.33801051, 0.07509377,-0.43809743,-0.25692302, 0.30576684, 0.52171261, 0.08367022,-0.03263337,-0.04061347
A6NFK2,-0.896417728,-1.123837383,-0.903830177,-1.046282501,-0.239449177,-0.006177128,-1.034931494,-1.038491129,-0.403435870,-0.730600747,-0.533293740,-0.148477345,-0.125669887, 0.140254338,-0.020100823,-1.360630552,-0.420654912,-0.422018007, 0.411244304,-0.749365620,-0.962876151,-0.579759869,-1.214905151, 0.118953336, 0.133631937,-1.350874578, 0.131397963
A6NFN9, 0.15347086, 0.58420220, 0.73818193, 0.36905544, 0.59000983, 0.67655984, 0.04610409, 0.59506269, 0.26057675, 0.65349373,-0.21941884, 0.24596498, 0.88582714, 0.06082852, 0.19569388, 0.50301136, 1.19476805, 1.30661359, 0.53547327, 0.12393341, 0.55918225, 0.67397143, 0.60345951, 0.31339710, 0.44400350,-0.15824207, 0.74331567
A6NHQ2,-0.311489934, 0.202130375, 0.115904231,-0.062443785, 0.087506228,-0.007960704, 0.070483375, 0.092559093, 0.258613767, 0.369530250, 0.385435428,-0.296083177,-0.273275719, 0.178724653, 0.450341979,-0.149733091, 0.007159392,-0.159304827, 0.134923605,-0.331629496,-0.318957313,-0.396803131, 0.014328828, 0.083545282, 0.098223884,-0.009741821,-0.116571796
B4DXR9,-0.19872591,-0.19736189,-0.20613836,-0.36417749,-0.09844443,-0.37982446,-0.08983193,-0.09339156,-0.12630012,-0.14099445,-0.15580004,-0.19135746,-0.16855001,-0.17381666,-0.17585716,-0.21195245,-0.22016109,-0.20940288, 0.02440520,-0.22300415,-0.21033196,-0.53564985,-0.19400134, 0.04509932,-0.19518637,-0.21807198,-0.19742035
C4AMC7,-0.6283997,-1.0242543,-0.4259954,-0.7670878,-0.6759473,-0.9218731,-0.5331187,-0.5366784,-0.6604989,-0.7444823,-0.9334414,-0.6193230,-0.5755943,-0.6640657,-0.6661062,-0.9222491,-1.1781714,-0.2380766,-0.6059855,-0.4541102,-0.5027911,-0.6292611,-0.4507221,-0.6864905,-0.5477571,-1.1528301,-0.4688087
E9PAV3, 0.08901656,-0.26455079,-0.23737497,-0.32856293,-0.31354006,-0.05766554,-0.21234874,-0.30848720,-0.01762611, 0.01652869, 0.17887903,-0.16260964,-0.13391804,-0.26690447,-0.11773851,-0.62331131,-0.22620531,-0.35436252,-0.33494019,-0.26963134,-0.38226018, 0.16032072,-0.12450546,-0.51383082, 0.16030831,-0.13718261,-0.14187151
O00154, 0.2642014, 0.2655654, 0.2567890, 0.3524785, 0.3552170, 0.3368315, 0.3638295, 0.3602699,-0.1604234, 0.2882836, 0.2734780,-0.6664688, 0.3621633, 0.3568966, 0.3548561, 0.3427163, 0.3345077, 0.3331446, 0.3237409, 0.3347777, 0.3474499, 0.2722316, 0.3572826, 0.3414190, 0.3560976, 0.3332120, 0.3538636
O00170,-0.64125873,-0.01860211,-0.55814184, 0.16041538,-0.34795258,-0.26138599,-0.98363613,-0.54794092, 0.27946985,-0.44118910,-0.38146512,-0.03401668, 0.08794797,-0.46411331,-0.89478083,-0.71464579, 0.49371243,-0.56998034,-0.05247643,-0.65141941,-0.28986330,-0.57748972,-0.41447561,-0.35736957,-0.18413105,-0.67499282,-0.72731086
O00192, 0.2184392, 0.2251688, 0.5695624, 0.3192676, 0.3295841, 0.2003327, 0.4162709, 0.3933160, 0.3304276, 0.2784043, 0.3141821, 0.2943817, 0.2378494, 0.2493237, 0.3877913, 0.0710601, 0.3223685, 0.3085674,-0.3990451, 0.3629088, 0.3335208, 0.4659600, 0.4303405, 0.4144768, 0.2392330, 0.2257773, 0.4045382
O00193,-0.213787908, 0.404706504, 0.183233579, 0.182759297, 0.191131784, 0.167112326, 0.284211681,-0.006298943,-0.132806545, 0.730428373,-0.066695816, 0.111872829, 0.362716777, 0.596772461,-0.038467869, 0.135639678, 0.538392001,-0.245026990,-0.246102457, 0.613384097, 0.416198556, 0.634649630, 0.120284429, 0.142260224,-0.237794160,-0.042105288, 0.539132578
O00264,-0.013944492,-0.291679654, 0.115204355,-0.061714587,-0.069197886,-0.319777086,-0.003671445,-0.007231081, 0.008793979,-0.251925636,-0.266731223,-0.266503026, 0.018628860, 0.013362208,-0.040319667,-0.240094538,-0.248303180,-0.136826890,-0.214238169, 0.147547693,-0.190529191,-0.114849183,-0.043283622,-0.059147260,-0.044468659,-0.132052655,-0.046702633
O00299,-0.542716954,-0.005539670,-0.934332838, 0.461131495,-0.465986052,-0.001863839, 0.566889191, 0.021972214, 0.312749515, 0.076758115,-1.069707702,-0.438291828,-0.809408931, 0.093984512, 0.046524474, 0.181026055,-0.552225006, 0.100634088, 0.157900808,-0.130080551,-0.741667026, 0.037154430, 0.155986533,-0.026273485, 0.341470123, 0.022998486,-1.357069919
O00303,-0.24280721, 0.21683232, 0.58545044,-0.05852731, 0.13953580, 0.76576250,-0.08452609,-0.08524215,-0.20916232,-0.22547917, 0.51758998, 0.18003653, 0.05523677, 0.46325384, 0.15958926, 0.28851852,-0.33650767,-0.22951268,-0.21640822, 0.38846267, 0.15789151, 0.11625871,-0.07985805,-0.09572169,-0.07907579,-0.22621259, 0.22895806
O00400,-0.34523925, 0.02742828,-0.14234473,-0.16193761,-0.15919910,-0.04722018,-0.15058660,-0.15414623,-0.10194003,-0.11663435,-0.13143994,-0.33002483,-0.08990952,-0.06663782,-0.06867832,-0.08506051,-0.30113817,-0.09463225,-0.03257906,-0.21199257,-0.16364957,-0.22008907,-0.18083354,-0.19669718,-0.18201858,-0.20490419,-0.18425255
O00410,-0.12129899,-0.50282260,-0.13068641,-0.12905220,-0.16574347,-0.18412895,-0.15713097,-0.16069061,-0.22153774, 0.09239049, 0.07758490,-0.07309420,-0.16922515,-0.17449181,-0.17653231, 0.06469102,-0.51231252,-0.16788687,-0.30671262,-0.23033526,-0.37302011,-0.45211963,-0.38635611,-0.21985046,-0.20517186,-0.23839612,-0.20740584
O00422, 0.381611079, 0.009550026, 0.312458216, 0.300996760, 0.427897680,-0.084073423, 0.296866111, 0.293306475, 0.372747863, 0.000046400,-0.014759213,-0.088742761, 0.293782337, 0.288515685, 0.428398150, 0.034142018, 0.025933377,-0.089138586, 0.059759132, 0.464049864, 0.083468110, 0.390247262, 0.264124346, 0.248260708, 0.262939310, 0.376092957, 0.260705335
